全国地方公共団体コード,都道府県名,都道府県名_カナ,都道府県名_英字,郡名,郡名_カナ,郡名_英字,市区町村名,市区町村名_カナ,市区町村名_英字,政令市区名,政令市区名_カナ,政令市区名_英字,効力発生日,廃止日,備考
111007,埼玉県,サイタマケン,Saitama,,,,さいたま市,サイタマシ,Saitama-shi,,,,1947-04-17,,
111015,埼玉県,サイタマケン,Saitama,,,,さいたま市,サイタマシ,Saitama-shi,西区,ニシク,Nishi-ku,1947-04-17,,
111023,埼玉県,サイタマケン,Saitama,,,,さいたま市,サイタマシ,Saitama-shi,北区,キタク,Kita-ku,1947-04-17,,
111031,埼玉県,サイタマケン,Saitama,,,,さいたま市,サイタマシ,Saitama-shi,大宮区,オオミヤク,Omiya-ku,1947-04-17,,
111040,埼玉県,サイタマケン,Saitama,,,,さいたま市,サイタマシ,Saitama-shi,見沼区,ミヌマク,Minuma-ku,1947-04-17,,
111058,埼玉県,サイタマケン,Saitama,,,,さいたま市,サイタマシ,Saitama-shi,中央区,チュウオウク,Chuo-ku,1947-04-17,,
111066,埼玉県,サイタマケン,Saitama,,,,さいたま市,サイタマシ,Saitama-shi,桜区,サクラク,Sakura-ku,1947-04-17,,
111074,埼玉県,サイタマケン,Saitama,,,,さいたま市,サイタマシ,Saitama-shi,浦和区,ウラワク,Urawa-ku,1947-04-17,,
111082,埼玉県,サイタマケン,Saitama,,,,さいたま市,サイタマシ,Saitama-shi,南区,ミナミク,Minami-ku,1947-04-17,,
111091,埼玉県,サイタマケン,Saitama,,,,さいたま市,サイタマシ,Saitama-shi,緑区,ミドリク,Midori-ku,1947-04-17,,
111104,埼玉県,サイタマケン,Saitama,,,,さいたま市,サイタマシ,Saitama-shi,岩槻区,イワツキク,Iwatsuki-ku,1947-04-17,,
112011,埼玉県,サイタマケン,Saitama,,,,川越市,カワゴエシ,Kawagoe-shi,,,,1947-04-17,,
112020,埼玉県,サイタマケン,Saitama,,,,熊谷市,クマガヤシ,Kumagaya-shi,,,,1947-04-17,,
112038,埼玉県,サイタマケン,Saitama,,,,川口市,カワグチシ,Kawaguchi-shi,,,,1947-04-17,,
112062,埼玉県,サイタマケン,Saitama,,,,行田市,ギョウダシ,Gyoda-shi,,,,1947-04-17,,
112071,埼玉県,サイタマケン,Saitama,,,,秩父市,チチブシ,Chichibu-shi,,,,1947-04-17,,
112089,埼玉県,サイタマケン,Saitama,,,,所沢市,トコロザワシ,Tokorozawa-shi,,,,1947-04-17,,
112097,埼玉県,サイタマケン,Saitama,,,,飯能市,ハンノウシ,Hanno-shi,,,,1947-04-17,,
112101,埼玉県,サイタマケン,Saitama,,,,加須市,カゾシ,Kazo-shi,,,,1947-04-17,,
112119,埼玉県,サイタマケン,Saitama,,,,本庄市,ホンジョウシ,Honjo-shi,,,,1947-04-17,,
112127,埼玉県,サイタマケン,Saitama,,,,東松山市,ヒガシマツヤマシ,Higashimatsuyama-shi,,,,1947-04-17,,
112143,埼玉県,サイタマケン,Saitama,,,,春日部市,カスカベシ,Kasukabe-shi,,,,1947-04-17,,
112151,埼玉県,サイタマケン,Saitama,,,,狭山市,サヤマシ,Sayama-shi,,,,1947-04-17,,
112160,埼玉県,サイタマケン,Saitama,,,,羽生市,ハニュウシ,Hanyu-shi,,,,1947-04-17,,
112178,埼玉県,サイタマケン,Saitama,,,,鴻巣市,コウノスシ,Konosu-shi,,,,1947-04-17,,
112186,埼玉県,サイタマケン,Saitama,,,,深谷市,フカヤシ,Fukaya-shi,,,,1947-04-17,,
112194,埼玉県,サイタマケン,Saitama,,,,上尾市,アゲオシ,Ageo-shi,,,,1947-04-17,,
112216,埼玉県,サイタマケン,Saitama,,,,草加市,ソウカシ,Soka-shi,,,,1947-04-17,,
112224,埼玉県,サイタマケン,Saitama,,,,越谷市,コシガヤシ,Koshigaya-shi,,,,1947-04-17,,
112232,埼玉県,サイタマケン,Saitama,,,,蕨市,ワラビシ,Warabi-shi,,,,1947-04-17,,
112241,埼玉県,サイタマケン,Saitama,,,,戸田市,トダシ,Toda-shi,,,,1947-04-17,,
112259,埼玉県,サイタマケン,Saitama,,,,入間市,イルマシ,Iruma-shi,,,,1947-04-17,,
112275,埼玉県,サイタマケン,Saitama,,,,朝霞市,アサカシ,Asaka-shi,,,,1947-04-17,,
