全国地方公共団体コード,都道府県名,都道府県名_カナ,都道府県名_英字,郡名,郡名_カナ,郡名_英字,市区町村名,市区町村名_カナ,市区町村名_英字,政令市区名,政令市区名_カナ,政令市区名_英字,効力発生日,廃止日,備考
382019,愛媛県,エヒメケン,Ehime,,,,松山市,マツヤマシ,Matsuyama-shi,,,,1947-04-17,,
382027,愛媛県,エヒメケン,Ehime,,,,今治市,イマバリシ,Imabari-shi,,,,1947-04-17,,
382035,愛媛県,エヒメケン,Ehime,,,,宇和島市,ウワジマシ,Uwajima-shi,,,,1947-04-17,,
382043,愛媛県,エヒメケン,Ehime,,,,八幡浜市,ヤワタハマシ,Yawatahama-shi,,,,1947-04-17,,
382051,愛媛県,エヒメケン,Ehime,,,,新居浜市,ニイハマシ,Niihama-shi,,,,1947-04-17,,
382060,愛媛県,エヒメケン,Ehime,,,,西条市,サイジョウシ,Saijo-shi,,,,1947-04-17,,
382078,愛媛県,エヒメケン,Ehime,,,,大洲市,オオズシ,Ozu-shi,,,,1947-04-17,,
382108,愛媛県,エヒメケン,Ehime,,,,伊予市,イヨシ,Iyo-shi,,,,1947-04-17,,
382132,愛媛県,エヒメケン,Ehime,,,,四国中央市,シコクチュウオウシ,Shikokuchuo-shi,,,,1947-04-17,,
382141,愛媛県,エヒメケン,Ehime,,,,西予市,セイヨシ,Seiyo-shi,,,,1947-04-17,,
382159,愛媛県,エヒメケン,Ehime,,,,東温市,トウオンシ,Toon-shi,,,,1947-04-17,,
383562,愛媛県,エヒメケン,Ehime,越智郡,オチグン,Ochi-gun,上島町,カミジマチョウ,Kamijima-cho,,,,1947-04-17,,
383864,愛媛県,エヒメケン,Ehime,上浮穴郡,カミウケナグン,Kamiukena-gun,久万高原町,クマコウゲンチョウ,Kumakogen-cho,,,,1947-04-17,,
384011,愛媛県,エヒメケン,Ehime,伊予郡,イヨグン,Iyo-gun,松前町,マサキチョウ,Masaki-cho,,,,1947-04-17,,
384020,愛媛県,エヒメケン,Ehime,伊予郡,イヨグン,Iyo-gun,砥部町,トベチョウ,Tobe-cho,,,,1947-04-17,,
384224,愛媛県,エヒメケン,Ehime,喜多郡,キタグン,Kita-gun,内子町,ウチコチョウ,Uchiko-cho,,,,1947-04-17,,
384429,愛媛県,エヒメケン,Ehime,西宇和郡,ニシウワグン,Nishiuwa-gun,伊方町,イカタチョウ,Ikata-cho,,,,1947-04-17,,
384844,愛媛県,エヒメケン,Ehime,北宇和郡,キタウワグン,Kitauwa-gun,松野町,マツノチョウ,Matsuno-cho,,,,1947-04-17,,
384887,愛媛県,エヒメケン,Ehime,北宇和郡,キタウワグン,Kitauwa-gun,鬼北町,キホクチョウ,Kihoku-cho,,,,1947-04-17,,
385069,愛媛県,エヒメケン,Ehime,南宇和郡,ミナミウワグン,Minamiuwa-gun,愛南町,アイナンチョウ,Ainan-cho,,,,1947-04-17,,
