全国地方公共団体コード,都道府県名,都道府県名_カナ,都道府県名_英字,郡名,郡名_カナ,郡名_英字,市区町村名,市区町村名_カナ,市区町村名_英字,政令市区名,政令市区名_カナ,政令市区名_英字,効力発生日,廃止日,備考
022012,青森県,アオモリケン,Aomori,,,,青森市,アオモリシ,Aomori-shi,,,,1947-04-17,,
022021,青森県,アオモリケン,Aomori,,,,弘前市,ヒロサキシ,Hirosaki-shi,,,,1947-04-17,,
022039,青森県,アオモリケン,Aomori,,,,八戸市,ハチノヘシ,Hachinohe-shi,,,,1947-04-17,,
022047,青森県,アオモリケン,Aomori,,,,黒石市,クロイシシ,Kuroishi-shi,,,,1947-04-17,,
022055,青森県,アオモリケン,Aomori,,,,五所川原市,ゴショガワラシ,Goshogawara-shi,,,,1947-04-17,,
022063,青森県,アオモリケン,Aomori,,,,十和田市,トワダシ,Towada-shi,,,,1947-04-17,,
022071,青森県,アオモリケン,Aomori,,,,三沢市,ミサワシ,Misawa-shi,,,,1947-04-17,,
022080,青森県,アオモリケン,Aomori,,,,むつ市,ムツシ,Mutsu-shi,,,,1947-04-17,,
022098,青森県,アオモリケン,Aomori,,,,つがる市,ツガルシ,Tsugaru-shi,,,,1947-04-17,,
022101,青森県,アオモリケン,Aomori,,,,平川市,ヒラカワシ,Hirakawa-shi,,,,1947-04-17,,
023019,青森県,アオモリケン,Aomori,東津軽郡,ヒガシツガルグン,Higashitsugaru-gun,平内町,ヒラナイマチ,Hiranai-machi,,,,1947-04-17,,
023035,青森県,アオモリケン,Aomori,東津軽郡,ヒガシツガルグン,Higashitsugaru-gun,今別町,イマベツマチ,Imabetsu-machi,,,,1947-04-17,,
023043,青森県,アオモリケン,Aomori,東津軽郡,ヒガシツガルグン,Higashitsugaru-gun,蓬田村,ヨモギタムラ,Yomogita-mura,,,,1947-04-17,,
023078,青森県,アオモリケン,Aomori,東津軽郡,ヒガシツガルグン,Higashitsugaru-gun,外ヶ浜町,ソトガハママチ,Sotogahama-machi,,,,1947-04-17,,
023213,青森県,アオモリケン,Aomori,西津軽郡,ニシツガルグン,Nishitsugaru-gun,鰺ヶ沢町,アジガサワマチ,Ajigasawa-machi,,,,1947-04-17,,
023230,青森県,アオモリケン,Aomori,西津軽郡,ニシツガルグン,Nishitsugaru-gun,深浦町,フカウラマチ,Fukaura-machi,,,,1947-04-17,,
023434,青森県,アオモリケン,Aomori,中津軽郡,ナカツガルグン,Nakatsugaru-gun,西目屋村,ニシメヤムラ,Nishimeya-mura,,,,1947-04-17,,
023612,青森県,アオモリケン,Aomori,南津軽郡,ミナミツガルグン,Minamitsugaru-gun,藤崎町,フジサキマチ,Fujisaki-machi,,,,1947-04-17,,
023621,青森県,アオモリケン,Aomori,南津軽郡,ミナミツガルグン,Minamitsugaru-gun,大鰐町,オオワニマチ,Owani-machi,,,,1947-04-17,,
023671,青森県,アオモリケン,Aomori,南津軽郡,ミナミツガルグン,Minamitsugaru-gun,田舎館村,イナカダテムラ,Inakadate-mura,,,,1947-04-17,,
023817,青森県,アオモリケン,Aomori,北津軽郡,キタツガルグン,Kitatsugaru-gun,板柳町,イタヤナギマチ,Itayanagi-machi,,,,1947-04-17,,
023841,青森県,アオモリケン,Aomori,北津軽郡,キタツガルグン,Kitatsugaru-gun,鶴田町,ツルタマチ,Tsuruta-machi,,,,1947-04-17,,
023876,青森県,アオモリケン,Aomori,北津軽郡,キタツガルグン,Kitatsugaru-gun,中泊町,ナカドマリマチ,Nakadomari-machi,,,,1947-04-17,,
024015,青森県,アオモリケン,Aomori,上北郡,カミキタグン,Kamikita-gun,野辺地町,ノヘジマチ,Noheji-machi,,,,1947-04-17,,
024023,青森県,アオモリケン,Aomori,上北郡,カミキタグン,Kamikita-gun,七戸町,シチノヘマチ,Shichinohe-machi,,,,1947-04-17,,
024058,青森県,アオモリケン,Aomori,上北郡,カミキタグン,Kamikita-gun,六戸町,ロクノヘマチ,Rokunohe-machi,,,,1947-04-17,,
024066,青森県,アオモリケン,Aomori,上北郡,カミキタグン,Kamikita-gun,横浜町,ヨコハママチ,Yokohama-machi,,,,1947-04-17,,
024082,青森県,アオモリケン,Aomori,上北郡,カミキタグン,Kamikita-gun,東北町,トウホクマチ,Tohoku-machi,,,,1947-04-17,,
024112,青森県,アオモリケン,Aomori,上北郡,カミキタグン,Kamikita-gun,六ヶ所村,ロッカショムラ,Rokkasho-mura,,,,1947-04-17,,
024121,青森県,アオモリケン,Aomori,上北郡,カミキタグン,Kamikita-gun,おいらせ町,オイラセチョウ,Oirase-cho,,,,1947-04-17,,
024236,青森県,アオモリケン,Aomori,下北郡,シモキタグン,Shimokita-gun,大間町,オオママチ,Oma-machi,,,,1947-04-17,,
024244,青森県,アオモリケン,Aomori,下北郡,シモキタグン,Shimokita-gun,東通村,ヒガシドオリムラ,Higashidori-mura,,,,1947-04-17,,
024252,青森県,アオモリケン,Aomori,下北郡,シモキタグン,Shimokita-gun,風間浦村,カザマウラムラ,Kazamaura-mura,,,,1947-04-17,,
024261,青森県,アオモリケン,Aomori,下北郡,シモキタグン,Shimokita-gun,佐井村,サイムラ,Sai-mura,,,,1947-04-17,,
024414,青森県,アオモリケン,Aomori,三戸郡,サンノヘグン,Sannohe-gun,三戸町,サンノヘマチ,Sannohe-machi,,,,1947-04-17,,
024422,青森県,アオモリケン,Aomori,三戸郡,サンノヘグン,Sannohe-gun,五戸町,ゴノヘマチ,Gonohe-machi,,,,1947-04-17,,
024431,青森県,アオモリケン,Aomori,三戸郡,サンノヘグン,Sannohe-gun,田子町,タッコマチ,Takko-machi,,,,1947-04-17,,
024457,青森県,アオモリケン,Aomori,三戸郡,サンノヘグン,Sannohe-gun,南部町,ナンブチョウ,Nambu-cho,,,,1947-04-17,,
024465,青森県,アオモリケン,Aomori,三戸郡,サンノヘグン,Sannohe-gun,階上町,ハシカミチョウ,Hashikami-cho,,,,1947-04-17,,
024503,青森県,アオモリケン,Aomori,三戸郡,サンノヘグン,Sannohe-gun,新郷村,シンゴウムラ,Shingo-mura,,,,1947-04-17,,
