全国地方公共団体コード,都道府県名,都道府県名_カナ,都道府県名_英字,郡名,郡名_カナ,郡名_英字,市区町村名,市区町村名_カナ,市区町村名_英字,政令市区名,政令市区名_カナ,政令市区名_英字,効力発生日,廃止日,備考
401005,福岡県,フクオカケン,Fukuoka,,,,北九州市,キタキュウシュウシ,Kitakyushu-shi,,,,1947-04-17,,
401013,福岡県,フクオカケン,Fukuoka,,,,北九州市,キタキュウシュウシ,Kitakyushu-shi,門司区,モジク,Moji-ku,1947-04-17,,
401030,福岡県,フクオカケン,Fukuoka,,,,北九州市,キタキュウシュウシ,Kitakyushu-shi,若松区,ワカマツク,Wakamatsu-ku,1947-04-17,,
401056,福岡県,フクオカケン,Fukuoka,,,,北九州市,キタキュウシュウシ,Kitakyushu-shi,戸畑区,トバタク,Tobata-ku,1947-04-17,,
401064,福岡県,フクオカケン,Fukuoka,,,,北九州市,キタキュウシュウシ,Kitakyushu-shi,小倉北区,コクラキタク,Kokurakita-ku,1947-04-17,,
401072,福岡県,フクオカケン,Fukuoka,,,,北九州市,キタキュウシュウシ,Kitakyushu-shi,小倉南区,コクラミナミク,Kokuraminami-ku,1947-04-17,,
401081,福岡県,フクオカケン,Fukuoka,,,,北九州市,キタキュウシュウシ,Kitakyushu-shi,八幡東区,ヤハタヒガシク,Yahatahigashi-ku,1947-04-17,,
401099,福岡県,フクオカケン,Fukuoka,,,,北九州市,キタキュウシュウシ,Kitakyushu-shi,八幡西区,ヤハタニシク,Yahatanishi-ku,1947-04-17,,
401307,福岡県,フクオカケン,Fukuoka,,,,福岡市,フクオカシ,Fukuoka-shi,,,,1947-04-17,,
401315,福岡県,フクオカケン,Fukuoka,,,,福岡市,フクオカシ,Fukuoka-shi,東区,ヒガシク,Higashi-ku,1947-04-17,,
401323,福岡県,フクオカケン,Fukuoka,,,,福岡市,フクオカシ,Fukuoka-shi,博多区,ハカタク,Hakata-ku,1947-04-17,,
401331,福岡県,フクオカケン,Fukuoka,,,,福岡市,フクオカシ,Fukuoka-shi,中央区,チュウオウク,Chuo-ku,1947-04-17,,
401340,福岡県,フクオカケン,Fukuoka,,,,福岡市,フクオカシ,Fukuoka-shi,南区,ミナミク,Minami-ku,1947-04-17,,
401358,福岡県,フクオカケン,Fukuoka,,,,福岡市,フクオカシ,Fukuoka-shi,西区,ニシク,Nishi-ku,1947-04-17,,
401366,福岡県,フクオカケン,Fukuoka,,,,福岡市,フクオカシ,Fukuoka-shi,城南区,ジョウナンク,Jonan-ku,1947-04-17,,
401374,福岡県,フクオカケン,Fukuoka,,,,福岡市,フクオカシ,Fukuoka-shi,早良区,サワラク,Sawara-ku,1947-04-17,,
402028,福岡県,フクオカケン,Fukuoka,,,,大牟田市,オオムタシ,Omuta-shi,,,,1947-04-17,,
402036,福岡県,フクオカケン,Fukuoka,,,,久留米市,クルメシ,Kurume-shi,,,,1947-04-17,,
402044,福岡県,フクオカケン,Fukuoka,,,,直方市,ノオガタシ,Nogata-shi,,,,1947-04-17,,
402052,福岡県,フクオカケン,Fukuoka,,,,飯塚市,イイヅカシ,Iizuka-shi,,,,1947-04-17,,
402061,福岡県,フクオカケン,Fukuoka,,,,田川市,タガワシ,Tagawa-shi,,,,1947-04-17,,
402079,福岡県,フクオカケン,Fukuoka,,,,柳川市,ヤナガワシ,Yanagawa-shi,,,,1947-04-17,,
402109,福岡県,フクオカケン,Fukuoka,,,,八女市,ヤメシ,Yame-shi,,,,1947-04-17,,
402117,福岡県,フクオカケン,Fukuoka,,,,筑後市,チクゴシ,Chikugo-shi,,,,1947-04-17,,
402125,福岡県,フクオカケン,Fukuoka,,,,大川市,オオカワシ,Okawa-shi,,,,1947-04-17,,
402133,福岡県,フクオカケン,Fukuoka,,,,行橋市,ユクハシシ,Yukuhashi-shi,,,,1947-04-17,,
402141,福岡県,フクオカケン,Fukuoka,,,,豊前市,ブゼンシ,Buzen-shi,,,,1947-04-17,,
402150,福岡県,フクオカケン,Fukuoka,,,,中間市,ナカマシ,Nakama-shi,,,,1947-04-17,,
402168,福岡県,フクオカケン,Fukuoka,,,,小郡市,オゴオリシ,Ogori-shi,,,,1947-04-17,,
402176,福岡県,フクオカケン,Fukuoka,,,,筑紫野市,チクシノシ,Chikushino-shi,,,,1947-04-17,,
402184,福岡県,フクオカケン,Fukuoka,,,,春日市,カスガシ,Kasuga-shi,,,,1947-04-17,,
402192,福岡県,フクオカケン,Fukuoka,,,,大野城市,オオノジョウシ,Onojo-shi,,,,1947-04-17,,
402206,福岡県,フクオカケン,Fukuoka,,,,宗像市,ムナカタシ,Munakata-shi,,,,1947-04-17,,
402214,福岡県,フクオカケン,Fukuoka,,,,太宰府市,ダザイフシ,Dazaifu-shi,,,,1947-04-17,,
402231,福岡県,フクオカケン,Fukuoka,,,,古賀市,コガシ,Koga-shi,,,,1947-04-17,,
402249,福岡県,フクオカケン,Fukuoka,,,,福津市,フクツシ,Fukutsu-shi,,,,1947-04-17,,
402257,福岡県,フクオカケン,Fukuoka,,,,うきは市,ウキハシ,Ukiha-shi,,,,1947-04-17,,
402265,福岡県,フクオカケン,Fukuoka,,,,宮若市,ミヤワカシ,Miyawaka-shi,,,,1947-04-17,,
402273,福岡県,フクオカケン,Fukuoka,,,,嘉麻市,カマシ,Kama-shi,,,,1947-04-17,,
402281,福岡県,フクオカケン,Fukuoka,,,,朝倉市,アサクラシ,Asakura-shi,,,,1947-04-17,,
402290,福岡県,フクオカケン,Fukuoka,,,,みやま市,ミヤマシ,Miyama-shi,,,,1947-04-17,,
402303,福岡県,フクオカケン,Fukuoka,,,,糸島市,イトシマシ,Itoshima-shi,,,,1947-04-17,,
402311,福岡県,フクオカケン,Fukuoka,,,,那珂川市,ナカガワシ,Nakagawa-shi,,,,1947-04-17,,
403415,福岡県,フクオカケン,Fukuoka,糟屋郡,カスヤグン,Kasuya-gun,宇美町,ウミマチ,Umi-machi,,,,1947-04-17,,
403423,福岡県,フクオカケン,Fukuoka,糟屋郡,カスヤグン,Kasuya-gun,篠栗町,ササグリマチ,Sasaguri-machi,,,,1947-04-17,,
403431,福岡県,フクオカケン,Fukuoka,糟屋郡,カスヤグン,Kasuya-gun,志免町,シメマチ,Shime-machi,,,,1947-04-17,,
403440,福岡県,フクオカケン,Fukuoka,糟屋郡,カスヤグン,Kasuya-gun,須恵町,スエマチ,Sue-machi,,,,1947-04-17,,
403458,福岡県,フクオカケン,Fukuoka,糟屋郡,カスヤグン,Kasuya-gun,新宮町,シングウマチ,Shingu-machi,,,,1947-04-17,,
403482,福岡県,フクオカケン,Fukuoka,糟屋郡,カスヤグン,Kasuya-gun,久山町,ヒサヤママチ,Hisayama-machi,,,,1947-04-17,,
403491,福岡県,フクオカケン,Fukuoka,糟屋郡,カスヤグン,Kasuya-gun,粕屋町,カスヤマチ,Kasuya-machi,,,,1947-04-17,,
