全国地方公共団体コード,都道府県名,都道府県名_カナ,都道府県名_英字,郡名,郡名_カナ,郡名_英字,市区町村名,市区町村名_カナ,市区町村名_英字,政令市区名,政令市区名_カナ,政令市区名_英字,効力発生日,廃止日,備考
231002,愛知県,アイチケン,Aichi,,,,名古屋市,ナゴヤシ,Nagoya-shi,,,,1947-04-17,,
231011,愛知県,アイチケン,Aichi,,,,名古屋市,ナゴヤシ,Nagoya-shi,千種区,チクサク,Chikusa-ku,1947-04-17,,
231029,愛知県,アイチケン,Aichi,,,,名古屋市,ナゴヤシ,Nagoya-shi,東区,ヒガシク,Higashi-ku,1947-04-17,,
231037,愛知県,アイチケン,Aichi,,,,名古屋市,ナゴヤシ,Nagoya-shi,北区,キタク,Kita-ku,1947-04-17,,
231045,愛知県,アイチケン,Aichi,,,,名古屋市,ナゴヤシ,Nagoya-shi,西区,ニシク,Nishi-ku,1947-04-17,,
231053,愛知県,アイチケン,Aichi,,,,名古屋市,ナゴヤシ,Nagoya-shi,中村区,ナカムラク,Nakamura-ku,1947-04-17,,
231061,愛知県,アイチケン,Aichi,,,,名古屋市,ナゴヤシ,Nagoya-shi,中区,ナカク,Naka-ku,1947-04-17,,
231070,愛知県,アイチケン,Aichi,,,,名古屋市,ナゴヤシ,Nagoya-shi,昭和区,ショウワク,Showa-ku,1947-04-17,,
231088,愛知県,アイチケン,Aichi,,,,名古屋市,ナゴヤシ,Nagoya-shi,瑞穂区,ミズホク,Mizuho-ku,1947-04-17,,
231096,愛知県,アイチケン,Aichi,,,,名古屋市,ナゴヤシ,Nagoya-shi,熱田区,アツタク,Atsuta-ku,1947-04-17,,
231100,愛知県,アイチケン,Aichi,,,,名古屋市,ナゴヤシ,Nagoya-shi,中川区,ナカガワク,Nakagawa-ku,1947-04-17,,
231118,愛知県,アイチケン,Aichi,,,,名古屋市,ナゴヤシ,Nagoya-shi,港区,ミナトク,Minato-ku,1947-04-17,,
231126,愛知県,アイチケン,Aichi,,,,名古屋市,ナゴヤシ,Nagoya-shi,南区,ミナミク,Minami-ku,1947-04-17,,
231134,愛知県,アイチケン,Aichi,,,,名古屋市,ナゴヤシ,Nagoya-shi,守山区,モリヤマク,Moriyama-ku,1947-04-17,,
231142,愛知県,アイチケン,Aichi,,,,名古屋市,ナゴヤシ,Nagoya-shi,緑区,ミドリク,Midori-ku,1947-04-17,,
231151,愛知県,アイチケン,Aichi,,,,名古屋市,ナゴヤシ,Nagoya-shi,名東区,メイトウク,Meito-ku,1947-04-17,,
231169,愛知県,アイチケン,Aichi,,,,名古屋市,ナゴヤシ,Nagoya-shi,天白区,テンパクク,Tempaku-ku,1947-04-17,,
232017,愛知県,アイチケン,Aichi,,,,豊橋市,トヨハシシ,Toyohashi-shi,,,,1947-04-17,,
232025,愛知県,アイチケン,Aichi,,,,岡崎市,オカザキシ,Okazaki-shi,,,,1947-04-17,,
232033,愛知県,アイチケン,Aichi,,,,一宮市,イチノミヤシ,Ichinomiya-shi,,,,1947-04-17,,
232041,愛知県,アイチケン,Aichi,,,,瀬戸市,セトシ,Seto-shi,,,,1947-04-17,,
232050,愛知県,アイチケン,Aichi,,,,半田市,ハンダシ,Handa-shi,,,,1947-04-17,,
232068,愛知県,アイチケン,Aichi,,,,春日井市,カスガイシ,Kasugai-shi,,,,1947-04-17,,
232076,愛知県,アイチケン,Aichi,,,,豊川市,トヨカワシ,Toyokawa-shi,,,,1947-04-17,,
232084,愛知県,アイチケン,Aichi,,,,津島市,ツシマシ,Tsushima-shi,,,,1947-04-17,,
232092,愛知県,アイチケン,Aichi,,,,碧南市,ヘキナンシ,Hekinan-shi,,,,1947-04-17,,
232106,愛知県,アイチケン,Aichi,,,,刈谷市,カリヤシ,Kariya-shi,,,,1947-04-17,,
232114,愛知県,アイチケン,Aichi,,,,豊田市,トヨタシ,Toyota-shi,,,,1947-04-17,,
232122,愛知県,アイチケン,Aichi,,,,安城市,アンジョウシ,Anjo-shi,,,,1947-04-17,,
232131,愛知県,アイチケン,Aichi,,,,西尾市,ニシオシ,Nishio-shi,,,,1947-04-17,,
232149,愛知県,アイチケン,Aichi,,,,蒲郡市,ガマゴオリシ,Gamagori-shi,,,,1947-04-17,,
232157,愛知県,アイチケン,Aichi,,,,犬山市,イヌヤマシ,Inuyama-shi,,,,1947-04-17,,
232165,愛知県,アイチケン,Aichi,,,,常滑市,トコナメシ,Tokoname-shi,,,,1947-04-17,,
232173,愛知県,アイチケン,Aichi,,,,江南市,コウナンシ,Konan-shi,,,,1947-04-17,,
232190,愛知県,アイチケン,Aichi,,,,小牧市,コマキシ,Komaki-shi,,,,1947-04-17,,
232203,愛知県,アイチケン,Aichi,,,,稲沢市,イナザワシ,Inazawa-shi,,,,1947-04-17,,
232211,愛知県,アイチケン,Aichi,,,,新城市,シンシロシ,Shinshiro-shi,,,,1947-04-17,,
232220,愛知県,アイチケン,Aichi,,,,東海市,トウカイシ,Tokai-shi,,,,1947-04-17,,
232238,愛知県,アイチケン,Aichi,,,,大府市,オオブシ,Obu-shi,,,,1947-04-17,,
232246,愛知県,アイチケン,Aichi,,,,知多市,チタシ,Chita-shi,,,,1947-04-17,,
232254,愛知県,アイチケン,Aichi,,,,知立市,チリュウシ,Chiryu-shi,,,,1947-04-17,,
232262,愛知県,アイチケン,Aichi,,,,尾張旭市,オワリアサヒシ,Owariasahi-shi,,,,1947-04-17,,
232271,愛知県,アイチケン,Aichi,,,,高浜市,タカハマシ,Takahama-shi,,,,1947-04-17,,
232289,愛知県,アイチケン,Aichi,,,,岩倉市,イワクラシ,Iwakura-shi,,,,1947-04-17,,
232297,愛知県,アイチケン,Aichi,,,,豊明市,トヨアケシ,Toyoake-shi,,,,1947-04-17,,
232301,愛知県,アイチケン,Aichi,,,,日進市,ニッシンシ,Nisshin-shi,,,,1947-04-17,,
232319,愛知県,アイチケン,Aichi,,,,田原市,タハラシ,Tahara-shi,,,,1947-04-17,,
232327,愛知県,アイチケン,Aichi,,,,愛西市,アイサイシ,Aisai-shi,,,,1947-04-17,,
232335,愛知県,アイチケン,Aichi,,,,清須市,キヨスシ,Kiyosu-shi,,,,1947-04-17,,
232343,愛知県,アイチケン,Aichi,,,,北名古屋市,キタナゴヤシ,Kitanagoya-shi,,,,1947-04-17,,
232351,愛知県,アイチケン,Aichi,,,,弥富市,ヤトミシ,Yatomi-shi,,,,1947-04-17,,
232360,愛知県,アイチケン,Aichi,,,,みよし市,ミヨシシ,Miyoshi-shi,,,,1947-04-17,,
232378,愛知県,アイチケン,Aichi,,,,あま市,アマシ,Ama-shi,,,,1947-04-17,,
232386,愛知県,アイチケン,Aichi,,,,長久手市,ナガクテシ,Nagakute-shi,,,,1947-04-17,,
233021,愛知県,アイチケン,Aichi,愛知郡,アイチグン,Aichi-gun,東郷町,トウゴウチョウ,Togo-cho,,,,1947-04-17,,
233421,愛知県,アイチケン,Aichi,西春日井郡,ニシカスガイグン,Nishikasugai-gun,豊山町,トヨヤマチョウ,Toyoyama-cho,,,,1947-04-17,,
233617,愛知県,アイチケン,Aichi,丹羽郡,ニワグン,Niwa-gun,大口町,オオグチチョウ,Oguchi-cho,,,,1947-04-17,,
233625,愛知県,アイチケン,Aichi,丹羽郡,ニワグン,Niwa-gun,扶桑町,フソウチョウ,Fuso-cho,,,,1947-04-17,,
234249,愛知県,アイチケン,Aichi,海部郡,アマグン,Ama-gun,大治町,オオハルチョウ,Oharu-cho,,,,1947-04-17,,
234257,愛知県,アイチケン,Aichi,海部郡,アマグン,Ama-gun,蟹江町,カニエチョウ,Kanie-cho,,,,1947-04-17,,
234273,愛知県,アイチケン,Aichi,海部郡,アマグン,Ama-gun,飛島村,トビシマムラ,Tobishima-mura,,,,1947-04-17,,
234419,愛知県,アイチケン,Aichi,知多郡,チタグン,Chita-gun,阿久比町,アグイチョウ,Agui-cho,,,,1947-04-17,,
234427,愛知県,アイチケン,Aichi,知多郡,チタグン,Chita-gun,東浦町,ヒガシウラチョウ,Higashiura-cho,,,,1947-04-17,,
234451,愛知県,アイチケン,Aichi,知多郡,チタグン,Chita-gun,南知多町,ミナミチタチョウ,Minamichita-cho,,,,1947-04-17,,
234460,愛知県,アイチケン,Aichi,知多郡,チタグン,Chita-gun,美浜町,ミハマチョウ,Mihama-cho,,,,1947-04-17,,
234478,愛知県,アイチケン,Aichi,知多郡,チタグン,Chita-gun,武豊町,タケトヨチョウ,Taketoyo-cho,,,,1947-04-17,,
235016,愛知県,アイチケン,Aichi,額田郡,ヌカタグン,Nukata-gun,幸田町,コウタチョウ,Kota-cho,,,,1947-04-17,,
235610,愛知県,アイチケン,Aichi,北設楽郡,キタシタラグン,Kitashitara-gun,設楽町,シタラチョウ,Shitara-cho,,,,1947-04-17,,
235628,愛知県,アイチケン,Aichi,北設楽郡,キタシタラグン,Kitashitara-gun,東栄町,トウエイチョウ,Toei-cho,,,,1947-04-17,,
235636,愛知県,アイチケン,Aichi,北設楽郡,キタシタラグン,Kitashitara-gun,豊根村,トヨネムラ,Toyone-mura,,,,1947-04-17,,
