全国地方公共団体コード,都道府県名,都道府県名_カナ,都道府県名_英字,郡名,郡名_カナ,郡名_英字,市区町村名,市区町村名_カナ,市区町村名_英字,政令市区名,政令市区名_カナ,政令市区名_英字,効力発生日,廃止日,備考
052019,秋田県,アキタケン,Akita,,,,秋田市,アキタシ,Akita-shi,,,,1947-04-17,,
052027,秋田県,アキタケン,Akita,,,,能代市,ノシロシ,Noshiro-shi,,,,1947-04-17,,
052035,秋田県,アキタケン,Akita,,,,横手市,ヨコテシ,Yokote-shi,,,,1947-04-17,,
052043,秋田県,アキタケン,Akita,,,,大館市,オオダテシ,Odate-shi,,,,1947-04-17,,
052060,秋田県,アキタケン,Akita,,,,男鹿市,オガシ,Oga-shi,,,,1947-04-17,,
052078,秋田県,アキタケン,Akita,,,,湯沢市,ユザワシ,Yuzawa-shi,,,,1947-04-17,,
052094,秋田県,アキタケン,Akita,,,,鹿角市,カヅノシ,Kazuno-shi,,,,1947-04-17,,
052108,秋田県,アキタケン,Akita,,,,由利本荘市,ユリホンジョウシ,Yurihonjo-shi,,,,1947-04-17,,
052116,秋田県,アキタケン,Akita,,,,潟上市,カタガミシ,Katagami-shi,,,,1947-04-17,,
052124,秋田県,アキタケン,Akita,,,,大仙市,ダイセンシ,Daisen-shi,,,,1947-04-17,,
052132,秋田県,アキタケン,Akita,,,,北秋田市,キタアキタシ,Kitaakita-shi,,,,1947-04-17,,
052141,秋田県,アキタケン,Akita,,,,にかほ市,ニカホシ,Nikaho-shi,,,,1947-04-17,,
052159,秋田県,アキタケン,Akita,,,,仙北市,センボクシ,Semboku-shi,,,,1947-04-17,,
053031,秋田県,アキタケン,Akita,鹿角郡,カヅノグン,Kazuno-gun,小坂町,コサカマチ,Kosaka-machi,,,,1947-04-17,,
053279,秋田県,アキタケン,Akita,北秋田郡,キタアキタグン,Kitaakita-gun,上小阿仁村,カミコアニムラ,Kamikoani-mura,,,,1947-04-17,,
053465,秋田県,アキタケン,Akita,山本郡,ヤマモトグン,Yamamoto-gun,藤里町,フジサトマチ,Fujisato-machi,,,,1947-04-17,,
053481,秋田県,アキタケン,Akita,山本郡,ヤマモトグン,Yamamoto-gun,三種町,ミタネチョウ,Mitane-cho,,,,1947-04-17,,
053490,秋田県,アキタケン,Akita,山本郡,ヤマモトグン,Yamamoto-gun,八峰町,ハッポウチョウ,Happo-cho,,,,1947-04-17,,
053619,秋田県,アキタケン,Akita,南秋田郡,ミナミアキタグン,Minamiakita-gun,五城目町,ゴジョウメマチ,Gojome-machi,,,,1947-04-17,,
053635,秋田県,アキタケン,Akita,南秋田郡,ミナミアキタグン,Minamiakita-gun,八郎潟町,ハチロウガタマチ,Hachirogata-machi,,,,1947-04-17,,
053660,秋田県,アキタケン,Akita,南秋田郡,ミナミアキタグン,Minamiakita-gun,井川町,イカワマチ,Ikawa-machi,,,,1947-04-17,,
053686,秋田県,アキタケン,Akita,南秋田郡,ミナミアキタグン,Minamiakita-gun,大潟村,オオガタムラ,Ogata-mura,,,,1947-04-17,,
054348,秋田県,アキタケン,Akita,仙北郡,センボクグン,Semboku-gun,美郷町,ミサトチョウ,Misato-cho,,,,1947-04-17,,
054631,秋田県,アキタケン,Akita,雄勝郡,オガチグン,Ogachi-gun,羽後町,ウゴマチ,Ugo-machi,,,,1947-04-17,,
054640,秋田県,アキタケン,Akita,雄勝郡,オガチグン,Ogachi-gun,東成瀬村,ヒガシナルセムラ,Higashinaruse-mura,,,,1947-04-17,,
