全国地方公共団体コード,都道府県名,都道府県名_カナ,都道府県名_英字,郡名,郡名_カナ,郡名_英字,市区町村名,市区町村名_カナ,市区町村名_英字,政令市区名,政令市区名_カナ,政令市区名_英字,効力発生日,廃止日,備考
121002,千葉県,チバケン,Chiba,,,,千葉市,チバシ,Chiba-shi,,,,1947-04-17,,
121011,千葉県,チバケン,Chiba,,,,千葉市,チバシ,Chiba-shi,中央区,チュウオウク,Chuo-ku,1947-04-17,,
121029,千葉県,チバケン,Chiba,,,,千葉市,チバシ,Chiba-shi,花見川区,ハナミガワク,Hanamigawa-ku,1947-04-17,,
121037,千葉県,チバケン,Chiba,,,,千葉市,チバシ,Chiba-shi,稲毛区,イナゲク,Inage-ku,1947-04-17,,
121045,千葉県,チバケン,Chiba,,,,千葉市,チバシ,Chiba-shi,若葉区,ワカバク,Wakaba-ku,1947-04-17,,
121053,千葉県,チバケン,Chiba,,,,千葉市,チバシ,Chiba-shi,緑区,ミドリク,Midori-ku,1947-04-17,,
121061,千葉県,チバケン,Chiba,,,,千葉市,チバシ,Chiba-shi,美浜区,ミハマク,Mihama-ku,1947-04-17,,
122025,千葉県,チバケン,Chiba,,,,銚子市,チョウシシ,Choshi-shi,,,,1947-04-17,,
122033,千葉県,チバケン,Chiba,,,,市川市,イチカワシ,Ichikawa-shi,,,,1947-04-17,,
122041,千葉県,チバケン,Chiba,,,,船橋市,フナバシシ,Funabashi-shi,,,,1947-04-17,,
122050,千葉県,チバケン,Chiba,,,,館山市,タテヤマシ,Tateyama-shi,,,,1947-04-17,,
122068,千葉県,チバケン,Chiba,,,,木更津市,キサラヅシ,Kisarazu-shi,,,,1947-04-17,,
122076,千葉県,チバケン,Chiba,,,,松戸市,マツドシ,Matsudo-shi,,,,1947-04-17,,
122084,千葉県,チバケン,Chiba,,,,野田市,ノダシ,Noda-shi,,,,1947-04-17,,
122106,千葉県,チバケン,Chiba,,,,茂原市,モバラシ,Mobara-shi,,,,1947-04-17,,
122114,千葉県,チバケン,Chiba,,,,成田市,ナリタシ,Narita-shi,,,,1947-04-17,,
122122,千葉県,チバケン,Chiba,,,,佐倉市,サクラシ,Sakura-shi,,,,1947-04-17,,
122131,千葉県,チバケン,Chiba,,,,東金市,トウガネシ,Togane-shi,,,,1947-04-17,,
122157,千葉県,チバケン,Chiba,,,,旭市,アサヒシ,Asahi-shi,,,,1947-04-17,,
122165,千葉県,チバケン,Chiba,,,,習志野市,ナラシノシ,Narashino-shi,,,,1947-04-17,,
122173,千葉県,チバケン,Chiba,,,,柏市,カシワシ,Kashiwa-shi,,,,1947-04-17,,
122181,千葉県,チバケン,Chiba,,,,勝浦市,カツウラシ,Katsura-shi,,,,1947-04-17,,
122190,千葉県,チバケン,Chiba,,,,市原市,イチハラシ,Ichihara-shi,,,,1947-04-17,,
122203,千葉県,チバケン,Chiba,,,,流山市,ナガレヤマシ,Nagareyama-shi,,,,1947-04-17,,
122211,千葉県,チバケン,Chiba,,,,八千代市,ヤチヨシ,Yachiyo-shi,,,,1947-04-17,,
122220,千葉県,チバケン,Chiba,,,,我孫子市,アビコシ,Abiko-shi,,,,1947-04-17,,
122238,千葉県,チバケン,Chiba,,,,鴨川市,カモガワシ,Kamogawa-shi,,,,1947-04-17,,
122246,千葉県,チバケン,Chiba,,,,鎌ケ谷市,カマガヤシ,Kamagaya-shi,,,,1947-04-17,,
122254,千葉県,チバケン,Chiba,,,,君津市,キミツシ,Kimitsu-shi,,,,1947-04-17,,
122262,千葉県,チバケン,Chiba,,,,富津市,フッツシ,Futtsu-shi,,,,1947-04-17,,
122271,千葉県,チバケン,Chiba,,,,浦安市,ウラヤスシ,Urayasu-shi,,,,1947-04-17,,
122289,千葉県,チバケン,Chiba,,,,四街道市,ヨツカイドウシ,Yotsukaido-shi,,,,1947-04-17,,
122297,千葉県,チバケン,Chiba,,,,袖ケ浦市,ソデガウラシ,Sodegaura-shi,,,,1947-04-17,,
122301,千葉県,チバケン,Chiba,,,,八街市,ヤチマタシ,Yachimata-shi,,,,1947-04-17,,
122319,千葉県,チバケン,Chiba,,,,印西市,インザイシ,Inzai-shi,,,,1947-04-17,,
122327,千葉県,チバケン,Chiba,,,,白井市,シロイシ,Shiroi-shi,,,,1947-04-17,,
122335,千葉県,チバケン,Chiba,,,,富里市,トミサトシ,Tomisato-shi,,,,1947-04-17,,
122343,千葉県,チバケン,Chiba,,,,南房総市,ミナミボウソウシ,Minamiboso-shi,,,,1947-04-17,,
122351,千葉県,チバケン,Chiba,,,,匝瑳市,ソウサシ,Sosa-shi,,,,1947-04-17,,
122360,千葉県,チバケン,Chiba,,,,香取市,カトリシ,Katori-shi,,,,1947-04-17,,
122378,千葉県,チバケン,Chiba,,,,山武市,サンムシ,Sammu-shi,,,,1947-04-17,,
122386,千葉県,チバケン,Chiba,,,,いすみ市,イスミシ,Isumi-shi,,,,1947-04-17,,
122394,千葉県,チバケン,Chiba,,,,大網白里市,オオアミシラサトシ,Oamishirasato-shi,,,,1947-04-17,,
123226,千葉県,チバケン,Chiba,印旛郡,インバグン,Imba-gun,酒々井町,シスイマチ,Shisui-machi,,,,1947-04-17,,
123293,千葉県,チバケン,Chiba,印旛郡,インバグン,Imba-gun,栄町,サカエマチ,Sakae-machi,,,,1947-04-17,,
123421,千葉県,チバケン,Chiba,香取郡,カトリグン,Katori-gun,神崎町,コウザキマチ,Kozaki-machi,,,,1947-04-17,,
123471,千葉県,チバケン,Chiba,香取郡,カトリグン,Katori-gun,多古町,タコマチ,Tako-machi,,,,1947-04-17,,
123498,千葉県,チバケン,Chiba,香取郡,カトリグン,Katori-gun,東庄町,トウノショウマチ,Tonosho-machi,,,,1947-04-17,,
124036,千葉県,チバケン,Chiba,山武郡,サンブグン,Sambu-gun,九十九里町,クジュウクリマチ,Kujukuri-machi,,,,1947-04-17,,
124095,千葉県,チバケン,Chiba,山武郡,サンブグン,Sambu-gun,芝山町,シバヤママチ,Shibayama-machi,,,,1947-04-17,,
