全国地方公共団体コード,都道府県名,都道府県名_カナ,都道府県名_英字,郡名,郡名_カナ,郡名_英字,市区町村名,市区町村名_カナ,市区町村名_英字,政令市区名,政令市区名_カナ,政令市区名_英字,効力発生日,廃止日,備考
131016,東京都,トウキョウト,Tokyo,,,,千代田区,チヨダク,Chiyoda-ku,,,,1947-04-17,,
131024,東京都,トウキョウト,Tokyo,,,,中央区,チュウオウク,Chuo-ku,,,,1947-04-17,,
131032,東京都,トウキョウト,Tokyo,,,,港区,ミナトク,Minato-ku,,,,1947-04-17,,
131041,東京都,トウキョウト,Tokyo,,,,新宿区,シンジュクク,Shinjuku-ku,,,,1947-04-17,,
131059,東京都,トウキョウト,Tokyo,,,,文京区,ブンキョウク,Bunkyo-ku,,,,1947-04-17,,
131067,東京都,トウキョウト,Tokyo,,,,台東区,タイトウク,Taito-ku,,,,1947-04-17,,
131075,東京都,トウキョウト,Tokyo,,,,墨田区,スミダク,Sumida-ku,,,,1947-04-17,,
131083,東京都,トウキョウト,Tokyo,,,,江東区,コウトウク,Koto-ku,,,,1947-04-17,,
131091,東京都,トウキョウト,Tokyo,,,,品川区,シナガワク,Shinagawa-ku,,,,1947-04-17,,
131105,東京都,トウキョウト,Tokyo,,,,目黒区,メグロク,Meguro-ku,,,,1947-04-17,,
131113,東京都,トウキョウト,Tokyo,,,,大田区,オオタク,Ota-ku,,,,1947-04-17,,
131121,東京都,トウキョウト,Tokyo,,,,世田谷区,セタガヤク,Setagaya-ku,,,,1947-04-17,,
131130,東京都,トウキョウト,Tokyo,,,,渋谷区,シブヤク,Shibuya-ku,,,,1947-04-17,,
131148,東京都,トウキョウト,Tokyo,,,,中野区,ナカノク,Nakano-ku,,,,1947-04-17,,
131156,東京都,トウキョウト,Tokyo,,,,杉並区,スギナミク,Suginami-ku,,,,1947-04-17,,
131164,東京都,トウキョウト,Tokyo,,,,豊島区,トシマク,Toshima-ku,,,,1947-04-17,,
131172,東京都,トウキョウト,Tokyo,,,,北区,キタク,Kita-ku,,,,1947-04-17,,
131181,東京都,トウキョウト,Tokyo,,,,荒川区,アラカワク,Arakawa-ku,,,,1947-04-17,,
131199,東京都,トウキョウト,Tokyo,,,,板橋区,イタバシク,Itabashi-ku,,,,1947-04-17,,
131202,東京都,トウキョウト,Tokyo,,,,練馬区,ネリマク,Nerima-ku,,,,1947-04-17,,
131211,東京都,トウキョウト,Tokyo,,,,足立区,アダチク,Adachi-ku,,,,1947-04-17,,
131229,東京都,トウキョウト,Tokyo,,,,葛飾区,カツシカク,Katsushika-ku,,,,1947-04-17,,
131237,東京都,トウキョウト,Tokyo,,,,江戸川区,エドガワク,Edogawa-ku,,,,1947-04-17,,
132012,東京都,トウキョウト,Tokyo,,,,八王子市,ハチオウジシ,Hachioji-shi,,,,1947-04-17,,
132021,東京都,トウキョウト,Tokyo,,,,立川市,タチカワシ,Tachikawa-shi,,,,1947-04-17,,
132039,東京都,トウキョウト,Tokyo,,,,武蔵野市,ムサシノシ,Musashino-shi,,,,1947-04-17,,
132047,東京都,トウキョウト,Tokyo,,,,三鷹市,ミタカシ,Mitaka-shi,,,,1947-04-17,,
132055,東京都,トウキョウト,Tokyo,,,,青梅市,オウメシ,Ome-shi,,,,1947-04-17,,
132063,東京都,トウキョウト,Tokyo,,,,府中市,フチュウシ,Fuchu-shi,,,,1947-04-17,,
132071,東京都,トウキョウト,Tokyo,,,,昭島市,アキシマシ,Akishima-shi,,,,1947-04-17,,
132080,東京都,トウキョウト,Tokyo,,,,調布市,チョウフシ,Chofu-shi,,,,1947-04-17,,
132098,東京都,トウキョウト,Tokyo,,,,町田市,マチダシ,Machida-shi,,,,1947-04-17,,
132101,東京都,トウキョウト,Tokyo,,,,小金井市,コガネイシ,Koganei-shi,,,,1947-04-17,,
132110,東京都,トウキョウト,Tokyo,,,,小平市,コダイラシ,Kodaira-shi,,,,1947-04-17,,
132128,東京都,トウキョウト,Tokyo,,,,日野市,ヒノシ,Hino-shi,,,,1947-04-17,,
132136,東京都,トウキョウト,Tokyo,,,,東村山市,ヒガシムラヤマシ,Higashimurayama-shi,,,,1947-04-17,,
132144,東京都,トウキョウト,Tokyo,,,,国分寺市,コクブンジシ,Kokubunji-shi,,,,1947-04-17,,
132152,東京都,トウキョウト,Tokyo,,,,国立市,クニタチシ,Kunitachi-shi,,,,1947-04-17,,
132187,東京都,トウキョウト,Tokyo,,,,福生市,フッサシ,Fussa-shi,,,,1947-04-17,,
132195,東京都,トウキョウト,Tokyo,,,,狛江市,コマエシ,Komae-shi,,,,1947-04-17,,
132209,東京都,トウキョウト,Tokyo,,,,東大和市,ヒガシヤマトシ,Higashiyamato-shi,,,,1947-04-17,,
132217,東京都,トウキョウト,Tokyo,,,,清瀬市,キヨセシ,Kiyose-shi,,,,1947-04-17,,
132225,東京都,トウキョウト,Tokyo,,,,東久留米市,ヒガシクルメシ,Higashikurume-shi,,,,1947-04-17,,
132233,東京都,トウキョウト,Tokyo,,,,武蔵村山市,ムサシムラヤマシ,Musashimurayama-shi,,,,1947-04-17,,
132241,東京都,トウキョウト,Tokyo,,,,多摩市,タマシ,Tama-shi,,,,1947-04-17,,
132250,東京都,トウキョウト,Tokyo,,,,稲城市,イナギシ,Inagi-shi,,,,1947-04-17,,
132276,東京都,トウキョウト,Tokyo,,,,羽村市,ハムラシ,Hamura-shi,,,,1947-04-17,,
132284,東京都,トウキョウト,Tokyo,,,,あきる野市,アキルノシ,Akiruno-shi,,,,1947-04-17,,
132292,東京都,トウキョウト,Tokyo,,,,西東京市,ニシトウキョウシ,Nishitokyo-shi,,,,1947-04-17,,
133035,東京都,トウキョウト,Tokyo,西多摩郡,ニシタマグン,Nishitama-gun,瑞穂町,ミズホマチ,Mizuho-machi,,,,1947-04-17,,
133051,東京都,トウキョウト,Tokyo,西多摩郡,ニシタマグン,Nishitama-gun,日の出町,ヒノデマチ,Hinode-machi,,,,1947-04-17,,
133078,東京都,トウキョウト,Tokyo,西多摩郡,ニシタマグン,Nishitama-gun,檜原村,ヒノハラムラ,Hinohara-mura,,,,1947-04-17,,
133086,東京都,トウキョウト,Tokyo,西多摩郡,ニシタマグン,Nishitama-gun,奥多摩町,オクタママチ,Okutama-machi,,,,1947-04-17,,
133612,東京都,トウキョウト,Tokyo,,,,大島町,オオシママチ,Oshima-machi,,,,1947-04-17,,
133621,東京都,トウキョウト,Tokyo,,,,利島村,トシマムラ,Toshima-mura,,,,1947-04-17,,
133639,東京都,トウキョウト,Tokyo,,,,新島村,ニイジマムラ,Niijima-mura,,,,1947-04-17,,
133647,東京都,トウキョウト,Tokyo,,,,神津島村,コウヅシマムラ,Kozushima-mura,,,,1947-04-17,,
133817,東京都,トウキョウト,Tokyo,,,,三宅村,ミヤケムラ,Miyakejima Miyake-mura,,,,1947-04-17,,
133825,東京都,トウキョウト,Tokyo,,,,御蔵島村,ミクラジマムラ,Mikurajima-mura,,,,1947-04-17,,
134015,東京都,トウキョウト,Tokyo,,,,八丈町,ハチジョウマチ,Hachijojima Hachijo-machi,,,,1947-04-17,,
134023,東京都,トウキョウト,Tokyo,,,,青ヶ島村,アオガシマムラ,Aogashima-mura,,,,1947-04-17,,
134210,東京都,トウキョウト,Tokyo,,,,小笠原村,オガサワラムラ,Ogasawara-mura,,,,1947-04-17,,
