全国地方公共団体コード,都道府県名,都道府県名_カナ,都道府県名_英字,郡名,郡名_カナ,郡名_英字,市区町村名,市区町村名_カナ,市区町村名_英字,政令市区名,政令市区名_カナ,政令市区名_英字,効力発生日,廃止日,備考
312011,鳥取県,トットリケン,Tottori,,,,鳥取市,トットリシ,Tottori-shi,,,,1947-04-17,,
312029,鳥取県,トットリケン,Tottori,,,,米子市,ヨナゴシ,Yonago-shi,,,,1947-04-17,,
312037,鳥取県,トットリケン,Tottori,,,,倉吉市,クラヨシシ,Kurayoshi-shi,,,,1947-04-17,,
312045,鳥取県,トットリケン,Tottori,,,,境港市,サカイミナトシ,Sakaiminato-shi,,,,1947-04-17,,
313025,鳥取県,トットリケン,Tottori,岩美郡,イワミグン,Iwami-gun,岩美町,イワミチョウ,Iwami-cho,,,,1947-04-17,,
313254,鳥取県,トットリケン,Tottori,八頭郡,ヤズグン,Yazu-gun,若桜町,ワカサチョウ,Wakasa-cho,,,,1947-04-17,,
313289,鳥取県,トットリケン,Tottori,八頭郡,ヤズグン,Yazu-gun,智頭町,チヅチョウ,Chizu-cho,,,,1947-04-17,,
313297,鳥取県,トットリケン,Tottori,八頭郡,ヤズグン,Yazu-gun,八頭町,ヤズチョウ,Yazu-cho,,,,1947-04-17,,
313645,鳥取県,トットリケン,Tottori,東伯郡,トウハクグン,Tohaku-gun,三朝町,ミササチョウ,Misasa-cho,,,,1947-04-17,,
313700,鳥取県,トットリケン,Tottori,東伯郡,トウハクグン,Tohaku-gun,湯梨浜町,ユリハマチョウ,Yurihama-cho,,,,1947-04-17,,
313718,鳥取県,トットリケン,Tottori,東伯郡,トウハクグン,Tohaku-gun,琴浦町,コトウラチョウ,Kotora-cho,,,,1947-04-17,,
313726,鳥取県,トットリケン,Tottori,東伯郡,トウハクグン,Tohaku-gun,北栄町,ホクエイチョウ,Hokuei-cho,,,,1947-04-17,,
313840,鳥取県,トットリケン,Tottori,西伯郡,サイハクグン,Saihaku-gun,日吉津村,ヒエヅソン,Hiezu-son,,,,1947-04-17,,
313866,鳥取県,トットリケン,Tottori,西伯郡,サイハクグン,Saihaku-gun,大山町,ダイセンチョウ,Daisen-cho,,,,1947-04-17,,
313891,鳥取県,トットリケン,Tottori,西伯郡,サイハクグン,Saihaku-gun,南部町,ナンブチョウ,Nambu-cho,,,,1947-04-17,,
313904,鳥取県,トットリケン,Tottori,西伯郡,サイハクグン,Saihaku-gun,伯耆町,ホウキチョウ,Hoki-cho,,,,1947-04-17,,
314013,鳥取県,トットリケン,Tottori,日野郡,ヒノグン,Hino-gun,日南町,ニチナンチョウ,Nichinan-cho,,,,1947-04-17,,
314021,鳥取県,トットリケン,Tottori,日野郡,ヒノグン,Hino-gun,日野町,ヒノチョウ,Hino-cho,,,,1947-04-17,,
314030,鳥取県,トットリケン,Tottori,日野郡,ヒノグン,Hino-gun,江府町,コウフチョウ,Kofu-cho,,,,1947-04-17,,
