全国地方公共団体コード,都道府県名,都道府県名_カナ,都道府県名_英字,郡名,郡名_カナ,郡名_英字,市区町村名,市区町村名_カナ,市区町村名_英字,政令市区名,政令市区名_カナ,政令市区名_英字,効力発生日,廃止日,備考
392014,高知県,コウチケン,Kochi,,,,高知市,コウチシ,Kochi-shi,,,,1947-04-17,,
392022,高知県,コウチケン,Kochi,,,,室戸市,ムロトシ,Muroto-shi,,,,1947-04-17,,
392031,高知県,コウチケン,Kochi,,,,安芸市,アキシ,Aki-shi,,,,1947-04-17,,
392049,高知県,コウチケン,Kochi,,,,南国市,ナンコクシ,Nankoku-shi,,,,1947-04-17,,
392057,高知県,コウチケン,Kochi,,,,土佐市,トサシ,Tosa-shi,,,,1947-04-17,,
392065,高知県,コウチケン,Kochi,,,,須崎市,スサキシ,Susaki-shi,,,,1947-04-17,,
392081,高知県,コウチケン,Kochi,,,,宿毛市,スクモシ,Sukumo-shi,,,,1947-04-17,,
392090,高知県,コウチケン,Kochi,,,,土佐清水市,トサシミズシ,Tosashimizu-shi,,,,1947-04-17,,
392103,高知県,コウチケン,Kochi,,,,四万十市,シマントシ,Shimanto-shi,,,,1947-04-17,,
392111,高知県,コウチケン,Kochi,,,,香南市,コウナンシ,Konan-shi,,,,1947-04-17,,
392120,高知県,コウチケン,Kochi,,,,香美市,カミシ,Kami-shi,,,,1947-04-17,,
393011,高知県,コウチケン,Kochi,安芸郡,アキグン,Aki-gun,東洋町,トウヨウチョウ,Toyo-cho,,,,1947-04-17,,
393029,高知県,コウチケン,Kochi,安芸郡,アキグン,Aki-gun,奈半利町,ナハリチョウ,Nahari-cho,,,,1947-04-17,,
393037,高知県,コウチケン,Kochi,安芸郡,アキグン,Aki-gun,田野町,タノチョウ,Tano-cho,,,,1947-04-17,,
393045,高知県,コウチケン,Kochi,安芸郡,アキグン,Aki-gun,安田町,ヤスダチョウ,Yasuda-cho,,,,1947-04-17,,
393053,高知県,コウチケン,Kochi,安芸郡,アキグン,Aki-gun,北川村,キタガワムラ,Kitagawa-mura,,,,1947-04-17,,
393061,高知県,コウチケン,Kochi,安芸郡,アキグン,Aki-gun,馬路村,ウマジムラ,Umaji-mura,,,,1947-04-17,,
393070,高知県,コウチケン,Kochi,安芸郡,アキグン,Aki-gun,芸西村,ゲイセイムラ,Geisei-mura,,,,1947-04-17,,
393410,高知県,コウチケン,Kochi,長岡郡,ナガオカグン,Nagaoka-gun,本山町,モトヤマチョウ,Motoyama-cho,,,,1947-04-17,,
393444,高知県,コウチケン,Kochi,長岡郡,ナガオカグン,Nagaoka-gun,大豊町,オオトヨチョウ,Otoyo-cho,,,,1947-04-17,,
393631,高知県,コウチケン,Kochi,土佐郡,トサグン,Tosa-gun,土佐町,トサチョウ,Tosa-cho,,,,1947-04-17,,
393649,高知県,コウチケン,Kochi,土佐郡,トサグン,Tosa-gun,大川村,オオカワムラ,Okawa-mura,,,,1947-04-17,,
393860,高知県,コウチケン,Kochi,吾川郡,アガワグン,Agawa-gun,いの町,イノチョウ,Ino-cho,,,,1947-04-17,,
393878,高知県,コウチケン,Kochi,吾川郡,アガワグン,Agawa-gun,仁淀川町,ニヨドガワチョウ,Niyodogawa-cho,,,,1947-04-17,,
394017,高知県,コウチケン,Kochi,高岡郡,タカオカグン,Takaoka-gun,中土佐町,ナカトサチョウ,Nakatosa-cho,,,,1947-04-17,,
394025,高知県,コウチケン,Kochi,高岡郡,タカオカグン,Takaoka-gun,佐川町,サカワチョウ,Sakawa-cho,,,,1947-04-17,,
394033,高知県,コウチケン,Kochi,高岡郡,タカオカグン,Takaoka-gun,越知町,オチチョウ,Ochi-cho,,,,1947-04-17,,
394050,高知県,コウチケン,Kochi,高岡郡,タカオカグン,Takaoka-gun,檮原町,ユスハラチョウ,Yusuhara-cho,,,,1947-04-17,,
394106,高知県,コウチケン,Kochi,高岡郡,タカオカグン,Takaoka-gun,日高村,ヒダカムラ,Hidaka-mura,,,,1947-04-17,,
394114,高知県,コウチケン,Kochi,高岡郡,タカオカグン,Takaoka-gun,津野町,ツノチョウ,Tsuno-cho,,,,1947-04-17,,
394122,高知県,コウチケン,Kochi,高岡郡,タカオカグン,Takaoka-gun,四万十町,シマントチョウ,Shimanto-cho,,,,1947-04-17,,
394246,高知県,コウチケン,Kochi,幡多郡,ハタグン,Hata-gun,大月町,オオツキチョウ,Otsuki-cho,,,,1947-04-17,,
394271,高知県,コウチケン,Kochi,幡多郡,ハタグン,Hata-gun,三原村,ミハラムラ,Mihara-mura,,,,1947-04-17,,
394289,高知県,コウチケン,Kochi,幡多郡,ハタグン,Hata-gun,黒潮町,クロシオチョウ,Kuroshio-cho,,,,1947-04-17,,
