全国地方公共団体コード,都道府県名,都道府県名_カナ,都道府県名_英字,郡名,郡名_カナ,郡名_英字,市区町村名,市区町村名_カナ,市区町村名_英字,政令市区名,政令市区名_カナ,政令市区名_英字,効力発生日,廃止日,備考
302015,和歌山県,ワカヤマケン,Wakayama,,,,和歌山市,ワカヤマシ,Wakayama-shi,,,,1947-04-17,,
302023,和歌山県,ワカヤマケン,Wakayama,,,,海南市,カイナンシ,Kainan-shi,,,,1947-04-17,,
302031,和歌山県,ワカヤマケン,Wakayama,,,,橋本市,ハシモトシ,Hashimoto-shi,,,,1947-04-17,,
302040,和歌山県,ワカヤマケン,Wakayama,,,,有田市,アリダシ,Arida-shi,,,,1947-04-17,,
302058,和歌山県,ワカヤマケン,Wakayama,,,,御坊市,ゴボウシ,Gobo-shi,,,,1947-04-17,,
302066,和歌山県,ワカヤマケン,Wakayama,,,,田辺市,タナベシ,Tanabe-shi,,,,1947-04-17,,
302074,和歌山県,ワカヤマケン,Wakayama,,,,新宮市,シングウシ,Shingu-shi,,,,1947-04-17,,
302082,和歌山県,ワカヤマケン,Wakayama,,,,紀の川市,キノカワシ,Kinokawa-shi,,,,1947-04-17,,
302091,和歌山県,ワカヤマケン,Wakayama,,,,岩出市,イワデシ,Iwade-shi,,,,1947-04-17,,
303046,和歌山県,ワカヤマケン,Wakayama,海草郡,カイソウグン,Kaiso-gun,紀美野町,キミノチョウ,Kimino-cho,,,,1947-04-17,,
303411,和歌山県,ワカヤマケン,Wakayama,伊都郡,イトグン,Ito-gun,かつらぎ町,カツラギチョウ,Katsuragi-cho,,,,1947-04-17,,
303437,和歌山県,ワカヤマケン,Wakayama,伊都郡,イトグン,Ito-gun,九度山町,クドヤマチョウ,Kudoyama-cho,,,,1947-04-17,,
303445,和歌山県,ワカヤマケン,Wakayama,伊都郡,イトグン,Ito-gun,高野町,コウヤチョウ,Koya-cho,,,,1947-04-17,,
303615,和歌山県,ワカヤマケン,Wakayama,有田郡,アリダグン,Arida-gun,湯浅町,ユアサチョウ,Yuasa-cho,,,,1947-04-17,,
303623,和歌山県,ワカヤマケン,Wakayama,有田郡,アリダグン,Arida-gun,広川町,ヒロガワチョウ,Hirogawa-cho,,,,1947-04-17,,
303666,和歌山県,ワカヤマケン,Wakayama,有田郡,アリダグン,Arida-gun,有田川町,アリダガワチョウ,Aridagawa-cho,,,,1947-04-17,,
303810,和歌山県,ワカヤマケン,Wakayama,日高郡,ヒダカグン,Hidaka-gun,美浜町,ミハマチョウ,Mihama-cho,,,,1947-04-17,,
303828,和歌山県,ワカヤマケン,Wakayama,日高郡,ヒダカグン,Hidaka-gun,日高町,ヒダカチョウ,Hidaka-cho,,,,1947-04-17,,
303836,和歌山県,ワカヤマケン,Wakayama,日高郡,ヒダカグン,Hidaka-gun,由良町,ユラチョウ,Yura-cho,,,,1947-04-17,,
303909,和歌山県,ワカヤマケン,Wakayama,日高郡,ヒダカグン,Hidaka-gun,印南町,イナミチョウ,Inami-cho,,,,1947-04-17,,
303917,和歌山県,ワカヤマケン,Wakayama,日高郡,ヒダカグン,Hidaka-gun,みなべ町,ミナベチョウ,Minabe-cho,,,,1947-04-17,,
303925,和歌山県,ワカヤマケン,Wakayama,日高郡,ヒダカグン,Hidaka-gun,日高川町,ヒダカガワチョウ,Hidakagawa-cho,,,,1947-04-17,,
304018,和歌山県,ワカヤマケン,Wakayama,西牟婁郡,ニシムログン,Nishimuro-gun,白浜町,シラハマチョウ,Shirahama-cho,,,,1947-04-17,,
304042,和歌山県,ワカヤマケン,Wakayama,西牟婁郡,ニシムログン,Nishimuro-gun,上富田町,カミトンダチョウ,Kamitonda-cho,,,,1947-04-17,,
304069,和歌山県,ワカヤマケン,Wakayama,西牟婁郡,ニシムログン,Nishimuro-gun,すさみ町,スサミチョウ,Susami-cho,,,,1947-04-17,,
304212,和歌山県,ワカヤマケン,Wakayama,東牟婁郡,ヒガシムログン,Higashimuro-gun,那智勝浦町,ナチカツウラチョウ,Nachikatsura-cho,,,,1947-04-17,,
304221,和歌山県,ワカヤマケン,Wakayama,東牟婁郡,ヒガシムログン,Higashimuro-gun,太地町,タイジチョウ,Taiji-cho,,,,1947-04-17,,
304247,和歌山県,ワカヤマケン,Wakayama,東牟婁郡,ヒガシムログン,Higashimuro-gun,古座川町,コザガワチョウ,Kozagawa-cho,,,,1947-04-17,,
304271,和歌山県,ワカヤマケン,Wakayama,東牟婁郡,ヒガシムログン,Higashimuro-gun,北山村,キタヤマムラ,Kitayama-mura,,,,1947-04-17,,
304280,和歌山県,ワカヤマケン,Wakayama,東牟婁郡,ヒガシムログン,Higashimuro-gun,串本町,クシモトチョウ,Kushimoto-cho,,,,1947-04-17,,
