全国地方公共団体コード,都道府県名,都道府県名_カナ,都道府県名_英字,郡名,郡名_カナ,郡名_英字,市区町村名,市区町村名_カナ,市区町村名_英字,政令市区名,政令市区名_カナ,政令市区名_英字,効力発生日,廃止日,備考
073687,福島県,フクシマケン,Fukushima,南会津郡,ミナミアイヅグン,Minamiaizu-gun,南会津町,ミナミアイヅマチ,Minamiaizu-machi,,,,1947-04-17,,
074021,福島県,フクシマケン,Fukushima,耶麻郡,ヤマグン,Yama-gun,北塩原村,キタシオバラムラ,Kitashiobara-mura,,,,1947-04-17,,
074055,福島県,フクシマケン,Fukushima,耶麻郡,ヤマグン,Yama-gun,西会津町,ニシアイヅマチ,Nishiaizu-machi,,,,1947-04-17,,
074071,福島県,フクシマケン,Fukushima,耶麻郡,ヤマグン,Yama-gun,磐梯町,バンダイマチ,Bandai-machi,,,,1947-04-17,,
074080,福島県,フクシマケン,Fukushima,耶麻郡,ヤマグン,Yama-gun,猪苗代町,イナワシロマチ,Inawashiro-machi,,,,1947-04-17,,
074217,福島県,フクシマケン,Fukushima,河沼郡,カワヌマグン,Kawanuma-gun,会津坂下町,アイヅバンゲマチ,Aizubange-machi,,,,1947-04-17,,
074225,福島県,フクシマケン,Fukushima,河沼郡,カワヌマグン,Kawanuma-gun,湯川村,ユガワムラ,Yugawa-mura,,,,1947-04-17,,
074233,福島県,フクシマケン,Fukushima,河沼郡,カワヌマグン,Kawanuma-gun,柳津町,ヤナイヅマチ,Yanaizu-machi,,,,1947-04-17,,
074446,福島県,フクシマケン,Fukushima,大沼郡,オオヌマグン,Onuma-gun,三島町,ミシママチ,Mishima-machi,,,,1947-04-17,,
074454,福島県,フクシマケン,Fukushima,大沼郡,オオヌマグン,Onuma-gun,金山町,カネヤママチ,Kaneyama-machi,,,,1947-04-17,,
074462,福島県,フクシマケン,Fukushima,大沼郡,オオヌマグン,Onuma-gun,昭和村,ショウワムラ,Showa-mura,,,,1947-04-17,,
074471,福島県,フクシマケン,Fukushima,大沼郡,オオヌマグン,Onuma-gun,会津美里町,アイヅミサトマチ,Aizumisato-machi,,,,1947-04-17,,
074616,福島県,フクシマケン,Fukushima,西白河郡,ニシシラカワグン,Nishishirakawa-gun,西郷村,ニシゴウムラ,Nishigo-mura,,,,1947-04-17,,
074641,福島県,フクシマケン,Fukushima,西白河郡,ニシシラカワグン,Nishishirakawa-gun,泉崎村,イズミザキムラ,Izumizaki-mura,,,,1947-04-17,,
074659,福島県,フクシマケン,Fukushima,西白河郡,ニシシラカワグン,Nishishirakawa-gun,中島村,ナカジマムラ,Nakajima-mura,,,,1947-04-17,,
074667,福島県,フクシマケン,Fukushima,西白河郡,ニシシラカワグン,Nishishirakawa-gun,矢吹町,ヤブキマチ,Yabuki-machi,,,,1947-04-17,,
074811,福島県,フクシマケン,Fukushima,東白川郡,ヒガシシラカワグン,Higashishirakawa-gun,棚倉町,タナグラマチ,Tanagura-machi,,,,1947-04-17,,
074829,福島県,フクシマケン,Fukushima,東白川郡,ヒガシシラカワグン,Higashishirakawa-gun,矢祭町,ヤマツリマチ,Yamatsuri-machi,,,,1947-04-17,,
074837,福島県,フクシマケン,Fukushima,東白川郡,ヒガシシラカワグン,Higashishirakawa-gun,塙町,ハナワマチ,Hanawa-machi,,,,1947-04-17,,
074845,福島県,フクシマケン,Fukushima,東白川郡,ヒガシシラカワグン,Higashishirakawa-gun,鮫川村,サメガワムラ,Samegawa-mura,,,,1947-04-17,,
075019,福島県,フクシマケン,Fukushima,石川郡,イシカワグン,Ishikawa-gun,石川町,イシカワマチ,Ishikawa-machi,,,,1947-04-17,,
075027,福島県,フクシマケン,Fukushima,石川郡,イシカワグン,Ishikawa-gun,玉川村,タマカワムラ,Tamakawa-mura,,,,1947-04-17,,
075035,福島県,フクシマケン,Fukushima,石川郡,イシカワグン,Ishikawa-gun,平田村,ヒラタムラ,Hirata-mura,,,,1947-04-17,,
075043,福島県,フクシマケン,Fukushima,石川郡,イシカワグン,Ishikawa-gun,浅川町,アサカワマチ,Asakawa-machi,,,,1947-04-17,,
075051,福島県,フクシマケン,Fukushima,石川郡,イシカワグン,Ishikawa-gun,古殿町,フルドノマチ,Furudono-machi,,,,1947-04-17,,
075213,福島県,フクシマケン,Fukushima,田村郡,タムラグン,Tamura-gun,三春町,ミハルマチ,Miharu-machi,,,,1947-04-17,,
075221,福島県,フクシマケン,Fukushima,田村郡,タムラグン,Tamura-gun,小野町,オノマチ,Ono-machi,,,,1947-04-17,,
075418,福島県,フクシマケン,Fukushima,双葉郡,フタバグン,Futaba-gun,広野町,ヒロノマチ,Hirono-machi,,,,1947-04-17,,
075426,福島県,フクシマケン,Fukushima,双葉郡,フタバグン,Futaba-gun,楢葉町,ナラハマチ,Naraha-machi,,,,1947-04-17,,
075434,福島県,フクシマケン,Fukushima,双葉郡,フタバグン,Futaba-gun,富岡町,トミオカマチ,Tomioka-machi,,,,1947-04-17,,
075442,福島県,フクシマケン,Fukushima,双葉郡,フタバグン,Futaba-gun,川内村,カワウチムラ,Kawauchi-mura,,,,1947-04-17,,
075451,福島県,フクシマケン,Fukushima,双葉郡,フタバグン,Futaba-gun,大熊町,オオクママチ,Okuma-machi,,,,1947-04-17,,
075469,福島県,フクシマケン,Fukushima,双葉郡,フタバグン,Futaba-gun,双葉町,フタバマチ,Futaba-machi,,,,1947-04-17,,
075477,福島県,フクシマケン,Fukushima,双葉郡,フタバグン,Futaba-gun,浪江町,ナミエマチ,Namie-machi,,,,1947-04-17,,
075485,福島県,フクシマケン,Fukushima,双葉郡,フタバグン,Futaba-gun,葛尾村,カツラオムラ,Katsurao-mura,,,,1947-04-17,,
075612,福島県,フクシマケン,Fukushima,相馬郡,ソウマグン,Soma-gun,新地町,シンチマチ,Shinchi-machi,,,,1947-04-17,,
075647,福島県,フクシマケン,Fukushima,相馬郡,ソウマグン,Soma-gun,飯舘村,イイタテムラ,Iitate-mura,,,,1947-04-17,,
