全国地方公共団体コード,都道府県名,都道府県名_カナ,都道府県名_英字,郡名,郡名_カナ,郡名_英字,市区町村名,市区町村名_カナ,市区町村名_英字,政令市区名,政令市区名_カナ,政令市区名_英字,効力発生日,廃止日,備考
072010,福島県,フクシマケン,Fukushima,,,,福島市,フクシマシ,Fukushima-shi,,,,1947-04-17,,
072028,福島県,フクシマケン,Fukushima,,,,会津若松市,アイヅワカマツシ,Aizuwakamatsu-shi,,,,1947-04-17,,
072036,福島県,フクシマケン,Fukushima,,,,郡山市,コオリヤマシ,Koriyama-shi,,,,1947-04-17,,
072044,福島県,フクシマケン,Fukushima,,,,いわき市,イワキシ,Iwaki-shi,,,,1947-04-17,,
072052,福島県,フクシマケン,Fukushima,,,,白河市,シラカワシ,Shirakawa-shi,,,,1947-04-17,,
072079,福島県,フクシマケン,Fukushima,,,,須賀川市,スカガワシ,Sukagawa-shi,,,,1947-04-17,,
072087,福島県,フクシマケン,Fukushima,,,,喜多方市,キタカタシ,Kitakata-shi,,,,1947-04-17,,
072095,福島県,フクシマケン,Fukushima,,,,相馬市,ソウマシ,Soma-shi,,,,1947-04-17,,
072109,福島県,フクシマケン,Fukushima,,,,二本松市,ニホンマツシ,Nihommatsu-shi,,,,1947-04-17,,
072117,福島県,フクシマケン,Fukushima,,,,田村市,タムラシ,Tamura-shi,,,,1947-04-17,,
072125,福島県,フクシマケン,Fukushima,,,,南相馬市,ミナミソウマシ,Minamisoma-shi,,,,1947-04-17,,
072133,福島県,フクシマケン,Fukushima,,,,伊達市,ダテシ,Date-shi,,,,1947-04-17,,
072141,福島県,フクシマケン,Fukushima,,,,本宮市,モトミヤシ,Motomiya-shi,,,,1947-04-17,,
073016,福島県,フクシマケン,Fukushima,伊達郡,ダテグン,Date-gun,桑折町,コオリマチ,Kori-machi,,,,1947-04-17,,
073032,福島県,フクシマケン,Fukushima,伊達郡,ダテグン,Date-gun,国見町,クニミマチ,Kunimi-machi,,,,1947-04-17,,
073083,福島県,フクシマケン,Fukushima,伊達郡,ダテグン,Date-gun,川俣町,カワマタマチ,Kawamata-machi,,,,1947-04-17,,
073229,福島県,フクシマケン,Fukushima,安達郡,アダチグン,Adachi-gun,大玉村,オオタマムラ,Otama-mura,,,,1947-04-17,,
073423,福島県,フクシマケン,Fukushima,岩瀬郡,イワセグン,Iwase-gun,鏡石町,カガミイシマチ,Kagamiishi-machi,,,,1947-04-17,,
073440,福島県,フクシマケン,Fukushima,岩瀬郡,イワセグン,Iwase-gun,天栄村,テンエイムラ,Tenei-mura,,,,1947-04-17,,
073628,福島県,フクシマケン,Fukushima,南会津郡,ミナミアイヅグン,Minamiaizu-gun,下郷町,シモゴウマチ,Shimogo-machi,,,,1947-04-17,,
073644,福島県,フクシマケン,Fukushima,南会津郡,ミナミアイヅグン,Minamiaizu-gun,檜枝岐村,ヒノエマタムラ,Hinoemata-mura,,,,1947-04-17,,
073679,福島県,フクシマケン,Fukushima,南会津郡,ミナミアイヅグン,Minamiaizu-gun,只見町,タダミマチ,Tadami-machi,,,,1947-04-17,,
