全国地方公共団体コード,都道府県名,都道府県名_カナ,都道府県名_英字,郡名,郡名_カナ,郡名_英字,市区町村名,市区町村名_カナ,市区町村名_英字,政令市区名,政令市区名_カナ,政令市区名_英字,効力発生日,廃止日,備考
452017,宮崎県,ミヤザキケン,Miyazaki,,,,宮崎市,ミヤザキシ,Miyazaki-shi,,,,1947-04-17,,
452025,宮崎県,ミヤザキケン,Miyazaki,,,,都城市,ミヤコノジョウシ,Miyakonojo-shi,,,,1947-04-17,,
452033,宮崎県,ミヤザキケン,Miyazaki,,,,延岡市,ノベオカシ,Nobeoka-shi,,,,1947-04-17,,
452041,宮崎県,ミヤザキケン,Miyazaki,,,,日南市,ニチナンシ,Nichinan-shi,,,,1947-04-17,,
452050,宮崎県,ミヤザキケン,Miyazaki,,,,小林市,コバヤシシ,Kobayashi-shi,,,,1947-04-17,,
452068,宮崎県,ミヤザキケン,Miyazaki,,,,日向市,ヒュウガシ,Hyuga-shi,,,,1947-04-17,,
452076,宮崎県,ミヤザキケン,Miyazaki,,,,串間市,クシマシ,Kushima-shi,,,,1947-04-17,,
452084,宮崎県,ミヤザキケン,Miyazaki,,,,西都市,サイトシ,Saito-shi,,,,1947-04-17,,
452092,宮崎県,ミヤザキケン,Miyazaki,,,,えびの市,エビノシ,Ebino-shi,,,,1947-04-17,,
453412,宮崎県,ミヤザキケン,Miyazaki,北諸県郡,キタモロカタグン,Kitamorokata-gun,三股町,ミマタチョウ,Mimata-cho,,,,1947-04-17,,
453617,宮崎県,ミヤザキケン,Miyazaki,西諸県郡,ニシモロカタグン,Nishimorokata-gun,高原町,タカハルチョウ,Takaharu-cho,,,,1947-04-17,,
453820,宮崎県,ミヤザキケン,Miyazaki,東諸県郡,ヒガシモロカタグン,Higashimorokata-gun,国富町,クニトミチョウ,Kunitomi-cho,,,,1947-04-17,,
453838,宮崎県,ミヤザキケン,Miyazaki,東諸県郡,ヒガシモロカタグン,Higashimorokata-gun,綾町,アヤチョウ,Aya-cho,,,,1947-04-17,,
454010,宮崎県,ミヤザキケン,Miyazaki,児湯郡,コユグン,Koyu-gun,高鍋町,タカナベチョウ,Takanabe-cho,,,,1947-04-17,,
454028,宮崎県,ミヤザキケン,Miyazaki,児湯郡,コユグン,Koyu-gun,新富町,シントミチョウ,Shintomi-cho,,,,1947-04-17,,
454036,宮崎県,ミヤザキケン,Miyazaki,児湯郡,コユグン,Koyu-gun,西米良村,ニシメラソン,Nishimera-son,,,,1947-04-17,,
454044,宮崎県,ミヤザキケン,Miyazaki,児湯郡,コユグン,Koyu-gun,木城町,キジョウチョウ,Kijo-cho,,,,1947-04-17,,
454052,宮崎県,ミヤザキケン,Miyazaki,児湯郡,コユグン,Koyu-gun,川南町,カワミナミチョウ,Kawaminami-cho,,,,1947-04-17,,
454061,宮崎県,ミヤザキケン,Miyazaki,児湯郡,コユグン,Koyu-gun,都農町,ツノチョウ,Tsuno-cho,,,,1947-04-17,,
454214,宮崎県,ミヤザキケン,Miyazaki,東臼杵郡,ヒガシウスキグン,Higashiusuki-gun,門川町,カドガワチョウ,Kadogawa-cho,,,,1947-04-17,,
454290,宮崎県,ミヤザキケン,Miyazaki,東臼杵郡,ヒガシウスキグン,Higashiusuki-gun,諸塚村,モロツカソン,Morotsuka-son,,,,1947-04-17,,
454303,宮崎県,ミヤザキケン,Miyazaki,東臼杵郡,ヒガシウスキグン,Higashiusuki-gun,椎葉村,シイバソン,Shiiba-son,,,,1947-04-17,,
454311,宮崎県,ミヤザキケン,Miyazaki,東臼杵郡,ヒガシウスキグン,Higashiusuki-gun,美郷町,ミサトチョウ,Misato-cho,,,,1947-04-17,,
454419,宮崎県,ミヤザキケン,Miyazaki,西臼杵郡,ニシウスキグン,Nishiusuki-gun,高千穂町,タカチホチョウ,Takachiho-cho,,,,1947-04-17,,
454427,宮崎県,ミヤザキケン,Miyazaki,西臼杵郡,ニシウスキグン,Nishiusuki-gun,日之影町,ヒノカゲチョウ,Hinokage-cho,,,,1947-04-17,,
454435,宮崎県,ミヤザキケン,Miyazaki,西臼杵郡,ニシウスキグン,Nishiusuki-gun,五ヶ瀬町,ゴカセチョウ,Gokase-cho,,,,1947-04-17,,
