全国地方公共団体コード,都道府県名,都道府県名_カナ,都道府県名_英字,郡名,郡名_カナ,郡名_英字,市区町村名,市区町村名_カナ,市区町村名_英字,政令市区名,政令市区名_カナ,政令市区名_英字,効力発生日,廃止日,備考
221007,静岡県,シズオカケン,Shizuoka,,,,静岡市,シズオカシ,Shizuoka-shi,,,,1947-04-17,,
221015,静岡県,シズオカケン,Shizuoka,,,,静岡市,シズオカシ,Shizuoka-shi,葵区,アオイク,Aoi-ku,1947-04-17,,
221023,静岡県,シズオカケン,Shizuoka,,,,静岡市,シズオカシ,Shizuoka-shi,駿河区,スルガク,Suruga-ku,1947-04-17,,
221031,静岡県,シズオカケン,Shizuoka,,,,静岡市,シズオカシ,Shizuoka-shi,清水区,シミズク,Shimizu-ku,1947-04-17,,
221309,静岡県,シズオカケン,Shizuoka,,,,浜松市,ハママツシ,Hamamatsu-shi,,,,1947-04-17,,
221317,静岡県,シズオカケン,Shizuoka,,,,浜松市,ハママツシ,Hamamatsu-shi,中区,ナカク,Naka-ku,1947-04-17,,
221325,静岡県,シズオカケン,Shizuoka,,,,浜松市,ハママツシ,Hamamatsu-shi,東区,ヒガシク,Higashi-ku,1947-04-17,,
221333,静岡県,シズオカケン,Shizuoka,,,,浜松市,ハママツシ,Hamamatsu-shi,西区,ニシク,Nishi-ku,1947-04-17,,
221341,静岡県,シズオカケン,Shizuoka,,,,浜松市,ハママツシ,Hamamatsu-shi,南区,ミナミク,Minami-ku,1947-04-17,,
221350,静岡県,シズオカケン,Shizuoka,,,,浜松市,ハママツシ,Hamamatsu-shi,北区,キタク,Kita-ku,1947-04-17,,
221368,静岡県,シズオカケン,Shizuoka,,,,浜松市,ハママツシ,Hamamatsu-shi,浜北区,ハマキタク,Hamakita-ku,1947-04-17,,
221376,静岡県,シズオカケン,Shizuoka,,,,浜松市,ハママツシ,Hamamatsu-shi,天竜区,テンリュウク,Tenryu-ku,1947-04-17,,
222038,静岡県,シズオカケン,Shizuoka,,,,沼津市,ヌマヅシ,Numazu-shi,,,,1947-04-17,,
222054,静岡県,シズオカケン,Shizuoka,,,,熱海市,アタミシ,Atami-shi,,,,1947-04-17,,
222062,静岡県,シズオカケン,Shizuoka,,,,三島市,ミシマシ,Mishima-shi,,,,1947-04-17,,
