全国地方公共団体コード,都道府県名,都道府県名_カナ,都道府県名_英字,郡名,郡名_カナ,郡名_英字,市区町村名,市区町村名_カナ,市区町村名_英字,政令市区名,政令市区名_カナ,政令市区名_英字,効力発生日,廃止日,備考
281000,兵庫県,ヒョウゴケン,Hyogo,,,,神戸市,コウベシ,Kobe-shi,,,,1947-04-17,,
281018,兵庫県,ヒョウゴケン,Hyogo,,,,神戸市,コウベシ,Kobe-shi,東灘区,ヒガシナダク,Higashinada-ku,1947-04-17,,
281026,兵庫県,ヒョウゴケン,Hyogo,,,,神戸市,コウベシ,Kobe-shi,灘区,ナダク,Nada-ku,1947-04-17,,
281051,兵庫県,ヒョウゴケン,Hyogo,,,,神戸市,コウベシ,Kobe-shi,兵庫区,ヒョウゴク,Hyogo-ku,1947-04-17,,
281069,兵庫県,ヒョウゴケン,Hyogo,,,,神戸市,コウベシ,Kobe-shi,長田区,ナガタク,Nagata-ku,1947-04-17,,
281077,兵庫県,ヒョウゴケン,Hyogo,,,,神戸市,コウベシ,Kobe-shi,須磨区,スマク,Suma-ku,1947-04-17,,
281085,兵庫県,ヒョウゴケン,Hyogo,,,,神戸市,コウベシ,Kobe-shi,垂水区,タルミク,Tarumi-ku,1947-04-17,,
281093,兵庫県,ヒョウゴケン,Hyogo,,,,神戸市,コウベシ,Kobe-shi,北区,キタク,Kita-ku,1947-04-17,,
281107,兵庫県,ヒョウゴケン,Hyogo,,,,神戸市,コウベシ,Kobe-shi,中央区,チュウオウク,Chuo-ku,1947-04-17,,
281115,兵庫県,ヒョウゴケン,Hyogo,,,,神戸市,コウベシ,Kobe-shi,西区,ニシク,Nishi-ku,1947-04-17,,
282014,兵庫県,ヒョウゴケン,Hyogo,,,,姫路市,ヒメジシ,Himeji-shi,,,,1947-04-17,,
282022,兵庫県,ヒョウゴケン,Hyogo,,,,尼崎市,アマガサキシ,Amagasaki-shi,,,,1947-04-17,,
282031,兵庫県,ヒョウゴケン,Hyogo,,,,明石市,アカシシ,Akashi-shi,,,,1947-04-17,,
282049,兵庫県,ヒョウゴケン,Hyogo,,,,西宮市,ニシノミヤシ,Nishinomiya-shi,,,,1947-04-17,,
282057,兵庫県,ヒョウゴケン,Hyogo,,,,洲本市,スモトシ,Sumoto-shi,,,,1947-04-17,,
282065,兵庫県,ヒョウゴケン,Hyogo,,,,芦屋市,アシヤシ,Ashiya-shi,,,,1947-04-17,,
282073,兵庫県,ヒョウゴケン,Hyogo,,,,伊丹市,イタミシ,Itami-shi,,,,1947-04-17,,
282081,兵庫県,ヒョウゴケン,Hyogo,,,,相生市,アイオイシ,Aioi-shi,,,,1947-04-17,,
282090,兵庫県,ヒョウゴケン,Hyogo,,,,豊岡市,トヨオカシ,Toyoka-shi,,,,1947-04-17,,
282103,兵庫県,ヒョウゴケン,Hyogo,,,,加古川市,カコガワシ,Kakogawa-shi,,,,1947-04-17,,
282120,兵庫県,ヒョウゴケン,Hyogo,,,,赤穂市,アコウシ,Ako-shi,,,,1947-04-17,,
282138,兵庫県,ヒョウゴケン,Hyogo,,,,西脇市,ニシワキシ,Nishiwaki-shi,,,,1947-04-17,,
282146,兵庫県,ヒョウゴケン,Hyogo,,,,宝塚市,タカラヅカシ,Takarazuka-shi,,,,1947-04-17,,
282154,兵庫県,ヒョウゴケン,Hyogo,,,,三木市,ミキシ,Miki-shi,,,,1947-04-17,,
282162,兵庫県,ヒョウゴケン,Hyogo,,,,高砂市,タカサゴシ,Takasago-shi,,,,1947-04-17,,
282171,兵庫県,ヒョウゴケン,Hyogo,,,,川西市,カワニシシ,Kawanishi-shi,,,,1947-04-17,,
282189,兵庫県,ヒョウゴケン,Hyogo,,,,小野市,オノシ,Ono-shi,,,,1947-04-17,,
282197,兵庫県,ヒョウゴケン,Hyogo,,,,三田市,サンダシ,Sanda-shi,,,,1947-04-17,,
282201,兵庫県,ヒョウゴケン,Hyogo,,,,加西市,カサイシ,Kasai-shi,,,,1947-04-17,,
282219,兵庫県,ヒョウゴケン,Hyogo,,,,丹波篠山市,タンバササヤマシ,Tambasasayama-shi,,,,1947-04-17,,
282227,兵庫県,ヒョウゴケン,Hyogo,,,,養父市,ヤブシ,Yabu-shi,,,,1947-04-17,,
282235,兵庫県,ヒョウゴケン,Hyogo,,,,丹波市,タンバシ,Tamba-shi,,,,1947-04-17,,
282243,兵庫県,ヒョウゴケン,Hyogo,,,,南あわじ市,ミナミアワジシ,Minamiawaji-shi,,,,1947-04-17,,
282251,兵庫県,ヒョウゴケン,Hyogo,,,,朝来市,アサゴシ,Asago-shi,,,,1947-04-17,,
282260,兵庫県,ヒョウゴケン,Hyogo,,,,淡路市,アワジシ,Awaji-shi,,,,1947-04-17,,
282278,兵庫県,ヒョウゴケン,Hyogo,,,,宍粟市,シソウシ,Shiso-shi,,,,1947-04-17,,
