全国地方公共団体コード,都道府県名,都道府県名_カナ,都道府県名_英字,郡名,郡名_カナ,郡名_英字,市区町村名,市区町村名_カナ,市区町村名_英字,政令市区名,政令市区名_カナ,政令市区名_英字,効力発生日,廃止日,備考
372013,香川県,カガワケン,Kagawa,,,,高松市,タカマツシ,Takamatsu-shi,,,,1947-04-17,,
372021,香川県,カガワケン,Kagawa,,,,丸亀市,マルガメシ,Marugame-shi,,,,1947-04-17,,
372030,香川県,カガワケン,Kagawa,,,,坂出市,サカイデシ,Sakaide-shi,,,,1947-04-17,,
372048,香川県,カガワケン,Kagawa,,,,善通寺市,ゼンツウジシ,Zentsuji-shi,,,,1947-04-17,,
372056,香川県,カガワケン,Kagawa,,,,観音寺市,カンオンジシ,Kanonji-shi,,,,1947-04-17,,
372064,香川県,カガワケン,Kagawa,,,,さぬき市,サヌキシ,Sanuki-shi,,,,1947-04-17,,
372072,香川県,カガワケン,Kagawa,,,,東かがわ市,ヒガシカガワシ,Higashikagawa-shi,,,,1947-04-17,,
372081,香川県,カガワケン,Kagawa,,,,三豊市,ミトヨシ,Mitoyo-shi,,,,1947-04-17,,
373222,香川県,カガワケン,Kagawa,小豆郡,ショウズグン,Shozu-gun,土庄町,トノショウチョウ,Tonosho-cho,,,,1947-04-17,,
373249,香川県,カガワケン,Kagawa,小豆郡,ショウズグン,Shozu-gun,小豆島町,ショウドシマチョウ,Shodoshima-cho,,,,1947-04-17,,
373419,香川県,カガワケン,Kagawa,木田郡,キタグン,Kita-gun,三木町,ミキチョウ,Miki-cho,,,,1947-04-17,,
373648,香川県,カガワケン,Kagawa,香川郡,カガワグン,Kagawa-gun,直島町,ナオシマチョウ,Naoshima-cho,,,,1947-04-17,,
373869,香川県,カガワケン,Kagawa,綾歌郡,アヤウタグン,Ayauta-gun,宇多津町,ウタヅチョウ,Utazu-cho,,,,1947-04-17,,
373877,香川県,カガワケン,Kagawa,綾歌郡,アヤウタグン,Ayauta-gun,綾川町,アヤガワチョウ,Ayagawa-cho,,,,1947-04-17,,
374032,香川県,カガワケン,Kagawa,仲多度郡,ナカタドグン,Nakatado-gun,琴平町,コトヒラチョウ,Kotohira-cho,,,,1947-04-17,,
374041,香川県,カガワケン,Kagawa,仲多度郡,ナカタドグン,Nakatado-gun,多度津町,タドツチョウ,Tadotsu-cho,,,,1947-04-17,,
374067,香川県,カガワケン,Kagawa,仲多度郡,ナカタドグン,Nakatado-gun,まんのう町,マンノウチョウ,Manno-cho,,,,1947-04-17,,
