全国地方公共団体コード,都道府県名,都道府県名_カナ,都道府県名_英字,郡名,郡名_カナ,郡名_英字,市区町村名,市区町村名_カナ,市区町村名_英字,政令市区名,政令市区名_カナ,政令市区名_英字,効力発生日,廃止日,備考
092011,栃木県,トチギケン,Tochigi,,,,宇都宮市,ウツノミヤシ,Utsunomiya-shi,,,,1947-04-17,,
092029,栃木県,トチギケン,Tochigi,,,,足利市,アシカガシ,Ashikaga-shi,,,,1947-04-17,,
092037,栃木県,トチギケン,Tochigi,,,,栃木市,トチギシ,Tochigi-shi,,,,1947-04-17,,
092045,栃木県,トチギケン,Tochigi,,,,佐野市,サノシ,Sano-shi,,,,1947-04-17,,
092053,栃木県,トチギケン,Tochigi,,,,鹿沼市,カヌマシ,Kanuma-shi,,,,1947-04-17,,
092061,栃木県,トチギケン,Tochigi,,,,日光市,ニッコウシ,Nikko-shi,,,,1947-04-17,,
092088,栃木県,トチギケン,Tochigi,,,,小山市,オヤマシ,Oyama-shi,,,,1947-04-17,,
092096,栃木県,トチギケン,Tochigi,,,,真岡市,モオカシ,Moka-shi,,,,1947-04-17,,
092100,栃木県,トチギケン,Tochigi,,,,大田原市,オオタワラシ,Otawara-shi,,,,1947-04-17,,
092118,栃木県,トチギケン,Tochigi,,,,矢板市,ヤイタシ,Yaita-shi,,,,1947-04-17,,
092134,栃木県,トチギケン,Tochigi,,,,那須塩原市,ナスシオバラシ,Nasushiobara-shi,,,,1947-04-17,,
092142,栃木県,トチギケン,Tochigi,,,,さくら市,サクラシ,Sakura-shi,,,,1947-04-17,,
092151,栃木県,トチギケン,Tochigi,,,,那須烏山市,ナスカラスヤマシ,Nasukarasuyama-shi,,,,1947-04-17,,
092169,栃木県,トチギケン,Tochigi,,,,下野市,シモツケシ,Shimotsuke-shi,,,,1947-04-17,,
093017,栃木県,トチギケン,Tochigi,河内郡,カワチグン,Kawachi-gun,上三川町,カミノカワマチ,Kaminokawa-machi,,,,1947-04-17,,
093424,栃木県,トチギケン,Tochigi,芳賀郡,ハガグン,Haga-gun,益子町,マシコマチ,Mashiko-machi,,,,1947-04-17,,
093432,栃木県,トチギケン,Tochigi,芳賀郡,ハガグン,Haga-gun,茂木町,モテギマチ,Motegi-machi,,,,1947-04-17,,
093441,栃木県,トチギケン,Tochigi,芳賀郡,ハガグン,Haga-gun,市貝町,イチカイマチ,Ichikai-machi,,,,1947-04-17,,
093459,栃木県,トチギケン,Tochigi,芳賀郡,ハガグン,Haga-gun,芳賀町,ハガマチ,Haga-machi,,,,1947-04-17,,
093611,栃木県,トチギケン,Tochigi,下都賀郡,シモツガグン,Shimotsuga-gun,壬生町,ミブマチ,Mibu-machi,,,,1947-04-17,,
093645,栃木県,トチギケン,Tochigi,下都賀郡,シモツガグン,Shimotsuga-gun,野木町,ノギマチ,Nogi-machi,,,,1947-04-17,,
093840,栃木県,トチギケン,Tochigi,塩谷郡,シオヤグン,Shioya-gun,塩谷町,シオヤマチ,Shioya-machi,,,,1947-04-17,,
093866,栃木県,トチギケン,Tochigi,塩谷郡,シオヤグン,Shioya-gun,高根沢町,タカネザワマチ,Takanezawa-machi,,,,1947-04-17,,
094072,栃木県,トチギケン,Tochigi,那須郡,ナスグン,Nasu-gun,那須町,ナスマチ,Nasu-machi,,,,1947-04-17,,
094111,栃木県,トチギケン,Tochigi,那須郡,ナスグン,Nasu-gun,那珂川町,ナカガワマチ,Nakagawa-machi,,,,1947-04-17,,
