全国地方公共団体コード,都道府県名,都道府県名_カナ,都道府県名_英字,郡名,郡名_カナ,郡名_英字,市区町村名,市区町村名_カナ,市区町村名_英字,政令市区名,政令市区名_カナ,政令市区名_英字,効力発生日,廃止日,備考
062014,山形県,ヤマガタケン,Yamagata,,,,山形市,ヤマガタシ,Yamagata-shi,,,,1947-04-17,,
062022,山形県,ヤマガタケン,Yamagata,,,,米沢市,ヨネザワシ,Yonezawa-shi,,,,1947-04-17,,
062031,山形県,ヤマガタケン,Yamagata,,,,鶴岡市,ツルオカシ,Tsuruoka-shi,,,,1947-04-17,,
062049,山形県,ヤマガタケン,Yamagata,,,,酒田市,サカタシ,Sakata-shi,,,,1947-04-17,,
062057,山形県,ヤマガタケン,Yamagata,,,,新庄市,シンジョウシ,Shinjo-shi,,,,1947-04-17,,
062065,山形県,ヤマガタケン,Yamagata,,,,寒河江市,サガエシ,Sagae-shi,,,,1947-04-17,,
062073,山形県,ヤマガタケン,Yamagata,,,,上山市,カミノヤマシ,Kaminoyama-shi,,,,1947-04-17,,
062081,山形県,ヤマガタケン,Yamagata,,,,村山市,ムラヤマシ,Murayama-shi,,,,1947-04-17,,
062090,山形県,ヤマガタケン,Yamagata,,,,長井市,ナガイシ,Nagai-shi,,,,1947-04-17,,
062103,山形県,ヤマガタケン,Yamagata,,,,天童市,テンドウシ,Tendo-shi,,,,1947-04-17,,
062111,山形県,ヤマガタケン,Yamagata,,,,東根市,ヒガシネシ,Higashine-shi,,,,1947-04-17,,
062120,山形県,ヤマガタケン,Yamagata,,,,尾花沢市,オバナザワシ,Obanazawa-shi,,,,1947-04-17,,
062138,山形県,ヤマガタケン,Yamagata,,,,南陽市,ナンヨウシ,Nanyo-shi,,,,1947-04-17,,
063011,山形県,ヤマガタケン,Yamagata,東村山郡,ヒガシムラヤマグン,Higashimurayama-gun,山辺町,ヤマノベマチ,Yamanobe-machi,,,,1947-04-17,,
063029,山形県,ヤマガタケン,Yamagata,東村山郡,ヒガシムラヤマグン,Higashimurayama-gun,中山町,ナカヤママチ,Nakayama-machi,,,,1947-04-17,,
063215,山形県,ヤマガタケン,Yamagata,西村山郡,ニシムラヤマグン,Nishimurayama-gun,河北町,カホクチョウ,Kahoku-cho,,,,1947-04-17,,
063223,山形県,ヤマガタケン,Yamagata,西村山郡,ニシムラヤマグン,Nishimurayama-gun,西川町,ニシカワマチ,Nishikawa-machi,,,,1947-04-17,,
063231,山形県,ヤマガタケン,Yamagata,西村山郡,ニシムラヤマグン,Nishimurayama-gun,朝日町,アサヒマチ,Asahi-machi,,,,1947-04-17,,
063240,山形県,ヤマガタケン,Yamagata,西村山郡,ニシムラヤマグン,Nishimurayama-gun,大江町,オオエマチ,Oe-machi,,,,1947-04-17,,
063410,山形県,ヤマガタケン,Yamagata,北村山郡,キタムラヤマグン,Kitamurayama-gun,大石田町,オオイシダマチ,Oishida-machi,,,,1947-04-17,,
063614,山形県,ヤマガタケン,Yamagata,最上郡,モガミグン,Mogami-gun,金山町,カネヤママチ,Kaneyama-machi,,,,1947-04-17,,
063622,山形県,ヤマガタケン,Yamagata,最上郡,モガミグン,Mogami-gun,最上町,モガミマチ,Mogami-machi,,,,1947-04-17,,
063631,山形県,ヤマガタケン,Yamagata,最上郡,モガミグン,Mogami-gun,舟形町,フナガタマチ,Funagata-machi,,,,1947-04-17,,
063649,山形県,ヤマガタケン,Yamagata,最上郡,モガミグン,Mogami-gun,真室川町,マムロガワマチ,Mamurogawa-machi,,,,1947-04-17,,
063657,山形県,ヤマガタケン,Yamagata,最上郡,モガミグン,Mogami-gun,大蔵村,オオクラムラ,Okura-mura,,,,1947-04-17,,
063665,山形県,ヤマガタケン,Yamagata,最上郡,モガミグン,Mogami-gun,鮭川村,サケガワムラ,Sakegawa-mura,,,,1947-04-17,,
063673,山形県,ヤマガタケン,Yamagata,最上郡,モガミグン,Mogami-gun,戸沢村,トザワムラ,Tozawa-mura,,,,1947-04-17,,
063819,山形県,ヤマガタケン,Yamagata,東置賜郡,ヒガシオキタマグン,Higashiokitama-gun,高畠町,タカハタマチ,Takahata-machi,,,,1947-04-17,,
063827,山形県,ヤマガタケン,Yamagata,東置賜郡,ヒガシオキタマグン,Higashiokitama-gun,川西町,カワニシマチ,Kawanishi-machi,,,,1947-04-17,,
064017,山形県,ヤマガタケン,Yamagata,西置賜郡,ニシオキタマグン,Nishiokitama-gun,小国町,オグニマチ,Oguni-machi,,,,1947-04-17,,
064025,山形県,ヤマガタケン,Yamagata,西置賜郡,ニシオキタマグン,Nishiokitama-gun,白鷹町,シラタカマチ,Shirataka-machi,,,,1947-04-17,,
064033,山形県,ヤマガタケン,Yamagata,西置賜郡,ニシオキタマグン,Nishiokitama-gun,飯豊町,イイデマチ,Iide-machi,,,,1947-04-17,,
064262,山形県,ヤマガタケン,Yamagata,東田川郡,ヒガシタガワグン,Higashitagawa-gun,三川町,ミカワマチ,Mikawa-machi,,,,1947-04-17,,
064289,山形県,ヤマガタケン,Yamagata,東田川郡,ヒガシタガワグン,Higashitagawa-gun,庄内町,ショウナイマチ,Shonai-machi,,,,1947-04-17,,
064611,山形県,ヤマガタケン,Yamagata,飽海郡,アクミグン,Akumi-gun,遊佐町,ユザマチ,Yuza-machi,,,,1947-04-17,,
