全国地方公共団体コード,都道府県名,都道府県名_カナ,都道府県名_英字,効力発生日,廃止日,備考,郡名,郡名_カナ,郡名_英字,市区町村名,市区町村名_カナ,市区町村名_英字,政令市区名,政令市区名_カナ,政令市区名_英字
112241,埼玉県,サイタマケン,Saitama,1947-04-17,,,,,,戸田市,トダシ,Toda-shi,,,
112259,埼玉県,サイタマケン,Saitama,1947-04-17,,,,,,入間市,イルマシ,Iruma-shi,,,
112275,埼玉県,サイタマケン,Saitama,1947-04-17,,,,,,朝霞市,アサカシ,Asaka-shi,,,
112283,埼玉県,サイタマケン,Saitama,1947-04-17,,,,,,志木市,シキシ,Shiki-shi,,,
112291,埼玉県,サイタマケン,Saitama,1947-04-17,,,,,,和光市,ワコウシ,Wako-shi,,,
112305,埼玉県,サイタマケン,Saitama,1947-04-17,,,,,,新座市,ニイザシ,Niiza-shi,,,
112313,埼玉県,サイタマケン,Saitama,1947-04-17,,,,,,桶川市,オケガワシ,Okegawa-shi,,,
112321,埼玉県,サイタマケン,Saitama,1947-04-17,,,,,,久喜市,クキシ,Kuki-shi,,,
112330,埼玉県,サイタマケン,Saitama,1947-04-17,,,,,,北本市,キタモトシ,Kitamoto-shi,,,
112348,埼玉県,サイタマケン,Saitama,1947-04-17,,,,,,八潮市,ヤシオシ,Yashio-shi,,,
112356,埼玉県,サイタマケン,Saitama,1947-04-17,,,,,,富士見市,フジミシ,Fujimi-shi,,,
112372,埼玉県,サイタマケン,Saitama,1947-04-17,,,,,,三郷市,ミサトシ,Misato-shi,,,
112381,埼玉県,サイタマケン,Saitama,1947-04-17,,,,,,蓮田市,ハスダシ,Hasuda-shi,,,
112399,埼玉県,サイタマケン,Saitama,1947-04-17,,,,,,坂戸市,サカドシ,Sakado-shi,,,
112402,埼玉県,サイタマケン,Saitama,1947-04-17,,,,,,幸手市,サッテシ,Satte-shi,,,
112411,埼玉県,サイタマケン,Saitama,1947-04-17,,,,,,鶴ヶ島市,ツルガシマシ,Tsurugashima-shi,,,
112429,埼玉県,サイタマケン,Saitama,1947-04-17,,,,,,日高市,ヒダカシ,Hidaka-shi,,,
112437,埼玉県,サイタマケン,Saitama,1947-04-17,,,,,,吉川市,ヨシカワシ,Yoshikawa-shi,,,
112453,埼玉県,サイタマケン,Saitama,1947-04-17,,,,,,ふじみ野市,フジミノシ,Fujimino-shi,,,
112461,埼玉県,サイタマケン,Saitama,1947-04-17,,,,,,白岡市,シラオカシ,Shiraoka-shi,,,
113018,埼玉県,サイタマケン,Saitama,1947-04-17,,,北足立郡,キタアダチグン,Kitaadachi-gun,伊奈町,イナマチ,Ina-machi,,,
113247,埼玉県,サイタマケン,Saitama,1947-04-17,,,入間郡,イルマグン,Iruma-gun,三芳町,ミヨシマチ,Miyoshi-machi,,,
113263,埼玉県,サイタマケン,Saitama,1947-04-17,,,入間郡,イルマグン,Iruma-gun,毛呂山町,モロヤママチ,Moroyama-machi,,,
113271,埼玉県,サイタマケン,Saitama,1947-04-17,,,入間郡,イルマグン,Iruma-gun,越生町,オゴセマチ,Ogose-machi,,,
113417,埼玉県,サイタマケン,Saitama,1947-04-17,,,比企郡,ヒキグン,Hiki-gun,滑川町,ナメガワマチ,Namegawa-machi,,,
113425,埼玉県,サイタマケン,Saitama,1947-04-17,,,比企郡,ヒキグン,Hiki-gun,嵐山町,ランザンマチ,Ranzan-machi,,,
113433,埼玉県,サイタマケン,Saitama,1947-04-17,,,比企郡,ヒキグン,Hiki-gun,小川町,オガワマチ,Ogawa-machi,,,
113468,埼玉県,サイタマケン,Saitama,1947-04-17,,,比企郡,ヒキグン,Hiki-gun,川島町,カワジママチ,Kawajima-machi,,,
113476,埼玉県,サイタマケン,Saitama,1947-04-17,,,比企郡,ヒキグン,Hiki-gun,吉見町,ヨシミマチ,Yoshimi-machi,,,
113484,埼玉県,サイタマケン,Saitama,1947-04-17,,,比企郡,ヒキグン,Hiki-gun,鳩山町,ハトヤママチ,Hatoyama-machi,,,
113492,埼玉県,サイタマケン,Saitama,1947-04-17,,,比企郡,ヒキグン,Hiki-gun,ときがわ町,トキガワマチ,Tokigawa-machi,,,
113611,埼玉県,サイタマケン,Saitama,1947-04-17,,,秩父郡,チチブグン,Chichibu-gun,横瀬町,ヨコゼマチ,Yokoze-machi,,,
113620,埼玉県,サイタマケン,Saitama,1947-04-17,,,秩父郡,チチブグン,Chichibu-gun,皆野町,ミナノマチ,Minano-machi,,,
113638,埼玉県,サイタマケン,Saitama,1947-04-17,,,秩父郡,チチブグン,Chichibu-gun,長瀞町,ナガトロマチ,Nagatoro-machi,,,
113654,埼玉県,サイタマケン,Saitama,1947-04-17,,,秩父郡,チチブグン,Chichibu-gun,小鹿野町,オガノマチ,Ogano-machi,,,
113697,埼玉県,サイタマケン,Saitama,1947-04-17,,,秩父郡,チチブグン,Chichibu-gun,東秩父村,ヒガシチチブムラ,Higashichichibu-mura,,,
113816,埼玉県,サイタマケン,Saitama,1947-04-17,,,児玉郡,コダマグン,Kodama-gun,美里町,ミサトマチ,Misato-machi,,,
113832,埼玉県,サイタマケン,Saitama,1947-04-17,,,児玉郡,コダマグン,Kodama-gun,神川町,カミカワマチ,Kamikawa-machi,,,
113859,埼玉県,サイタマケン,Saitama,1947-04-17,,,児玉郡,コダマグン,Kodama-gun,上里町,カミサトマチ,Kamisato-machi,,,
114081,埼玉県,サイタマケン,Saitama,1947-04-17,,,大里郡,オオサトグン,Osato-gun,寄居町,ヨリイマチ,Yorii-machi,,,
114421,埼玉県,サイタマケン,Saitama,1947-04-17,,,南埼玉郡,ミナミサイタマグン,Minamisaitama-gun,宮代町,ミヤシロマチ,Miyashiro-machi,,,
114642,埼玉県,サイタマケン,Saitama,1947-04-17,,,北葛飾郡,キタカツシカグン,Kitakatsushika-gun,杉戸町,スギトマチ,Sugito-machi,,,
114651,埼玉県,サイタマケン,Saitama,1947-04-17,,,北葛飾郡,キタカツシカグン,Kitakatsushika-gun,松伏町,マツブシマチ,Matsubushi-machi,,,
120006,千葉県,チバケン,Chiba,1947-04-17,,,,,,,,,,,
121002,千葉県,チバケン,Chiba,1947-04-17,,,,,,千葉市,チバシ,Chiba-shi,,,
121011,千葉県,チバケン,Chiba,1947-04-17,,,,,,千葉市,チバシ,Chiba-shi,中央区,チュウオウク,Chuo-ku
121029,千葉県,チバケン,Chiba,1947-04-17,,,,,,千葉市,チバシ,Chiba-shi,花見川区,ハナミガワク,Hanamigawa-ku
121037,千葉県,チバケン,Chiba,1947-04-17,,,,,,千葉市,チバシ,Chiba-shi,稲毛区,イナゲク,Inage-ku
121045,千葉県,チバケン,Chiba,1947-04-17,,,,,,千葉市,チバシ,Chiba-shi,若葉区,ワカバク,Wakaba-ku
121053,千葉県,チバケン,Chiba,1947-04-17,,,,,,千葉市,チバシ,Chiba-shi,緑区,ミドリク,Midori-ku
121061,千葉県,チバケン,Chiba,1947-04-17,,,,,,千葉市,チバシ,Chiba-shi,美浜区,ミハマク,Mihama-ku
122025,千葉県,チバケン,Chiba,1947-04-17,,,,,,銚子市,チョウシシ,Choshi-shi,,,
122033,千葉県,チバケン,Chiba,1947-04-17,,,,,,市川市,イチカワシ,Ichikawa-shi,,,
122041,千葉県,チバケン,Chiba,1947-04-17,,,,,,船橋市,フナバシシ,Funabashi-shi,,,
122050,千葉県,チバケン,Chiba,1947-04-17,,,,,,館山市,タテヤマシ,Tateyama-shi,,,
122068,千葉県,チバケン,Chiba,1947-04-17,,,,,,木更津市,キサラヅシ,Kisarazu-shi,,,
122076,千葉県,チバケン,Chiba,1947-04-17,,,,,,松戸市,マツドシ,Matsudo-shi,,,
122084,千葉県,チバケン,Chiba,1947-04-17,,,,,,野田市,ノダシ,Noda-shi,,,
122106,千葉県,チバケン,Chiba,1947-04-17,,,,,,茂原市,モバラシ,Mobara-shi,,,
122114,千葉県,チバケン,Chiba,1947-04-17,,,,,,成田市,ナリタシ,Narita-shi,,,
122122,千葉県,チバケン,Chiba,1947-04-17,,,,,,佐倉市,サクラシ,Sakura-shi,,,
122131,千葉県,チバケン,Chiba,1947-04-17,,,,,,東金市,トウガネシ,Togane-shi,,,
122157,千葉県,チバケン,Chiba,1947-04-17,,,,,,旭市,アサヒシ,Asahi-shi,,,
122165,千葉県,チバケン,Chiba,1947-04-17,,,,,,習志野市,ナラシノシ,Narashino-shi,,,
122173,千葉県,チバケン,Chiba,1947-04-17,,,,,,柏市,カシワシ,Kashiwa-shi,,,
122181,千葉県,チバケン,Chiba,1947-04-17,,,,,,勝浦市,カツウラシ,Katsura-shi,,,
122190,千葉県,チバケン,Chiba,1947-04-17,,,,,,市原市,イチハラシ,Ichihara-shi,,,
122203,千葉県,チバケン,Chiba,1947-04-17,,,,,,流山市,ナガレヤマシ,Nagareyama-shi,,,
122211,千葉県,チバケン,Chiba,1947-04-17,,,,,,八千代市,ヤチヨシ,Yachiyo-shi,,,
122220,千葉県,チバケン,Chiba,1947-04-17,,,,,,我孫子市,アビコシ,Abiko-shi,,,
122238,千葉県,チバケン,Chiba,1947-04-17,,,,,,鴨川市,カモガワシ,Kamogawa-shi,,,
122246,千葉県,チバケン,Chiba,1947-04-17,,,,,,鎌ケ谷市,カマガヤシ,Kamagaya-shi,,,
122254,千葉県,チバケン,Chiba,1947-04-17,,,,,,君津市,キミツシ,Kimitsu-shi,,,
122262,千葉県,チバケン,Chiba,1947-04-17,,,,,,富津市,フッツシ,Futtsu-shi,,,
122271,千葉県,チバケン,Chiba,1947-04-17,,,,,,浦安市,ウラヤスシ,Urayasu-shi,,,
122289,千葉県,チバケン,Chiba,1947-04-17,,,,,,四街道市,ヨツカイドウシ,Yotsukaido-shi,,,
122297,千葉県,チバケン,Chiba,1947-04-17,,,,,,袖ケ浦市,ソデガウラシ,Sodegaura-shi,,,
122301,千葉県,チバケン,Chiba,1947-04-17,,,,,,八街市,ヤチマタシ,Yachimata-shi,,,
122319,千葉県,チバケン,Chiba,1947-04-17,,,,,,印西市,インザイシ,Inzai-shi,,,
122327,千葉県,チバケン,Chiba,1947-04-17,,,,,,白井市,シロイシ,Shiroi-shi,,,
122335,千葉県,チバケン,Chiba,1947-04-17,,,,,,富里市,トミサトシ,Tomisato-shi,,,
122343,千葉県,チバケン,Chiba,1947-04-17,,,,,,南房総市,ミナミボウソウシ,Minamiboso-shi,,,
122351,千葉県,チバケン,Chiba,1947-04-17,,,,,,匝瑳市,ソウサシ,Sosa-shi,,,
122360,千葉県,チバケン,Chiba,1947-04-17,,,,,,香取市,カトリシ,Katori-shi,,,
122378,千葉県,チバケン,Chiba,1947-04-17,,,,,,山武市,サンムシ,Sammu-shi,,,
122386,千葉県,チバケン,Chiba,1947-04-17,,,,,,いすみ市,イスミシ,Isumi-shi,,,
122394,千葉県,チバケン,Chiba,1947-04-17,,,,,,大網白里市,オオアミシラサトシ,Oamishirasato-shi,,,
123226,千葉県,チバケン,Chiba,1947-04-17,,,印旛郡,インバグン,Imba-gun,酒々井町,シスイマチ,Shisui-machi,,,
123293,千葉県,チバケン,Chiba,1947-04-17,,,印旛郡,インバグン,Imba-gun,栄町,サカエマチ,Sakae-machi,,,
123421,千葉県,チバケン,Chiba,1947-04-17,,,香取郡,カトリグン,Katori-gun,神崎町,コウザキマチ,Kozaki-machi,,,
123471,千葉県,チバケン,Chiba,1947-04-17,,,香取郡,カトリグン,Katori-gun,多古町,タコマチ,Tako-machi,,,
123498,千葉県,チバケン,Chiba,1947-04-17,,,香取郡,カトリグン,Katori-gun,東庄町,トウノショウマチ,Tonosho-machi,,,
124036,千葉県,チバケン,Chiba,1947-04-17,,,山武郡,サンブグン,Sambu-gun,九十九里町,クジュウクリマチ,Kujukuri-machi,,,
124095,千葉県,チバケン,Chiba,1947-04-17,,,山武郡,サンブグン,Sambu-gun,芝山町,シバヤママチ,Shibayama-machi,,,
124109,千葉県,チバケン,Chiba,1947-04-17,,,山武郡,サンブグン,Sambu-gun,横芝光町,ヨコシバヒカリマチ,Yokoshibahikari-machi,,,
124214,千葉県,チバケン,Chiba,1947-04-17,,,長生郡,チョウセイグン,Chosei-gun,一宮町,イチノミヤマチ,Ichinomiya-machi,,,
124222,千葉県,チバケン,Chiba,1947-04-17,,,長生郡,チョウセイグン,Chosei-gun,睦沢町,ムツザワマチ,Mutsuzawa-machi,,,
124231,千葉県,チバケン,Chiba,1947-04-17,,,長生郡,チョウセイグン,Chosei-gun,長生村,チョウセイムラ,Chosei-mura,,,
124249,千葉県,チバケン,Chiba,1947-04-17,,,長生郡,チョウセイグン,Chosei-gun,白子町,シラコマチ,Shirako-machi,,,
124265,千葉県,チバケン,Chiba,1947-04-17,,,長生郡,チョウセイグン,Chosei-gun,長柄町,ナガラマチ,Nagara-machi,,,
124273,千葉県,チバケン,Chiba,1947-04-17,,,長生郡,チョウセイグン,Chosei-gun,長南町,チョウナンマチ,Chonan-machi,,,
124419,千葉県,チバケン,Chiba,1947-04-17,,,夷隅郡,イスミグン,Isumi-gun,大多喜町,オオタキマチ,Otaki-machi,,,
124435,千葉県,チバケン,Chiba,1947-04-17,,,夷隅郡,イスミグン,Isumi-gun,御宿町,オンジュクマチ,Onjuku-machi,,,
124630,千葉県,チバケン,Chiba,1947-04-17,,,安房郡,アワグン,Awa-gun,鋸南町,キョナンマチ,Kyonan-machi,,,
130001,東京都,トウキョウト,Tokyo,1947-04-17,,,,,,,,,,,
131016,東京都,トウキョウト,Tokyo,1947-04-17,,,,,,千代田区,チヨダク,Chiyoda-ku,,,
131024,東京都,トウキョウト,Tokyo,1947-04-17,,,,,,中央区,チュウオウク,Chuo-ku,,,
131032,東京都,トウキョウト,Tokyo,1947-04-17,,,,,,港区,ミナトク,Minato-ku,,,
131041,東京都,トウキョウト,Tokyo,1947-04-17,,,,,,新宿区,シンジュクク,Shinjuku-ku,,,
131059,東京都,トウキョウト,Tokyo,1947-04-17,,,,,,文京区,ブンキョウク,Bunkyo-ku,,,
131067,東京都,トウキョウト,Tokyo,1947-04-17,,,,,,台東区,タイトウク,Taito-ku,,,
131075,東京都,トウキョウト,Tokyo,1947-04-17,,,,,,墨田区,スミダク,Sumida-ku,,,
131083,東京都,トウキョウト,Tokyo,1947-04-17,,,,,,江東区,コウトウク,Koto-ku,,,
131091,東京都,トウキョウト,Tokyo,1947-04-17,,,,,,品川区,シナガワク,Shinagawa-ku,,,
131105,東京都,トウキョウト,Tokyo,1947-04-17,,,,,,目黒区,メグロク,Meguro-ku,,,
131113,東京都,トウキョウト,Tokyo,1947-04-17,,,,,,大田区,オオタク,Ota-ku,,,
131121,東京都,トウキョウト,Tokyo,1947-04-17,,,,,,世田谷区,セタガヤク,Setagaya-ku,,,
131130,東京都,トウキョウト,Tokyo,1947-04-17,,,,,,渋谷区,シブヤク,Shibuya-ku,,,
131148,東京都,トウキョウト,Tokyo,1947-04-17,,,,,,中野区,ナカノク,Nakano-ku,,,
131156,東京都,トウキョウト,Tokyo,1947-04-17,,,,,,杉並区,スギナミク,Suginami-ku,,,
131164,東京都,トウキョウト,Tokyo,1947-04-17,,,,,,豊島区,トシマク,Toshima-ku,,,
131172,東京都,トウキョウト,Tokyo,1947-04-17,,,,,,北区,キタク,Kita-ku,,,
131181,東京都,トウキョウト,Tokyo,1947-04-17,,,,,,荒川区,アラカワク,Arakawa-ku,,,
131199,東京都,トウキョウト,Tokyo,1947-04-17,,,,,,板橋区,イタバシク,Itabashi-ku,,,
131202,東京都,トウキョウト,Tokyo,1947-04-17,,,,,,練馬区,ネリマク,Nerima-ku,,,
131211,東京都,トウキョウト,Tokyo,1947-04-17,,,,,,足立区,アダチク,Adachi-ku,,,
131229,東京都,トウキョウト,Tokyo,1947-04-17,,,,,,葛飾区,カツシカク,Katsushika-ku,,,
131237,東京都,トウキョウト,Tokyo,1947-04-17,,,,,,江戸川区,エドガワク,Edogawa-ku,,,
132012,東京都,トウキョウト,Tokyo,1947-04-17,,,,,,八王子市,ハチオウジシ,Hachioji-shi,,,
132021,東京都,トウキョウト,Tokyo,1947-04-17,,,,,,立川市,タチカワシ,Tachikawa-shi,,,
132039,東京都,トウキョウト,Tokyo,1947-04-17,,,,,,武蔵野市,ムサシノシ,Musashino-shi,,,
132047,東京都,トウキョウト,Tokyo,1947-04-17,,,,,,三鷹市,ミタカシ,Mitaka-shi,,,
132055,東京都,トウキョウト,Tokyo,1947-04-17,,,,,,青梅市,オウメシ,Ome-shi,,,
132063,東京都,トウキョウト,Tokyo,1947-04-17,,,,,,府中市,フチュウシ,Fuchu-shi,,,
132071,東京都,トウキョウト,Tokyo,1947-04-17,,,,,,昭島市,アキシマシ,Akishima-shi,,,
132080,東京都,トウキョウト,Tokyo,1947-04-17,,,,,,調布市,チョウフシ,Chofu-shi,,,
132098,東京都,トウキョウト,Tokyo,1947-04-17,,,,,,町田市,マチダシ,Machida-shi,,,
132101,東京都,トウキョウト,Tokyo,1947-04-17,,,,,,小金井市,コガネイシ,Koganei-shi,,,
132110,東京都,トウキョウト,Tokyo,1947-04-17,,,,,,小平市,コダイラシ,Kodaira-shi,,,
132128,東京都,トウキョウト,Tokyo,1947-04-17,,,,,,日野市,ヒノシ,Hino-shi,,,
132136,東京都,トウキョウト,Tokyo,1947-04-17,,,,,,東村山市,ヒガシムラヤマシ,Higashimurayama-shi,,,
132144,東京都,トウキョウト,Tokyo,1947-04-17,,,,,,国分寺市,コクブンジシ,Kokubunji-shi,,,
132152,東京都,トウキョウト,Tokyo,1947-04-17,,,,,,国立市,クニタチシ,Kunitachi-shi,,,
132187,東京都,トウキョウト,Tokyo,1947-04-17,,,,,,福生市,フッサシ,Fussa-shi,,,
132195,東京都,トウキョウト,Tokyo,1947-04-17,,,,,,狛江市,コマエシ,Komae-shi,,,
132209,東京都,トウキョウト,Tokyo,1947-04-17,,,,,,東大和市,ヒガシヤマトシ,Higashiyamato-shi,,,
132217,東京都,トウキョウト,Tokyo,1947-04-17,,,,,,清瀬市,キヨセシ,Kiyose-shi,,,
132225,東京都,トウキョウト,Tokyo,1947-04-17,,,,,,東久留米市,ヒガシクルメシ,Higashikurume-shi,,,
132233,東京都,トウキョウト,Tokyo,1947-04-17,,,,,,武蔵村山市,ムサシムラヤマシ,Musashimurayama-shi,,,
132241,東京都,トウキョウト,Tokyo,1947-04-17,,,,,,多摩市,タマシ,Tama-shi,,,
132250,東京都,トウキョウト,Tokyo,1947-04-17,,,,,,稲城市,イナギシ,Inagi-shi,,,
132276,東京都,トウキョウト,Tokyo,1947-04-17,,,,,,羽村市,ハムラシ,Hamura-shi,,,
132284,東京都,トウキョウト,Tokyo,1947-04-17,,,,,,あきる野市,アキルノシ,Akiruno-shi,,,
132292,東京都,トウキョウト,Tokyo,1947-04-17,,,,,,西東京市,ニシトウキョウシ,Nishitokyo-shi,,,
133035,東京都,トウキョウト,Tokyo,1947-04-17,,,西多摩郡,ニシタマグン,Nishitama-gun,瑞穂町,ミズホマチ,Mizuho-machi,,,
133051,東京都,トウキョウト,Tokyo,1947-04-17,,,西多摩郡,ニシタマグン,Nishitama-gun,日の出町,ヒノデマチ,Hinode-machi,,,
133078,東京都,トウキョウト,Tokyo,1947-04-17,,,西多摩郡,ニシタマグン,Nishitama-gun,檜原村,ヒノハラムラ,Hinohara-mura,,,
133086,東京都,トウキョウト,Tokyo,1947-04-17,,,西多摩郡,ニシタマグン,Nishitama-gun,奥多摩町,オクタママチ,Okutama-machi,,,
133612,東京都,トウキョウト,Tokyo,1947-04-17,,,,,,大島町,オオシママチ,Oshima-machi,,,
133621,東京都,トウキョウト,Tokyo,1947-04-17,,,,,,利島村,トシマムラ,Toshima-mura,,,
133639,東京都,トウキョウト,Tokyo,1947-04-17,,,,,,新島村,ニイジマムラ,Niijima-mura,,,
133647,東京都,トウキョウト,Tokyo,1947-04-17,,,,,,神津島村,コウヅシマムラ,Kozushima-mura,,,
133817,東京都,トウキョウト,Tokyo,1947-04-17,,,,,,三宅村,ミヤケムラ,Miyakejima Miyake-mura,,,
133825,東京都,トウキョウト,Tokyo,1947-04-17,,,,,,御蔵島村,ミクラジマムラ,Mikurajima-mura,,,
134015,東京都,トウキョウト,Tokyo,1947-04-17,,,,,,八丈町,ハチジョウマチ,Hachijojima Hachijo-machi,,,
134023,東京都,トウキョウト,Tokyo,1947-04-17,,,,,,青ヶ島村,アオガシマムラ,Aogashima-mura,,,
134210,東京都,トウキョウト,Tokyo,1947-04-17,,,,,,小笠原村,オガサワラムラ,Ogasawara-mura,,,
140007,神奈川県,カナガワケン,Kanagawa,1947-04-17,,,,,,,,,,,
141003,神奈川県,カナガワケン,Kanagawa,1947-04-17,,,,,,横浜市,ヨコハマシ,Yokohama-shi,,,
141011,神奈川県,カナガワケン,Kanagawa,1947-04-17,,,,,,横浜市,ヨコハマシ,Yokohama-shi,鶴見区,ツルミク,Tsurumi-ku
141020,神奈川県,カナガワケン,Kanagawa,1947-04-17,,,,,,横浜市,ヨコハマシ,Yokohama-shi,神奈川区,カナガワク,Kanagawa-ku
141038,神奈川県,カナガワケン,Kanagawa,1947-04-17,,,,,,横浜市,ヨコハマシ,Yokohama-shi,西区,ニシク,Nishi-ku
141046,神奈川県,カナガワケン,Kanagawa,1947-04-17,,,,,,横浜市,ヨコハマシ,Yokohama-shi,中区,ナカク,Naka-ku
141054,神奈川県,カナガワケン,Kanagawa,1947-04-17,,,,,,横浜市,ヨコハマシ,Yokohama-shi,南区,ミナミク,Minami-ku
141062,神奈川県,カナガワケン,Kanagawa,1947-04-17,,,,,,横浜市,ヨコハマシ,Yokohama-shi,保土ケ谷区,ホドガヤク,Hodogaya-ku
141071,神奈川県,カナガワケン,Kanagawa,1947-04-17,,,,,,横浜市,ヨコハマシ,Yokohama-shi,磯子区,イソゴク,Isogo-ku
141089,神奈川県,カナガワケン,Kanagawa,1947-04-17,,,,,,横浜市,ヨコハマシ,Yokohama-shi,金沢区,カナザワク,Kanazawa-ku
141097,神奈川県,カナガワケン,Kanagawa,1947-04-17,,,,,,横浜市,ヨコハマシ,Yokohama-shi,港北区,コウホクク,Kohoku-ku
141101,神奈川県,カナガワケン,Kanagawa,1947-04-17,,,,,,横浜市,ヨコハマシ,Yokohama-shi,戸塚区,トツカク,Totsuka-ku
