全国地方公共団体コード,都道府県名,都道府県名_カナ,都道府県名_英字,郡名,郡名_カナ,郡名_英字,市区町村名,市区町村名_カナ,市区町村名_英字,政令市区名,政令市区名_カナ,政令市区名_英字,効力発生日,廃止日,備考
294021,奈良県,ナラケン,Nara,高市郡,タカイチグン,Takaichi-gun,明日香村,アスカムラ,Asuka-mura,,,,1947-04-17,,
294241,奈良県,ナラケン,Nara,北葛城郡,キタカツラギグン,Kitakatsuragi-gun,上牧町,カンマキチョウ,Kammaki-cho,,,,1947-04-17,,
294250,奈良県,ナラケン,Nara,北葛城郡,キタカツラギグン,Kitakatsuragi-gun,王寺町,オウジチョウ,Oji-cho,,,,1947-04-17,,
294268,奈良県,ナラケン,Nara,北葛城郡,キタカツラギグン,Kitakatsuragi-gun,広陵町,コウリョウチョウ,Koryo-cho,,,,1947-04-17,,
294276,奈良県,ナラケン,Nara,北葛城郡,キタカツラギグン,Kitakatsuragi-gun,河合町,カワイチョウ,Kawai-cho,,,,1947-04-17,,
294411,奈良県,ナラケン,Nara,吉野郡,ヨシノグン,Yoshino-gun,吉野町,ヨシノチョウ,Yoshino-cho,,,,1947-04-17,,
294420,奈良県,ナラケン,Nara,吉野郡,ヨシノグン,Yoshino-gun,大淀町,オオヨドチョウ,Oyodo-cho,,,,1947-04-17,,
294438,奈良県,ナラケン,Nara,吉野郡,ヨシノグン,Yoshino-gun,下市町,シモイチチョウ,Shimoichi-cho,,,,1947-04-17,,
294446,奈良県,ナラケン,Nara,吉野郡,ヨシノグン,Yoshino-gun,黒滝村,クロタキムラ,Kurotaki-mura,,,,1947-04-17,,
294462,奈良県,ナラケン,Nara,吉野郡,ヨシノグン,Yoshino-gun,天川村,テンカワムラ,Tenkawa-mura,,,,1947-04-17,,
294471,奈良県,ナラケン,Nara,吉野郡,ヨシノグン,Yoshino-gun,野迫川村,ノセガワムラ,Nosegawa-mura,,,,1947-04-17,,
294497,奈良県,ナラケン,Nara,吉野郡,ヨシノグン,Yoshino-gun,十津川村,トツカワムラ,Totsukawa-mura,,,,1947-04-17,,
294501,奈良県,ナラケン,Nara,吉野郡,ヨシノグン,Yoshino-gun,下北山村,シモキタヤマムラ,Shimokitayama-mura,,,,1947-04-17,,
294519,奈良県,ナラケン,Nara,吉野郡,ヨシノグン,Yoshino-gun,上北山村,カミキタヤマムラ,Kamikitayama-mura,,,,1947-04-17,,
294527,奈良県,ナラケン,Nara,吉野郡,ヨシノグン,Yoshino-gun,川上村,カワカミムラ,Kawakami-mura,,,,1947-04-17,,
294535,奈良県,ナラケン,Nara,吉野郡,ヨシノグン,Yoshino-gun,東吉野村,ヒガシヨシノムラ,Higashiyoshino-mura,,,,1947-04-17,,
