全国地方公共団体コード,都道府県名,都道府県名_カナ,都道府県名_英字,郡名,郡名_カナ,郡名_英字,市区町村名,市区町村名_カナ,市区町村名_英字,政令市区名,政令市区名_カナ,政令市区名_英字,効力発生日,廃止日,備考
472018,沖縄県,オキナワケン,Okinawa,,,,那覇市,ナハシ,Naha-shi,,,,1947-04-17,,
472051,沖縄県,オキナワケン,Okinawa,,,,宜野湾市,ギノワンシ,Ginowan-shi,,,,1947-04-17,,
472077,沖縄県,オキナワケン,Okinawa,,,,石垣市,イシガキシ,Ishigaki-shi,,,,1947-04-17,,
472085,沖縄県,オキナワケン,Okinawa,,,,浦添市,ウラソエシ,Urasoe-shi,,,,1947-04-17,,
472093,沖縄県,オキナワケン,Okinawa,,,,名護市,ナゴシ,Nago-shi,,,,1947-04-17,,
472107,沖縄県,オキナワケン,Okinawa,,,,糸満市,イトマンシ,Itoman-shi,,,,1947-04-17,,
472115,沖縄県,オキナワケン,Okinawa,,,,沖縄市,オキナワシ,Okinawa-shi,,,,1947-04-17,,
472123,沖縄県,オキナワケン,Okinawa,,,,豊見城市,トミグスクシ,Tomigusuku-shi,,,,1947-04-17,,
472131,沖縄県,オキナワケン,Okinawa,,,,うるま市,ウルマシ,Uruma-shi,,,,1947-04-17,,
472140,沖縄県,オキナワケン,Okinawa,,,,宮古島市,ミヤコジマシ,Miyakojima-shi,,,,1947-04-17,,
472158,沖縄県,オキナワケン,Okinawa,,,,南城市,ナンジョウシ,Nanjo-shi,,,,1947-04-17,,
473014,沖縄県,オキナワケン,Okinawa,国頭郡,クニガミグン,Kunigami-gun,国頭村,クニガミソン,Kunigami-son,,,,1947-04-17,,
473022,沖縄県,オキナワケン,Okinawa,国頭郡,クニガミグン,Kunigami-gun,大宜味村,オオギミソン,Ogimi-son,,,,1947-04-17,,
473031,沖縄県,オキナワケン,Okinawa,国頭郡,クニガミグン,Kunigami-gun,東村,ヒガシソン,Higashi-son,,,,1947-04-17,,
473065,沖縄県,オキナワケン,Okinawa,国頭郡,クニガミグン,Kunigami-gun,今帰仁村,ナキジンソン,Nakijin-son,,,,1947-04-17,,
473081,沖縄県,オキナワケン,Okinawa,国頭郡,クニガミグン,Kunigami-gun,本部町,モトブチョウ,Motobu-cho,,,,1947-04-17,,
473111,沖縄県,オキナワケン,Okinawa,国頭郡,クニガミグン,Kunigami-gun,恩納村,オンナソン,Onna-son,,,,1947-04-17,,
473138,沖縄県,オキナワケン,Okinawa,国頭郡,クニガミグン,Kunigami-gun,宜野座村,ギノザソン,Ginoza-son,,,,1947-04-17,,
473146,沖縄県,オキナワケン,Okinawa,国頭郡,クニガミグン,Kunigami-gun,金武町,キンチョウ,Kin-cho,,,,1947-04-17,,
473154,沖縄県,オキナワケン,Okinawa,国頭郡,クニガミグン,Kunigami-gun,伊江村,イエソン,Ie-son,,,,1947-04-17,,
473243,沖縄県,オキナワケン,Okinawa,中頭郡,ナカガミグン,Nakagami-gun,読谷村,ヨミタンソン,Yomitan-son,,,,1947-04-17,,
473251,沖縄県,オキナワケン,Okinawa,中頭郡,ナカガミグン,Nakagami-gun,嘉手納町,カデナチョウ,Kadena-cho,,,,1947-04-17,,
473260,沖縄県,オキナワケン,Okinawa,中頭郡,ナカガミグン,Nakagami-gun,北谷町,チャタンチョウ,Chatan-cho,,,,1947-04-17,,
473278,沖縄県,オキナワケン,Okinawa,中頭郡,ナカガミグン,Nakagami-gun,北中城村,キタナカグスクソン,Kitanakagusuku-son,,,,1947-04-17,,
473286,沖縄県,オキナワケン,Okinawa,中頭郡,ナカガミグン,Nakagami-gun,中城村,ナカグスクソン,Nakagusuku-son,,,,1947-04-17,,
