全国地方公共団体コード,都道府県名,都道府県名_カナ,都道府県名_英字,郡名,郡名_カナ,郡名_英字,市区町村名,市区町村名_カナ,市区町村名_英字,政令市区名,政令市区名_カナ,政令市区名_英字,効力発生日,廃止日,備考
271004,大阪府,オオサカフ,Osaka,,,,大阪市,オオサカシ,Osaka-shi,,,,1947-04-17,,
271021,大阪府,オオサカフ,Osaka,,,,大阪市,オオサカシ,Osaka-shi,都島区,ミヤコジマク,Miyakojima-ku,1947-04-17,,
271039,大阪府,オオサカフ,Osaka,,,,大阪市,オオサカシ,Osaka-shi,福島区,フクシマク,Fukushima-ku,1947-04-17,,
271047,大阪府,オオサカフ,Osaka,,,,大阪市,オオサカシ,Osaka-shi,此花区,コノハナク,Konohana-ku,1947-04-17,,
271063,大阪府,オオサカフ,Osaka,,,,大阪市,オオサカシ,Osaka-shi,西区,ニシク,Nishi-ku,1947-04-17,,
271071,大阪府,オオサカフ,Osaka,,,,大阪市,オオサカシ,Osaka-shi,港区,ミナトク,Minato-ku,1947-04-17,,
271080,大阪府,オオサカフ,Osaka,,,,大阪市,オオサカシ,Osaka-shi,大正区,タイショウク,Taisho-ku,1947-04-17,,
271098,大阪府,オオサカフ,Osaka,,,,大阪市,オオサカシ,Osaka-shi,天王寺区,テンノウジク,Tennoji-ku,1947-04-17,,
271110,大阪府,オオサカフ,Osaka,,,,大阪市,オオサカシ,Osaka-shi,浪速区,ナニワク,Naniwa-ku,1947-04-17,,
271136,大阪府,オオサカフ,Osaka,,,,大阪市,オオサカシ,Osaka-shi,西淀川区,ニシヨドガワク,Nishiyodogawa-ku,1947-04-17,,
271144,大阪府,オオサカフ,Osaka,,,,大阪市,オオサカシ,Osaka-shi,東淀川区,ヒガシヨドガワク,Higashiyodogawa-ku,1947-04-17,,
271152,大阪府,オオサカフ,Osaka,,,,大阪市,オオサカシ,Osaka-shi,東成区,ヒガシナリク,Higashinari-ku,1947-04-17,,
271161,大阪府,オオサカフ,Osaka,,,,大阪市,オオサカシ,Osaka-shi,生野区,イクノク,Ikuno-ku,1947-04-17,,
271179,大阪府,オオサカフ,Osaka,,,,大阪市,オオサカシ,Osaka-shi,旭区,アサヒク,Asahi-ku,1947-04-17,,
271187,大阪府,オオサカフ,Osaka,,,,大阪市,オオサカシ,Osaka-shi,城東区,ジョウトウク,Joto-ku,1947-04-17,,
271195,大阪府,オオサカフ,Osaka,,,,大阪市,オオサカシ,Osaka-shi,阿倍野区,アベノク,Abeno-ku,1947-04-17,,
271209,大阪府,オオサカフ,Osaka,,,,大阪市,オオサカシ,Osaka-shi,住吉区,スミヨシク,Sumiyoshi-ku,1947-04-17,,
271217,大阪府,オオサカフ,Osaka,,,,大阪市,オオサカシ,Osaka-shi,東住吉区,ヒガシスミヨシク,Higashisumiyoshi-ku,1947-04-17,,
271225,大阪府,オオサカフ,Osaka,,,,大阪市,オオサカシ,Osaka-shi,西成区,ニシナリク,Nishinari-ku,1947-04-17,,
271233,大阪府,オオサカフ,Osaka,,,,大阪市,オオサカシ,Osaka-shi,淀川区,ヨドガワク,Yodogawa-ku,1947-04-17,,
271241,大阪府,オオサカフ,Osaka,,,,大阪市,オオサカシ,Osaka-shi,鶴見区,ツルミク,Tsurumi-ku,1947-04-17,,
271250,大阪府,オオサカフ,Osaka,,,,大阪市,オオサカシ,Osaka-shi,住之江区,スミノエク,Suminoe-ku,1947-04-17,,
271268,大阪府,オオサカフ,Osaka,,,,大阪市,オオサカシ,Osaka-shi,平野区,ヒラノク,Hirano-ku,1947-04-17,,
271276,大阪府,オオサカフ,Osaka,,,,大阪市,オオサカシ,Osaka-shi,北区,キタク,Kita-ku,1947-04-17,,
271284,大阪府,オオサカフ,Osaka,,,,大阪市,オオサカシ,Osaka-shi,中央区,チュウオウク,Chuo-ku,1947-04-17,,
271403,大阪府,オオサカフ,Osaka,,,,堺市,サカイシ,Sakai-shi,,,,1947-04-17,,
271411,大阪府,オオサカフ,Osaka,,,,堺市,サカイシ,Sakai-shi,堺区,サカイク,Sakai-ku,1947-04-17,,
271420,大阪府,オオサカフ,Osaka,,,,堺市,サカイシ,Sakai-shi,中区,ナカク,Naka-ku,1947-04-17,,
271438,大阪府,オオサカフ,Osaka,,,,堺市,サカイシ,Sakai-shi,東区,ヒガシク,Higashi-ku,1947-04-17,,
271446,大阪府,オオサカフ,Osaka,,,,堺市,サカイシ,Sakai-shi,西区,ニシク,Nishi-ku,1947-04-17,,
271454,大阪府,オオサカフ,Osaka,,,,堺市,サカイシ,Sakai-shi,南区,ミナミク,Minami-ku,1947-04-17,,
271462,大阪府,オオサカフ,Osaka,,,,堺市,サカイシ,Sakai-shi,北区,キタク,Kita-ku,1947-04-17,,
271471,大阪府,オオサカフ,Osaka,,,,堺市,サカイシ,Sakai-shi,美原区,ミハラク,Mihara-ku,1947-04-17,,
272027,大阪府,オオサカフ,Osaka,,,,岸和田市,キシワダシ,Kishiwada-shi,,,,1947-04-17,,
272035,大阪府,オオサカフ,Osaka,,,,豊中市,トヨナカシ,Toyonaka-shi,,,,1947-04-17,,
272043,大阪府,オオサカフ,Osaka,,,,池田市,イケダシ,Ikeda-shi,,,,1947-04-17,,
272051,大阪府,オオサカフ,Osaka,,,,吹田市,スイタシ,Suita-shi,,,,1947-04-17,,
272060,大阪府,オオサカフ,Osaka,,,,泉大津市,イズミオオツシ,Izumiotsu-shi,,,,1947-04-17,,
272078,大阪府,オオサカフ,Osaka,,,,高槻市,タカツキシ,Takatsuki-shi,,,,1947-04-17,,
272086,大阪府,オオサカフ,Osaka,,,,貝塚市,カイヅカシ,Kaizuka-shi,,,,1947-04-17,,
272094,大阪府,オオサカフ,Osaka,,,,守口市,モリグチシ,Moriguchi-shi,,,,1947-04-17,,
272108,大阪府,オオサカフ,Osaka,,,,枚方市,ヒラカタシ,Hirakata-shi,,,,1947-04-17,,
272116,大阪府,オオサカフ,Osaka,,,,茨木市,イバラキシ,Ibaraki-shi,,,,1947-04-17,,
272124,大阪府,オオサカフ,Osaka,,,,八尾市,ヤオシ,Yao-shi,,,,1947-04-17,,
272132,大阪府,オオサカフ,Osaka,,,,泉佐野市,イズミサノシ,Izumisano-shi,,,,1947-04-17,,
272141,大阪府,オオサカフ,Osaka,,,,富田林市,トンダバヤシシ,Tondabayashi-shi,,,,1947-04-17,,
272159,大阪府,オオサカフ,Osaka,,,,寝屋川市,ネヤガワシ,Neyagawa-shi,,,,1947-04-17,,
272167,大阪府,オオサカフ,Osaka,,,,河内長野市,カワチナガノシ,Kawachinagano-shi,,,,1947-04-17,,
272175,大阪府,オオサカフ,Osaka,,,,松原市,マツバラシ,Matsubara-shi,,,,1947-04-17,,
272183,大阪府,オオサカフ,Osaka,,,,大東市,ダイトウシ,Daito-shi,,,,1947-04-17,,
272191,大阪府,オオサカフ,Osaka,,,,和泉市,イズミシ,Izumi-shi,,,,1947-04-17,,
272205,大阪府,オオサカフ,Osaka,,,,箕面市,ミノオシ,Mino-shi,,,,1947-04-17,,
272213,大阪府,オオサカフ,Osaka,,,,柏原市,カシワラシ,Kashiwara-shi,,,,1947-04-17,,
272221,大阪府,オオサカフ,Osaka,,,,羽曳野市,ハビキノシ,Habikino-shi,,,,1947-04-17,,
272230,大阪府,オオサカフ,Osaka,,,,門真市,カドマシ,Kadoma-shi,,,,1947-04-17,,
272248,大阪府,オオサカフ,Osaka,,,,摂津市,セッツシ,Settsu-shi,,,,1947-04-17,,
272256,大阪府,オオサカフ,Osaka,,,,高石市,タカイシシ,Takaishi-shi,,,,1947-04-17,,
272264,大阪府,オオサカフ,Osaka,,,,藤井寺市,フジイデラシ,Fujiidera-shi,,,,1947-04-17,,
272272,大阪府,オオサカフ,Osaka,,,,東大阪市,ヒガシオオサカシ,Higashiosaka-shi,,,,1947-04-17,,
