全国地方公共団体コード,都道府県名,都道府県名_カナ,都道府県名_英字,郡名,郡名_カナ,郡名_英字,市区町村名,市区町村名_カナ,市区町村名_英字,政令市区名,政令市区名_カナ,政令市区名_英字,効力発生日,廃止日,備考
261009,京都府,キョウトフ,Kyoto,,,,京都市,キョウトシ,Kyoto-shi,,,,1947-04-17,,
261017,京都府,キョウトフ,Kyoto,,,,京都市,キョウトシ,Kyoto-shi,北区,キタク,Kita-ku,1947-04-17,,
261025,京都府,キョウトフ,Kyoto,,,,京都市,キョウトシ,Kyoto-shi,上京区,カミギョウク,Kamigyo-ku,1947-04-17,,
261033,京都府,キョウトフ,Kyoto,,,,京都市,キョウトシ,Kyoto-shi,左京区,サキョウク,Sakyo-ku,1947-04-17,,
261041,京都府,キョウトフ,Kyoto,,,,京都市,キョウトシ,Kyoto-shi,中京区,ナカギョウク,Nakagyo-ku,1947-04-17,,
261050,京都府,キョウトフ,Kyoto,,,,京都市,キョウトシ,Kyoto-shi,東山区,ヒガシヤマク,Higashiyama-ku,1947-04-17,,
261068,京都府,キョウトフ,Kyoto,,,,京都市,キョウトシ,Kyoto-shi,下京区,シモギョウク,Shimogyo-ku,1947-04-17,,
261076,京都府,キョウトフ,Kyoto,,,,京都市,キョウトシ,Kyoto-shi,南区,ミナミク,Minami-ku,1947-04-17,,
261084,京都府,キョウトフ,Kyoto,,,,京都市,キョウトシ,Kyoto-shi,右京区,ウキョウク,Ukyo-ku,1947-04-17,,
261092,京都府,キョウトフ,Kyoto,,,,京都市,キョウトシ,Kyoto-shi,伏見区,フシミク,Fushimi-ku,1947-04-17,,
261106,京都府,キョウトフ,Kyoto,,,,京都市,キョウトシ,Kyoto-shi,山科区,ヤマシナク,Yamashina-ku,1947-04-17,,
261114,京都府,キョウトフ,Kyoto,,,,京都市,キョウトシ,Kyoto-shi,西京区,ニシキョウク,Nishikyo-ku,1947-04-17,,
262013,京都府,キョウトフ,Kyoto,,,,福知山市,フクチヤマシ,Fukuchiyama-shi,,,,1947-04-17,,
262021,京都府,キョウトフ,Kyoto,,,,舞鶴市,マイヅルシ,Maizuru-shi,,,,1947-04-17,,
262030,京都府,キョウトフ,Kyoto,,,,綾部市,アヤベシ,Ayabe-shi,,,,1947-04-17,,
262048,京都府,キョウトフ,Kyoto,,,,宇治市,ウジシ,Uji-shi,,,,1947-04-17,,
262056,京都府,キョウトフ,Kyoto,,,,宮津市,ミヤヅシ,Miyazu-shi,,,,1947-04-17,,
262064,京都府,キョウトフ,Kyoto,,,,亀岡市,カメオカシ,Kameoka-shi,,,,1947-04-17,,
262072,京都府,キョウトフ,Kyoto,,,,城陽市,ジョウヨウシ,Joyo-shi,,,,1947-04-17,,
262081,京都府,キョウトフ,Kyoto,,,,向日市,ムコウシ,Muko-shi,,,,1947-04-17,,
262099,京都府,キョウトフ,Kyoto,,,,長岡京市,ナガオカキョウシ,Nagaokakyo-shi,,,,1947-04-17,,
262102,京都府,キョウトフ,Kyoto,,,,八幡市,ヤワタシ,Yawata-shi,,,,1947-04-17,,
262111,京都府,キョウトフ,Kyoto,,,,京田辺市,キョウタナベシ,Kyotanabe-shi,,,,1947-04-17,,
262129,京都府,キョウトフ,Kyoto,,,,京丹後市,キョウタンゴシ,Kyotango-shi,,,,1947-04-17,,
262137,京都府,キョウトフ,Kyoto,,,,南丹市,ナンタンシ,Nantan-shi,,,,1947-04-17,,
262145,京都府,キョウトフ,Kyoto,,,,木津川市,キヅガワシ,Kizugawa-shi,,,,1947-04-17,,
263036,京都府,キョウトフ,Kyoto,乙訓郡,オトクニグン,Otokuni-gun,大山崎町,オオヤマザキチョウ,Oyamazaki-cho,,,,1947-04-17,,
263222,京都府,キョウトフ,Kyoto,久世郡,クセグン,Kuse-gun,久御山町,クミヤマチョウ,Kumiyama-cho,,,,1947-04-17,,
263435,京都府,キョウトフ,Kyoto,綴喜郡,ツヅキグン,Tsuzuki-gun,井手町,イデチョウ,Ide-cho,,,,1947-04-17,,
263443,京都府,キョウトフ,Kyoto,綴喜郡,ツヅキグン,Tsuzuki-gun,宇治田原町,ウジタワラチョウ,Ujitawara-cho,,,,1947-04-17,,
263648,京都府,キョウトフ,Kyoto,相楽郡,ソウラクグン,Soraku-gun,笠置町,カサギチョウ,Kasagi-cho,,,,1947-04-17,,
263656,京都府,キョウトフ,Kyoto,相楽郡,ソウラクグン,Soraku-gun,和束町,ワヅカチョウ,Wazuka-cho,,,,1947-04-17,,
263664,京都府,キョウトフ,Kyoto,相楽郡,ソウラクグン,Soraku-gun,精華町,セイカチョウ,Seika-cho,,,,1947-04-17,,
263672,京都府,キョウトフ,Kyoto,相楽郡,ソウラクグン,Soraku-gun,南山城村,ミナミヤマシロムラ,Minamiyamashiro-mura,,,,1947-04-17,,
264075,京都府,キョウトフ,Kyoto,船井郡,フナイグン,Funai-gun,京丹波町,キョウタンバチョウ,Kyotamba-cho,,,,1947-04-17,,
264636,京都府,キョウトフ,Kyoto,与謝郡,ヨザグン,Yosa-gun,伊根町,イネチョウ,Ine-cho,,,,1947-04-17,,
264652,京都府,キョウトフ,Kyoto,与謝郡,ヨザグン,Yosa-gun,与謝野町,ヨサノチョウ,Yosano-cho,,,,1947-04-17,,
