町字id,町字区分コード,大字・町名,大字・町名_カナ,大字・町名_英字,丁目名,丁目名_カナ,丁目名_数字,小字名,小字名_カナ,小字名_英字,住居表示フラグ,住居表示方式コード,大字・町_通称フラグ,小字_通称フラグ,大字・町外字フラグ,小字外字フラグ,状態フラグ,起番フラグ,効力発生日,廃止日,原典資料コード,郵便番号,備考
0000101,3,,,,,,,井土堀,イドボリ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
0000102,3,,,,,,,下在家,ゲザイケ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
0000103,3,,,,,,,境堀,サカイボリ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
0000104,3,,,,,,,権太,ゴンタ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
0000105,3,,,,,,,古川,フルカワ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
0000106,3,,,,,,,荒谷,コウヤ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
0000107,3,,,,,,,高野,コウヤ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
0000108,3,,,,,,,笹屋敷,ササヤシキ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
0000109,3,,,,,,,山王,サンノウ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
0000110,3,,,,,,,四ツ谷,ヨツヤ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
0000111,3,,,,,,,寺西,テラニシ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
0000112,3,,,,,,,十呂盤,ソロバン,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
0000113,3,,,,,,,小在家,コザイケ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
0000114,3,,,,,,,沼屋敷浦,ヌマヤシキウラ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
0000115,3,,,,,,,神屋敷,カミヤシキ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
0000116,3,,,,,,,水神,ミズカミ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
0000117,3,,,,,,,石場,イシバ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
0000118,3,,,,,,,赤沼,アカヌマ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
0000119,3,,,,,,,赤沼下,アカヌマシタ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
0000120,3,,,,,,,宅地,タクチ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
0000121,3,,,,,,,沢目,サワメ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
0000122,3,,,,,,,竹野花,タケノハナ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
0000123,3,,,,,,,中在家,ナカザイケ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
0000124,3,,,,,,,中村,ナカムラ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
0000125,3,,,,,,,中谷地,ナカヤチ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
0000126,3,,,,,,,中野,ナカノ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
0000127,3,,,,,,,田中,タナカ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
0000128,3,,,,,,,藤田新田,フジタシンデン,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
0000129,3,,,,,,,南田中,ミナミタナカ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
0000130,3,,,,,,,二又,フタマタ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
0000131,3,,,,,,,梅ノ木,ウメノキ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
0000132,3,,,,,,,番古,バンコ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
0000133,3,,,,,,,浜田,ハマダ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
0000134,3,,,,,,,北中谷地,キタナカヤチ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
0000135,3,,,,,,,堀添,ホリゾエ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
0001000,1,西新丁,ニシシンチョウ,Nishishincho,,,,,,,0,0,0,0,0,0,0,1,1947-04-17,,0 ,9840045,
0002000,1,東新丁,ヒガシシンチョウ,Higashishincho,,,,,,,0,0,0,0,0,0,0,1,1947-04-17,,0 ,9840043,
0003000,1,南石切町,ミナミイシキリマチ,Minamiishikirimachi,,,,,,,0,0,0,0,0,0,0,1,1947-04-17,,0 ,9840804,
0004000,1,八軒小路,ハチケンコウジ,Hachikenkoji,,,,,,,0,0,0,0,0,0,0,1,1947-04-17,,0 ,9840802,
0005000,1,土樋,ツチトイ,Tsuchitoi,,,,,,,0,0,0,0,0,0,0,1,1947-04-17,,0 ,9840065,
0005001,2,土樋,ツチトイ,Tsuchitoi,一丁目,１チョウメ,1,,,,1,1,0,0,0,0,0,1,1947-04-17,,0 ,,
0006000,1,穀町,コクチョウ,Kokucho,,,,,,,0,0,0,0,0,0,0,1,1947-04-17,,0 ,9840807,
0007000,1,東九番丁,ヒガシクバンチョウ,Higashi9-Bancho,,,,,,,0,0,0,0,0,0,0,1,1947-04-17,,0 ,9840071,
0008000,1,新弓ノ町,シンユミノマチ,Shinyuminomachi,,,,,,,0,0,0,0,0,0,0,1,1947-04-17,,0 ,9840803,
0009000,1,石垣町,イシガキマチ,Ishigakimachi,,,,,,,0,0,0,0,0,0,0,1,1947-04-17,,0 ,9840064,
0010000,1,裏柴田町,ウラシバタマチ,Urashibatamachi,,,,,,,0,0,0,0,0,0,0,1,1947-04-17,,0 ,9840054,
0011000,1,東八番丁,ヒガシハチバンチョウ,Higashi8-Bancho,,,,,,,0,0,0,0,0,0,0,1,1947-04-17,,0 ,9840072,
0012000,1,清水小路,シミズコウジ,Shimizukoji,,,,,,,0,0,0,0,0,0,0,1,1947-04-17,,0 ,9840075,
0013000,1,椌木通,ゴウラキドオリ,Gorakidori,,,,,,,0,0,0,0,0,0,0,1,1947-04-17,,0 ,9840044,
0014000,1,畳屋丁,タタミヤチョウ,Tatamiyacho,,,,,,,0,0,0,0,0,0,0,1,1947-04-17,,0 ,9840801,
0015000,1,東七番丁,ヒガシシチバンチョウ,Higashi7-Bancho,,,,,,,0,0,0,0,0,0,0,1,1947-04-17,,0 ,9840074,
0016000,1,弓ノ町,ユミノマチ,Yuminomachi,,,,,,,0,0,0,0,0,0,0,1,1947-04-17,,0 ,9840062,
0017000,1,表柴田町,オモテシバタマチ,Omoteshibatamachi,,,,,,,0,0,0,0,0,0,0,1,1947-04-17,,0 ,9840055,
0018000,1,舟丁,フナチョウ,Funacho,,,,,,,0,0,0,0,0,0,0,1,1947-04-17,,0 ,9840806,
0019001,2,木ノ下,キノシタ,Kinoshita,一丁目,１チョウメ,1,,,,1,1,0,0,0,0,0,1,1947-04-17,,0 ,,
0019002,2,木ノ下,キノシタ,Kinoshita,二丁目,２チョウメ,2,,,,1,1,0,0,0,0,0,1,1947-04-17,,0 ,,
0019003,2,木ノ下,キノシタ,Kinoshita,三丁目,３チョウメ,3,,,,1,1,0,0,0,0,0,1,1947-04-17,,0 ,,
0019004,2,木ノ下,キノシタ,Kinoshita,四丁目,４チョウメ,4,,,,1,1,0,0,0,0,0,1,1947-04-17,,0 ,,
0019005,2,木ノ下,キノシタ,Kinoshita,五丁目,５チョウメ,5,,,,1,1,0,0,0,0,0,1,1947-04-17,,0 ,,
0020000,1,六十人町,ロクジュウニンマチ,Rokujunimmachi,,,,,,,0,0,0,0,0,0,0,1,1947-04-17,,0 ,9840813,
0021000,1,沖野,オキノ,Okino,,,,,,,0,0,0,0,0,0,0,0,1947-04-17,,0 ,9840831,
0021001,2,沖野,オキノ,Okino,一丁目,１チョウメ,1,,,,1,1,0,0,0,0,0,1,1947-04-17,,0 ,,
0021002,2,沖野,オキノ,Okino,二丁目,２チョウメ,2,,,,1,1,0,0,0,0,0,1,1947-04-17,,0 ,,
0021003,2,沖野,オキノ,Okino,三丁目,３チョウメ,3,,,,1,1,0,0,0,0,0,1,1947-04-17,,0 ,,
0021004,2,沖野,オキノ,Okino,四丁目,４チョウメ,4,,,,1,1,0,0,0,0,0,1,1947-04-17,,0 ,,
0021005,2,沖野,オキノ,Okino,五丁目,５チョウメ,5,,,,1,1,0,0,0,0,0,1,1947-04-17,,0 ,,
0021006,2,沖野,オキノ,Okino,六丁目,６チョウメ,6,,,,1,1,0,0,0,0,0,1,1947-04-17,,0 ,,
0021007,2,沖野,オキノ,Okino,七丁目,７チョウメ,7,,,,1,1,0,0,0,0,0,1,1947-04-17,,0 ,,
0021101,3,沖野,オキノ,Okino,,,,字北門,アザキタモン,,0,0,0,0,0,0,0,1,1947-04-17,,0 ,,
0021102,3,沖野,オキノ,Okino,,,,字河原,アザカワラ,,0,0,0,0,0,0,0,1,1947-04-17,,0 ,,
0021103,3,沖野,オキノ,Okino,,,,字河原越,アザカワラゴエ,,0,0,0,0,0,0,0,1,1947-04-17,,0 ,,
0021104,3,沖野,オキノ,Okino,,,,字舘,アザタテ,,0,0,0,0,0,0,0,1,1947-04-17,,0 ,,
