町字id,町字区分コード,大字・町名,大字・町名_カナ,大字・町名_英字,丁目名,丁目名_カナ,丁目名_数字,小字名,小字名_カナ,小字名_英字,住居表示フラグ,住居表示方式コード,大字・町_通称フラグ,小字_通称フラグ,大字・町外字フラグ,小字外字フラグ,状態フラグ,起番フラグ,効力発生日,廃止日,原典資料コード,郵便番号,備考
0000101,3,,,,,,,下糸田,シモイトダ,Shimoitoda,0,0,0,1,0,0,0,0,1947-04-17,,0 ,8221312,
0000102,3,,,,,,,宮床団地,ミヤトコダンチ,Miyatokodanchi,0,0,0,1,0,0,0,0,1947-04-17,,0 ,8221305,
0000103,3,,,,,,,宮川,ミヤガワ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
0000104,3,,,,,,,宮川二,ミヤガワニ,Miyagawa2,0,0,0,1,0,0,0,0,1947-04-17,,0 ,8221315,
0000105,3,,,,,,,宮谷,ミヤタニ,Miyatani,0,0,0,1,0,0,0,0,1947-04-17,,0 ,8221321,
0000106,3,,,,,,,自由ヶ丘,ジユウガオカ,Jiyugaoka,0,0,0,1,0,0,0,0,1947-04-17,,0 ,8221304,
0000107,3,,,,,,,上糸田,カミイトダ,Kamiitoda,0,0,0,1,0,0,0,0,1947-04-17,,0 ,8221316,
0000108,3,,,,,,,真岡,シンオカ,Shinoka,0,0,0,1,0,0,0,0,1947-04-17,,0 ,8221323,
0000109,3,,,,,,,鼠ヶ池,ネヅガイケ,Nezugaike,0,0,0,1,0,0,0,0,1947-04-17,,0 ,8221326,
0000110,3,,,,,,,大熊,オオクマ,Okuma,0,0,0,1,0,0,0,0,1947-04-17,,0 ,8221302,
0000111,3,,,,,,,中糸田,ナカイトダ,Nakaitoda,0,0,0,1,0,0,0,0,1947-04-17,,0 ,8221314,
0000112,3,,,,,,,桃山,モモヤマ,Momoyama,0,0,0,1,0,0,0,0,1947-04-17,,0 ,8221303,
0000113,3,,,,,,,南糸田,ミナミイトダ,Minamiitoda,0,0,0,1,0,0,0,0,1947-04-17,,0 ,8221325,
0000114,3,,,,,,,北区,キタク,Kitaku,0,0,0,1,0,0,0,0,1947-04-17,,0 ,8221311,
0000115,3,,,,,,,堀川,ホリカワ,Horikawa,0,0,0,1,0,0,0,0,1947-04-17,,0 ,8221301,
0001000,1,川宮,カワミヤ,,,,,,,,0,0,0,0,0,0,0,1,1947-04-17,,0 ,,
