全国地方公共団体コード,都道府県名,都道府県名_カナ,都道府県名_英字,郡名,郡名_カナ,郡名_英字,市区町村名,市区町村名_カナ,市区町村名_英字,政令市区名,政令市区名_カナ,政令市区名_英字,効力発生日,廃止日,備考
044067,宮城県,ミヤギケン,Miyagi,宮城郡,ミヤギグン,Miyagi-gun,利府町,リフチョウ,Rifu-cho,,,,1947-04-17,,
044211,宮城県,ミヤギケン,Miyagi,黒川郡,クロカワグン,Kurokawa-gun,大和町,タイワチョウ,Taiwa-cho,,,,1947-04-17,,
044229,宮城県,ミヤギケン,Miyagi,黒川郡,クロカワグン,Kurokawa-gun,大郷町,オオサトチョウ,Osato-cho,,,,1947-04-17,,
044245,宮城県,ミヤギケン,Miyagi,黒川郡,クロカワグン,Kurokawa-gun,大衡村,オオヒラムラ,Ohira-mura,,,,1947-04-17,,
044440,宮城県,ミヤギケン,Miyagi,加美郡,カミグン,Kami-gun,色麻町,シカマチョウ,Shikama-cho,,,,1947-04-17,,
044458,宮城県,ミヤギケン,Miyagi,加美郡,カミグン,Kami-gun,加美町,カミマチ,Kami-machi,,,,1947-04-17,,
045012,宮城県,ミヤギケン,Miyagi,遠田郡,トオダグン,Toda-gun,涌谷町,ワクヤチョウ,Wakuya-cho,,,,1947-04-17,,
045055,宮城県,ミヤギケン,Miyagi,遠田郡,トオダグン,Toda-gun,美里町,ミサトマチ,Misato-machi,,,,1947-04-17,,
045811,宮城県,ミヤギケン,Miyagi,牡鹿郡,オシカグン,Oshika-gun,女川町,オナガワチョウ,Onagawa-cho,,,,1947-04-17,,
046060,宮城県,ミヤギケン,Miyagi,本吉郡,モトヨシグン,Motoyoshi-gun,南三陸町,ミナミサンリクチョウ,Minamisanriku-cho,,,,1947-04-17,,
