全国地方公共団体コード,都道府県名,都道府県名_カナ,都道府県名_英字,郡名,郡名_カナ,郡名_英字,市区町村名,市区町村名_カナ,市区町村名_英字,政令市区名,政令市区名_カナ,政令市区名_英字,効力発生日,廃止日,備考
041009,宮城県,ミヤギケン,Miyagi,,,,仙台市,センダイシ,Sendai-shi,,,,1947-04-17,,
041017,宮城県,ミヤギケン,Miyagi,,,,仙台市,センダイシ,Sendai-shi,青葉区,アオバク,Aoba-ku,1947-04-17,,
041025,宮城県,ミヤギケン,Miyagi,,,,仙台市,センダイシ,Sendai-shi,宮城野区,ミヤギノク,Miyagino-ku,1947-04-17,,
041033,宮城県,ミヤギケン,Miyagi,,,,仙台市,センダイシ,Sendai-shi,若林区,ワカバヤシク,Wakabayashi-ku,1947-04-17,,
041041,宮城県,ミヤギケン,Miyagi,,,,仙台市,センダイシ,Sendai-shi,太白区,タイハクク,Taihaku-ku,1947-04-17,,
041050,宮城県,ミヤギケン,Miyagi,,,,仙台市,センダイシ,Sendai-shi,泉区,イズミク,Izumi-ku,1947-04-17,,
042021,宮城県,ミヤギケン,Miyagi,,,,石巻市,イシノマキシ,Ishinomaki-shi,,,,1947-04-17,,
042030,宮城県,ミヤギケン,Miyagi,,,,塩竈市,シオガマシ,Shiogama-shi,,,,1947-04-17,,
042056,宮城県,ミヤギケン,Miyagi,,,,気仙沼市,ケセンヌマシ,Kesennuma-shi,,,,1947-04-17,,
042064,宮城県,ミヤギケン,Miyagi,,,,白石市,シロイシシ,Shiroishi-shi,,,,1947-04-17,,
042072,宮城県,ミヤギケン,Miyagi,,,,名取市,ナトリシ,Natori-shi,,,,1947-04-17,,
042081,宮城県,ミヤギケン,Miyagi,,,,角田市,カクダシ,Kakuda-shi,,,,1947-04-17,,
042099,宮城県,ミヤギケン,Miyagi,,,,多賀城市,タガジョウシ,Tagajo-shi,,,,1947-04-17,,
042111,宮城県,ミヤギケン,Miyagi,,,,岩沼市,イワヌマシ,Iwanuma-shi,,,,1947-04-17,,
042129,宮城県,ミヤギケン,Miyagi,,,,登米市,トメシ,Tome-shi,,,,1947-04-17,,
042137,宮城県,ミヤギケン,Miyagi,,,,栗原市,クリハラシ,Kurihara-shi,,,,1947-04-17,,
042145,宮城県,ミヤギケン,Miyagi,,,,東松島市,ヒガシマツシマシ,Higashimatsushima-shi,,,,1947-04-17,,
042153,宮城県,ミヤギケン,Miyagi,,,,大崎市,オオサキシ,Osaki-shi,,,,1947-04-17,,
042161,宮城県,ミヤギケン,Miyagi,,,,富谷市,トミヤシ,Tomiya-shi,,,,1947-04-17,,
043010,宮城県,ミヤギケン,Miyagi,刈田郡,カッタグン,Katta-gun,蔵王町,ザオウマチ,Zao-machi,,,,1947-04-17,,
043028,宮城県,ミヤギケン,Miyagi,刈田郡,カッタグン,Katta-gun,七ヶ宿町,シチカシュクマチ,Shichikashuku-machi,,,,1947-04-17,,
043214,宮城県,ミヤギケン,Miyagi,柴田郡,シバタグン,Shibata-gun,大河原町,オオガワラマチ,Ogawara-machi,,,,1947-04-17,,
043222,宮城県,ミヤギケン,Miyagi,柴田郡,シバタグン,Shibata-gun,村田町,ムラタマチ,Murata-machi,,,,1947-04-17,,
043231,宮城県,ミヤギケン,Miyagi,柴田郡,シバタグン,Shibata-gun,柴田町,シバタマチ,Shibata-machi,,,,1947-04-17,,
043249,宮城県,ミヤギケン,Miyagi,柴田郡,シバタグン,Shibata-gun,川崎町,カワサキマチ,Kawasaki-machi,,,,1947-04-17,,
043419,宮城県,ミヤギケン,Miyagi,伊具郡,イググン,Igu-gun,丸森町,マルモリマチ,Marumori-machi,,,,1947-04-17,,
043613,宮城県,ミヤギケン,Miyagi,亘理郡,ワタリグン,Watari-gun,亘理町,ワタリチョウ,Watari-cho,,,,1947-04-17,,
043621,宮城県,ミヤギケン,Miyagi,亘理郡,ワタリグン,Watari-gun,山元町,ヤマモトチョウ,Yamamoto-cho,,,,1947-04-17,,
044016,宮城県,ミヤギケン,Miyagi,宮城郡,ミヤギグン,Miyagi-gun,松島町,マツシママチ,Matsushima-machi,,,,1947-04-17,,
044041,宮城県,ミヤギケン,Miyagi,宮城郡,ミヤギグン,Miyagi-gun,七ヶ浜町,シチガハママチ,Shichigahama-machi,,,,1947-04-17,,
