全国地方公共団体コード,都道府県名,都道府県名_カナ,都道府県名_英字,郡名,郡名_カナ,郡名_英字,市区町村名,市区町村名_カナ,市区町村名_英字,政令市区名,政令市区名_カナ,政令市区名_英字,効力発生日,廃止日,備考
192015,山梨県,ヤマナシケン,Yamanashi,,,,甲府市,コウフシ,Kofu-shi,,,,1947-04-17,,
192023,山梨県,ヤマナシケン,Yamanashi,,,,富士吉田市,フジヨシダシ,Fujiyoshida-shi,,,,1947-04-17,,
192040,山梨県,ヤマナシケン,Yamanashi,,,,都留市,ツルシ,Tsuru-shi,,,,1947-04-17,,
192058,山梨県,ヤマナシケン,Yamanashi,,,,山梨市,ヤマナシシ,Yamanashi-shi,,,,1947-04-17,,
192066,山梨県,ヤマナシケン,Yamanashi,,,,大月市,オオツキシ,Otsuki-shi,,,,1947-04-17,,
192074,山梨県,ヤマナシケン,Yamanashi,,,,韮崎市,ニラサキシ,Nirasaki-shi,,,,1947-04-17,,
192082,山梨県,ヤマナシケン,Yamanashi,,,,南アルプス市,ミナミアルプスシ,Minamiarupusu-shi,,,,1947-04-17,,
192091,山梨県,ヤマナシケン,Yamanashi,,,,北杜市,ホクトシ,Hokuto-shi,,,,1947-04-17,,
192104,山梨県,ヤマナシケン,Yamanashi,,,,甲斐市,カイシ,Kai-shi,,,,1947-04-17,,
192112,山梨県,ヤマナシケン,Yamanashi,,,,笛吹市,フエフキシ,Fuefuki-shi,,,,1947-04-17,,
192121,山梨県,ヤマナシケン,Yamanashi,,,,上野原市,ウエノハラシ,Uenohara-shi,,,,1947-04-17,,
192139,山梨県,ヤマナシケン,Yamanashi,,,,甲州市,コウシュウシ,Koshu-shi,,,,1947-04-17,,
192147,山梨県,ヤマナシケン,Yamanashi,,,,中央市,チュウオウシ,Chuo-shi,,,,1947-04-17,,
193461,山梨県,ヤマナシケン,Yamanashi,西八代郡,ニシヤツシログン,Nishiyatsushiro-gun,市川三郷町,イチカワミサトチョウ,Ichikawamisato-,,,,1947-04-17,,
193640,山梨県,ヤマナシケン,Yamanashi,南巨摩郡,ミナミコマグン,Minamikoma-gun,早川町,ハヤカワチョウ,Hayakawa-cho,,,,1947-04-17,,
193658,山梨県,ヤマナシケン,Yamanashi,南巨摩郡,ミナミコマグン,Minamikoma-gun,身延町,ミノブチョウ,Minobu-cho,,,,1947-04-17,,
193666,山梨県,ヤマナシケン,Yamanashi,南巨摩郡,ミナミコマグン,Minamikoma-gun,南部町,ナンブチョウ,Nambu-cho,,,,1947-04-17,,
193682,山梨県,ヤマナシケン,Yamanashi,南巨摩郡,ミナミコマグン,Minamikoma-gun,富士川町,フジカワチョウ,Fujikawa-cho,,,,1947-04-17,,
193844,山梨県,ヤマナシケン,Yamanashi,中巨摩郡,ナカコマグン,Nakakoma-gun,昭和町,ショウワチョウ,Showa-cho,,,,1947-04-17,,
194221,山梨県,ヤマナシケン,Yamanashi,南都留郡,ミナミツルグン,Minamitsuru-gun,道志村,ドウシムラ,Doshi-mura,,,,1947-04-17,,
194239,山梨県,ヤマナシケン,Yamanashi,南都留郡,ミナミツルグン,Minamitsuru-gun,西桂町,ニシカツラチョウ,Nishikatsura-cho,,,,1947-04-17,,
194247,山梨県,ヤマナシケン,Yamanashi,南都留郡,ミナミツルグン,Minamitsuru-gun,忍野村,オシノムラ,Oshino-mura,,,,1947-04-17,,
194255,山梨県,ヤマナシケン,Yamanashi,南都留郡,ミナミツルグン,Minamitsuru-gun,山中湖村,ヤマナカコムラ,Yamanakako-mura,,,,1947-04-17,,
194298,山梨県,ヤマナシケン,Yamanashi,南都留郡,ミナミツルグン,Minamitsuru-gun,鳴沢村,ナルサワムラ,Narusawa-mura,,,,1947-04-17,,
194301,山梨県,ヤマナシケン,Yamanashi,南都留郡,ミナミツルグン,Minamitsuru-gun,富士河口湖町,フジカワグチコマチ,Fujikawaguchiko-machi,,,,1947-04-17,,
194425,山梨県,ヤマナシケン,Yamanashi,北都留郡,キタツルグン,Kitatsuru-gun,小菅村,コスゲムラ,Kosuge-mura,,,,1947-04-17,,
194433,山梨県,ヤマナシケン,Yamanashi,北都留郡,キタツルグン,Kitatsuru-gun,丹波山村,タバヤマムラ,Tabayama-mura,,,,1947-04-17,,
