町字id,町字区分コード,大字・町名,大字・町名_カナ,大字・町名_英字,丁目名,丁目名_カナ,丁目名_数字,小字名,小字名_カナ,小字名_英字,住居表示フラグ,住居表示方式コード,大字・町_通称フラグ,小字_通称フラグ,大字・町外字フラグ,小字外字フラグ,状態フラグ,起番フラグ,効力発生日,廃止日,原典資料コード,郵便番号,備考
0000101,3,,,,,,,サッパナ,サッパナ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
0000102,3,,,,,,,安根,アンネ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
0000103,3,,,,,,,一名代,テンナス,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
0000104,3,,,,,,,塩屋,シオヤ,Shioya,0,0,0,1,0,0,0,0,1947-04-17,,0 ,9051311,
0000105,3,,,,,,,屋嘉比上原,ヤカビウエバル,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
0000106,3,,,,,,,加次良俣,カジラマタ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
0000107,3,,,,,,,外堀田原,ソトホリタバル,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
0000108,3,,,,,,,喜如嘉,キゾカ,Kijoka,0,0,0,1,0,0,0,0,1947-04-17,,0 ,9051303,
0000109,3,,,,,,,喜納,キナ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
0000110,3,,,,,,,喜味原,キミバル,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
0000111,3,,,,,,,玉合原,タマゴウバル,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
0000112,3,,,,,,,江洲原,エスバル,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
0000113,3,,,,,,,根謝銘,ネザメ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
0000114,3,,,,,,,城原,グスクバル,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
0000115,3,,,,,,,前田原,マエダバル,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
0000116,3,,,,,,,大宜味,オオギミ,Ogimi,0,0,0,1,0,0,0,0,1947-04-17,,0 ,9051306,
0000117,3,,,,,,,大川原,オオカワバル,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
0000118,3,,,,,,,大保,タイホ,Taiho,0,0,0,1,0,0,0,0,1947-04-17,,0 ,9051315,
0000119,3,,,,,,,池畑,イケバタ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
0000120,3,,,,,,,中福地原,ナカフクヂバル,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
0000121,3,,,,,,,島之上原,シマノウエバル,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
0000122,3,,,,,,,立舛,タテマシ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
0001000,1,字白浜,アザシラハマ,Shirahama,,,,,,,0,0,0,0,0,0,0,1,1947-04-17,,0 ,9051316,
0002000,1,字田港,アザタミナト,Taminato,,,,,,,0,0,0,0,0,0,0,1,1947-04-17,,0 ,9051314,
0003000,1,字大保,アザタイホ,Taiho,,,,,,,0,0,0,0,0,0,0,1,1947-04-17,,0 ,9051315,
0004000,1,字喜如嘉,アザキジョカ,Kijoka,,,,,,,0,0,0,0,0,0,0,1,1947-04-17,,0 ,9051303,
0005000,1,字謝名城,アザジャナグシク,Janagusuku,,,,,,,0,0,0,0,0,0,0,1,1947-04-17,,0 ,9051302,
0006000,1,字押川,アザオシカワ,Oshikawa,,,,,,,0,0,0,0,0,0,0,1,1947-04-17,,0 ,9051313,
0007000,1,字大宜味,アザオオギミ,Ogimi,,,,,,,0,0,0,0,0,0,0,1,1947-04-17,,0 ,9051306,
0008000,1,字根路銘,アザネロメ,Nerome,,,,,,,0,0,0,0,0,0,0,1,1947-04-17,,0 ,9051307,
0009000,1,字饒波,アザヌウハ,Nuha,,,,,,,0,0,0,0,0,0,0,0,1947-04-17,,0 ,9051304,
0010000,1,字塩屋,アザシオヤ,Shioya,,,,,,,0,0,0,0,0,0,0,1,1947-04-17,,0 ,9051311,
0011000,1,字大兼久,アザオオガネク,Oganeku,,,,,,,0,0,0,0,0,0,0,1,1947-04-17,,0 ,9051305,
0012000,1,字屋古,アザヤコ,Yako,,,,,,,0,0,0,0,0,0,0,1,1947-04-17,,0 ,9051312,
0013000,1,字上原,アザウエハラ,Uehara,,,,,,,0,0,0,0,0,0,0,1,1947-04-17,,0 ,9051308,
0014000,1,字宮城,アザミヤギ,Miyagi,,,,,,,0,0,0,0,0,0,0,1,1947-04-17,,0 ,9051319,
0015000,1,字津波,アザツハ,Tsuha,,,,,,,0,0,0,0,0,0,0,1,1947-04-17,,0 ,9051318,
0016000,1,字田嘉里,アザタカザト,Takazato,,,,,,,0,0,0,0,0,0,0,1,1947-04-17,,0 ,9051301,
