全国地方公共団体コード,都道府県名,都道府県名_カナ,都道府県名_英字,郡名,郡名_カナ,郡名_英字,市区町村名,市区町村名_カナ,市区町村名_英字,政令市区名,政令市区名_カナ,政令市区名_英字,効力発生日,廃止日,備考
434043,熊本県,クマモトケン,Kumamoto,菊池郡,キクチグン,Kikuchi-gun,菊陽町,キクヨウマチ,Kikuyo-machi,,,,1947-04-17,,
434230,熊本県,クマモトケン,Kumamoto,阿蘇郡,アソグン,Aso-gun,南小国町,ミナミオグニマチ,Minamioguni-machi,,,,1947-04-17,,
434248,熊本県,クマモトケン,Kumamoto,阿蘇郡,アソグン,Aso-gun,小国町,オグニマチ,Oguni-machi,,,,1947-04-17,,
434256,熊本県,クマモトケン,Kumamoto,阿蘇郡,アソグン,Aso-gun,産山村,ウブヤマムラ,Ubuyama-mura,,,,1947-04-17,,
434281,熊本県,クマモトケン,Kumamoto,阿蘇郡,アソグン,Aso-gun,高森町,タカモリマチ,Takamori-machi,,,,1947-04-17,,
434329,熊本県,クマモトケン,Kumamoto,阿蘇郡,アソグン,Aso-gun,西原村,ニシハラムラ,Nishihara-mura,,,,1947-04-17,,
434337,熊本県,クマモトケン,Kumamoto,阿蘇郡,アソグン,Aso-gun,南阿蘇村,ミナミアソムラ,Minamiaso-mura,,,,1947-04-17,,
434418,熊本県,クマモトケン,Kumamoto,上益城郡,カミマシキグン,Kamimashiki-gun,御船町,ミフネマチ,Mifune-machi,,,,1947-04-17,,
434426,熊本県,クマモトケン,Kumamoto,上益城郡,カミマシキグン,Kamimashiki-gun,嘉島町,カシママチ,Kashima-machi,,,,1947-04-17,,
434434,熊本県,クマモトケン,Kumamoto,上益城郡,カミマシキグン,Kamimashiki-gun,益城町,マシキマチ,Mashiki-machi,,,,1947-04-17,,
434442,熊本県,クマモトケン,Kumamoto,上益城郡,カミマシキグン,Kamimashiki-gun,甲佐町,コウサマチ,Kosa-machi,,,,1947-04-17,,
434477,熊本県,クマモトケン,Kumamoto,上益城郡,カミマシキグン,Kamimashiki-gun,山都町,ヤマトチョウ,Yamato-cho,,,,1947-04-17,,
434680,熊本県,クマモトケン,Kumamoto,八代郡,ヤツシログン,Yatsushiro-gun,氷川町,ヒカワチョウ,Hikawa-cho,,,,1947-04-17,,
434825,熊本県,クマモトケン,Kumamoto,葦北郡,アシキタグン,Ashikita-gun,芦北町,アシキタマチ,Ashikita-machi,,,,1947-04-17,,
434841,熊本県,クマモトケン,Kumamoto,葦北郡,アシキタグン,Ashikita-gun,津奈木町,ツナギマチ,Tsunagi-machi,,,,1947-04-17,,
435015,熊本県,クマモトケン,Kumamoto,球磨郡,クマグン,Kuma-gun,錦町,ニシキマチ,Nishiki-machi,,,,1947-04-17,,
435058,熊本県,クマモトケン,Kumamoto,球磨郡,クマグン,Kuma-gun,多良木町,タラギマチ,Taragi-machi,,,,1947-04-17,,
435066,熊本県,クマモトケン,Kumamoto,球磨郡,クマグン,Kuma-gun,湯前町,ユノマエマチ,Yunomae-machi,,,,1947-04-17,,
435074,熊本県,クマモトケン,Kumamoto,球磨郡,クマグン,Kuma-gun,水上村,ミズカミムラ,Mizukami-mura,,,,1947-04-17,,
435104,熊本県,クマモトケン,Kumamoto,球磨郡,クマグン,Kuma-gun,相良村,サガラムラ,Sagara-mura,,,,1947-04-17,,
435112,熊本県,クマモトケン,Kumamoto,球磨郡,クマグン,Kuma-gun,五木村,イツキムラ,Itsuki-mura,,,,1947-04-17,,
435121,熊本県,クマモトケン,Kumamoto,球磨郡,クマグン,Kuma-gun,山江村,ヤマエムラ,Yamae-mura,,,,1947-04-17,,
435139,熊本県,クマモトケン,Kumamoto,球磨郡,クマグン,Kuma-gun,球磨村,クマムラ,Kuma-mura,,,,1947-04-17,,
435147,熊本県,クマモトケン,Kumamoto,球磨郡,クマグン,Kuma-gun,あさぎり町,アサギリチョウ,Asagiri-cho,,,,1947-04-17,,
435317,熊本県,クマモトケン,Kumamoto,天草郡,アマクサグン,Amakusa-gun,苓北町,レイホクマチ,Reihoku-machi,,,,1947-04-17,,
