全国地方公共団体コード,都道府県名,都道府県名_カナ,都道府県名_英字,郡名,郡名_カナ,郡名_英字,市区町村名,市区町村名_カナ,市区町村名_英字,政令市区名,政令市区名_カナ,政令市区名_英字,効力発生日,廃止日,備考
463922,鹿児島県,カゴシマケン,Kagoshima,薩摩郡,サツマグン,Satsuma-gun,さつま町,サツマチョウ,Satsuma-cho,,,,1947-04-17,,
464040,鹿児島県,カゴシマケン,Kagoshima,出水郡,イズミグン,Izumi-gun,長島町,ナガシマチョウ,Nagashima-cho,,,,1947-04-17,,
464520,鹿児島県,カゴシマケン,Kagoshima,姶良郡,アイラグン,Aira-gun,湧水町,ユウスイチョウ,Yusui-cho,,,,1947-04-17,,
464686,鹿児島県,カゴシマケン,Kagoshima,曽於郡,ソオグン,So-gun,大崎町,オオサキチョウ,Osaki-cho,,,,1947-04-17,,
464821,鹿児島県,カゴシマケン,Kagoshima,肝属郡,キモツキグン,Kimotsuki-gun,東串良町,ヒガシクシラチョウ,Higashikushira-cho,,,,1947-04-17,,
464902,鹿児島県,カゴシマケン,Kagoshima,肝属郡,キモツキグン,Kimotsuki-gun,錦江町,キンコウチョウ,Kinko-cho,,,,1947-04-17,,
464911,鹿児島県,カゴシマケン,Kagoshima,肝属郡,キモツキグン,Kimotsuki-gun,南大隅町,ミナミオオスミチョウ,Minamiosumi-cho,,,,1947-04-17,,
464929,鹿児島県,カゴシマケン,Kagoshima,肝属郡,キモツキグン,Kimotsuki-gun,肝付町,キモツキチョウ,Kimotsuki-cho,,,,1947-04-17,,
465011,鹿児島県,カゴシマケン,Kagoshima,熊毛郡,クマゲグン,Kumage-gun,中種子町,ナカタネチョウ,Nakatane-cho,,,,1947-04-17,,
465020,鹿児島県,カゴシマケン,Kagoshima,熊毛郡,クマゲグン,Kumage-gun,南種子町,ミナミタネチョウ,Minamitane-cho,,,,1947-04-17,,
465054,鹿児島県,カゴシマケン,Kagoshima,熊毛郡,クマゲグン,Kumage-gun,屋久島町,ヤクシマチョウ,Yakushima-cho,,,,1947-04-17,,
465232,鹿児島県,カゴシマケン,Kagoshima,大島郡,オオシマグン,Oshima-gun,大和村,ヤマトソン,Yamato-son,,,,1947-04-17,,
465241,鹿児島県,カゴシマケン,Kagoshima,大島郡,オオシマグン,Oshima-gun,宇検村,ウケンソン,Uken-son,,,,1947-04-17,,
465259,鹿児島県,カゴシマケン,Kagoshima,大島郡,オオシマグン,Oshima-gun,瀬戸内町,セトウチチョウ,Setochi-cho,,,,1947-04-17,,
465275,鹿児島県,カゴシマケン,Kagoshima,大島郡,オオシマグン,Oshima-gun,龍郷町,タツゴウチョウ,Tatsugo-cho,,,,1947-04-17,,
465291,鹿児島県,カゴシマケン,Kagoshima,大島郡,オオシマグン,Oshima-gun,喜界町,キカイチョウ,Kikai-cho,,,,1947-04-17,,
465305,鹿児島県,カゴシマケン,Kagoshima,大島郡,オオシマグン,Oshima-gun,徳之島町,トクノシマチョウ,Tokunoshima-cho,,,,1947-04-17,,
465313,鹿児島県,カゴシマケン,Kagoshima,大島郡,オオシマグン,Oshima-gun,天城町,アマギチョウ,Amagi-cho,,,,1947-04-17,,
465321,鹿児島県,カゴシマケン,Kagoshima,大島郡,オオシマグン,Oshima-gun,伊仙町,イセンチョウ,Isen-cho,,,,1947-04-17,,
465330,鹿児島県,カゴシマケン,Kagoshima,大島郡,オオシマグン,Oshima-gun,和泊町,ワドマリチョウ,Wadomari-cho,,,,1947-04-17,,
465348,鹿児島県,カゴシマケン,Kagoshima,大島郡,オオシマグン,Oshima-gun,知名町,チナチョウ,China-cho,,,,1947-04-17,,
465356,鹿児島県,カゴシマケン,Kagoshima,大島郡,オオシマグン,Oshima-gun,与論町,ヨロンチョウ,Yoron-cho,,,,1947-04-17,,
