全国地方公共団体コード,都道府県名,都道府県名_カナ,都道府県名_英字,郡名,郡名_カナ,郡名_英字,市区町村名,市区町村名_カナ,市区町村名_英字,政令市区名,政令市区名_カナ,政令市区名_英字,効力発生日,廃止日,備考
462012,鹿児島県,カゴシマケン,Kagoshima,,,,鹿児島市,カゴシマシ,Kagoshima-shi,,,,1947-04-17,,
462039,鹿児島県,カゴシマケン,Kagoshima,,,,鹿屋市,カノヤシ,Kanoya-shi,,,,1947-04-17,,
462047,鹿児島県,カゴシマケン,Kagoshima,,,,枕崎市,マクラザキシ,Makurazaki-shi,,,,1947-04-17,,
462063,鹿児島県,カゴシマケン,Kagoshima,,,,阿久根市,アクネシ,Akune-shi,,,,1947-04-17,,
462080,鹿児島県,カゴシマケン,Kagoshima,,,,出水市,イズミシ,Izumi-shi,,,,1947-04-17,,
462101,鹿児島県,カゴシマケン,Kagoshima,,,,指宿市,イブスキシ,Ibusuki-shi,,,,1947-04-17,,
462136,鹿児島県,カゴシマケン,Kagoshima,,,,西之表市,ニシノオモテシ,Nishinomote-shi,,,,1947-04-17,,
462144,鹿児島県,カゴシマケン,Kagoshima,,,,垂水市,タルミズシ,Tarumizu-shi,,,,1947-04-17,,
462152,鹿児島県,カゴシマケン,Kagoshima,,,,薩摩川内市,サツマセンダイシ,Satsumasendai-shi,,,,1947-04-17,,
462161,鹿児島県,カゴシマケン,Kagoshima,,,,日置市,ヒオキシ,Hioki-shi,,,,1947-04-17,,
462179,鹿児島県,カゴシマケン,Kagoshima,,,,曽於市,ソオシ,So-shi,,,,1947-04-17,,
462187,鹿児島県,カゴシマケン,Kagoshima,,,,霧島市,キリシマシ,Kirishima-shi,,,,1947-04-17,,
462195,鹿児島県,カゴシマケン,Kagoshima,,,,いちき串木野市,イチキクシキノシ,Ichikikushikino-shi,,,,1947-04-17,,
462209,鹿児島県,カゴシマケン,Kagoshima,,,,南さつま市,ミナミサツマシ,Minamisatsuma-shi,,,,1947-04-17,,
462217,鹿児島県,カゴシマケン,Kagoshima,,,,志布志市,シブシシ,Shibushi-shi,,,,1947-04-17,,
462225,鹿児島県,カゴシマケン,Kagoshima,,,,奄美市,アマミシ,Amami-shi,,,,1947-04-17,,
462233,鹿児島県,カゴシマケン,Kagoshima,,,,南九州市,ミナミキュウシュウシ,Minamikyushu-shi,,,,1947-04-17,,
462241,鹿児島県,カゴシマケン,Kagoshima,,,,伊佐市,イサシ,Isa-shi,,,,1947-04-17,,
462250,鹿児島県,カゴシマケン,Kagoshima,,,,姶良市,アイラシ,Aira-shi,,,,1947-04-17,,
463035,鹿児島県,カゴシマケン,Kagoshima,鹿児島郡,カゴシマグン,Kagoshima-gun,三島村,ミシマムラ,Mishima-mura,,,,1947-04-17,,
463043,鹿児島県,カゴシマケン,Kagoshima,鹿児島郡,カゴシマグン,Kagoshima-gun,十島村,トシマムラ,Toshima-mura,,,,1947-04-17,,
