町字id,町字区分コード,大字・町名,大字・町名_カナ,大字・町名_英字,丁目名,丁目名_カナ,丁目名_数字,小字名,小字名_カナ,小字名_英字,住居表示フラグ,住居表示方式コード,大字・町_通称フラグ,小字_通称フラグ,大字・町外字フラグ,小字外字フラグ,状態フラグ,起番フラグ,効力発生日,廃止日,原典資料コード,郵便番号,備考
0000101,3,,,,,,,一ノ宮,イチノミヤ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
0000102,3,,,,,,,笠子,カサゴ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
0000103,3,,,,,,,郷南,ゴウナン,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
0000104,3,,,,,,,郷北,ゴウホク,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
0000105,3,,,,,,,元町,モトマチ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
0000106,3,,,,,,,源太山,ゲンダヤマ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
0000107,3,,,,,,,向島,ムコウジマ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
0000108,3,,,,,,,港町,ミナトマチ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
0000109,3,,,,,,,三ッ谷,ミツヤ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
0000110,3,,,,,,,市場,イチバ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
0000111,3,,,,,,,住吉,スミヨシ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
0000112,3,,,,,,,松山,マツヤマ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
0000113,3,,,,,,,上の原,ウエノハラ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
0000114,3,,,,,,,新居弁天,アライベンテン,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
0000115,3,,,,,,,新所原,シンジョハラ,Shinjohara,0,0,0,1,0,0,0,0,1947-04-17,,0 ,4310424,
0000116,3,,,,,,,新切,シンギリ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
0000117,3,,,,,,,新町,シンマチ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
0000118,3,,,,,,,新弁天,シンベンテン,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
0000119,3,,,,,,,西長谷,ニシナガヤ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
0000120,3,,,,,,,青平,アオビラ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
0000121,3,,,,,,,川尻,カワシリ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
0000122,3,,,,,,,大森,オオモリ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
0000123,3,,,,,,,大倉戸,オオクラド,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
0000124,3,,,,,,,中長谷,ナカナガヤ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
0000125,3,,,,,,,中尾平,ナカオヒラ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
0000126,3,,,,,,,長谷,ナガヤ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
0000127,3,,,,,,,藤江,フジエ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
0000128,3,,,,,,,日ヶ崎,ヒガサキ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
0000129,3,,,,,,,日の岡,ヒノオカ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
0000130,3,,,,,,,柏原,カシワバラ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
0000131,3,,,,,,,表鷲津,オモテワシヅ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
0000132,3,,,,,,,浜名,ハマナ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
0001000,1,新居町新居,アライチョウアライ,Araicho Arai,,,,,,,0,0,0,0,0,0,0,1,1947-04-17,,0 ,4310302,
0002000,1,新居町内山,アライチョウウチヤマ,Araicho Uchiyama,,,,,,,0,0,0,0,0,0,0,1,1947-04-17,,0 ,4310304,
0003000,1,新居町中之郷,アライチョウナカノゴウ,Araicho Nakanogo,,,,,,,0,0,0,0,0,0,0,1,1947-04-17,,0 ,4310301,
0004000,1,新居町浜名,アライチョウハマナ,Araicho Hamana,,,,,,,0,0,0,0,0,0,0,1,1947-04-17,,0 ,4310303,
0005000,1,入出,イリデ,Iride,,,,,,,0,0,0,0,0,0,0,1,1947-04-17,,0 ,4310411,
0006000,1,内浦,ウチウラ,Uchiura,,,,,,,0,0,0,0,0,0,0,1,1947-04-17,,0 ,4310412,
0007001,2,駅南,エキミナミ,Ekiminami,一丁目,１チョウメ,1,,,,1,1,0,0,0,0,0,1,1947-04-17,,0 ,,
0007002,2,駅南,エキミナミ,Ekiminami,二丁目,２チョウメ,2,,,,1,1,0,0,0,0,0,1,1947-04-17,,0 ,,
0007003,2,駅南,エキミナミ,Ekiminami,三丁目,３チョウメ,3,,,,1,1,0,0,0,0,0,1,1947-04-17,,0 ,,
0007004,2,駅南,エキミナミ,Ekiminami,四丁目,４チョウメ,4,,,,1,1,0,0,0,0,0,1,1947-04-17,,0 ,,
0008000,1,大知波,オオチバ,Ochiba,,,,,,,0,0,0,0,0,0,0,1,1947-04-17,,0 ,4310403,
0009000,1,風の杜,カゼノモリ,Kazenomori,,,,,,,1,1,0,0,0,0,0,1,1947-04-17,,0 ,4310432,
0010000,1,吉美,キビ,Kibi,,,,,,,0,0,0,0,0,0,0,1,1947-04-17,,0 ,4310441,
0011000,1,古見,コミ,Komi,,,,,,,0,0,0,0,0,0,0,1,1947-04-17,,0 ,4310442,
0012000,1,境宿,サカイジュク,Sakaijuku,,,,,,,0,0,0,0,0,0,0,1,1947-04-17,,0 ,4310452,
0013000,1,白須賀,シラスカ,Shirasuka,,,,,,,0,0,0,0,0,0,0,1,1947-04-17,,0 ,4310451,
0014000,1,新所,シンジョ,Shinjo,,,,,,,0,0,0,0,0,0,0,1,1947-04-17,,0 ,4310421,
0015002,2,新所原,シンジョハラ,Shinjohara,二丁目,２チョウメ,2,,,,1,1,0,0,0,0,0,1,1947-04-17,,0 ,,
0015003,2,新所原,シンジョハラ,Shinjohara,三丁目,３チョウメ,3,,,,1,1,0,0,0,0,0,1,1947-04-17,,0 ,,
0016000,1,新所原東,シンジョハラヒガシ,Shinjohara Higashi,,,,,,,1,1,0,0,0,0,0,1,1947-04-17,,0 ,4310426,
0017001,2,ときわ,トキワ,Tokiwa,一丁目,１チョウメ,1,,,,1,1,0,0,0,0,0,1,1947-04-17,,0 ,,
0017003,2,ときわ,トキワ,Tokiwa,三丁目,３チョウメ,3,,,,1,1,0,0,0,0,0,1,1947-04-17,,0 ,,
0018000,1,坊瀬,ボウゼ,Boze,,,,,,,0,0,0,0,0,0,0,1,1947-04-17,,0 ,4310444,
0019002,2,南台,ミナミダイ,Minamidai,二丁目,２チョウメ,2,,,,1,1,0,0,0,0,0,1,1947-04-17,,0 ,,
0019003,2,南台,ミナミダイ,Minamidai,三丁目,３チョウメ,3,,,,1,1,0,0,0,0,0,1,1947-04-17,,0 ,,
0019004,2,南台,ミナミダイ,Minamidai,四丁目,４チョウメ,4,,,,1,1,0,0,0,0,0,1,1947-04-17,,0 ,,
0020000,1,山口,ヤマグチ,Yamaguchi,,,,,,,0,0,0,0,0,0,0,1,1947-04-17,,0 ,4310443,
0021000,1,横山,ヨコヤマ,Yokoyama,,,,,,,0,0,0,0,0,0,0,1,1947-04-17,,0 ,4310401,
0022000,1,利木,リキ,Riki,,,,,,,0,0,0,0,0,0,0,1,1947-04-17,,0 ,4310402,
0023000,1,鷲津,ワシヅ,Washizu,,,,,,,0,0,0,0,0,0,0,1,1947-04-17,,0 ,4310431,
0024000,1,太田,オオタ,Ota,,,,,,,0,0,0,0,0,0,0,1,1947-04-17,,0 ,4310404,
0025000,1,神座,カンザ,Kanza,,,,,,,0,0,0,0,0,0,0,1,1947-04-17,,0 ,4310405,
0026000,1,新所岡崎梅田入会地,シンジョオカサキウメダニュウカイチ,,,,,,,,0,0,0,0,0,0,0,1,1947-04-17,,0 ,,
0027000,1,岡崎,オカサキ,Okasaki,,,,,,,0,0,0,0,0,0,0,1,1947-04-17,,0 ,4310422,
0028000,1,梅田,ウメダ,Umeda,,,,,,,0,0,0,0,0,0,0,1,1947-04-17,,0 ,4310425,
