全国地方公共団体コード,都道府県名,都道府県名_カナ,都道府県名_英字,郡名,郡名_カナ,郡名_英字,市区町村名,市区町村名_カナ,市区町村名_英字,政令市区名,政令市区名_カナ,政令市区名_英字,効力発生日,廃止日,備考
141003,神奈川県,カナガワケン,Kanagawa,,,,横浜市,ヨコハマシ,Yokohama-shi,,,,1947-04-17,,
141011,神奈川県,カナガワケン,Kanagawa,,,,横浜市,ヨコハマシ,Yokohama-shi,鶴見区,ツルミク,Tsurumi-ku,1947-04-17,,
141020,神奈川県,カナガワケン,Kanagawa,,,,横浜市,ヨコハマシ,Yokohama-shi,神奈川区,カナガワク,Kanagawa-ku,1947-04-17,,
141038,神奈川県,カナガワケン,Kanagawa,,,,横浜市,ヨコハマシ,Yokohama-shi,西区,ニシク,Nishi-ku,1947-04-17,,
141046,神奈川県,カナガワケン,Kanagawa,,,,横浜市,ヨコハマシ,Yokohama-shi,中区,ナカク,Naka-ku,1947-04-17,,
141054,神奈川県,カナガワケン,Kanagawa,,,,横浜市,ヨコハマシ,Yokohama-shi,南区,ミナミク,Minami-ku,1947-04-17,,
141062,神奈川県,カナガワケン,Kanagawa,,,,横浜市,ヨコハマシ,Yokohama-shi,保土ケ谷区,ホドガヤク,Hodogaya-ku,1947-04-17,,
141071,神奈川県,カナガワケン,Kanagawa,,,,横浜市,ヨコハマシ,Yokohama-shi,磯子区,イソゴク,Isogo-ku,1947-04-17,,
141089,神奈川県,カナガワケン,Kanagawa,,,,横浜市,ヨコハマシ,Yokohama-shi,金沢区,カナザワク,Kanazawa-ku,1947-04-17,,
141097,神奈川県,カナガワケン,Kanagawa,,,,横浜市,ヨコハマシ,Yokohama-shi,港北区,コウホクク,Kohoku-ku,1947-04-17,,
141101,神奈川県,カナガワケン,Kanagawa,,,,横浜市,ヨコハマシ,Yokohama-shi,戸塚区,トツカク,Totsuka-ku,1947-04-17,,
141119,神奈川県,カナガワケン,Kanagawa,,,,横浜市,ヨコハマシ,Yokohama-shi,港南区,コウナンク,Konan-ku,1947-04-17,,
141127,神奈川県,カナガワケン,Kanagawa,,,,横浜市,ヨコハマシ,Yokohama-shi,旭区,アサヒク,Asahi-ku,1947-04-17,,
141135,神奈川県,カナガワケン,Kanagawa,,,,横浜市,ヨコハマシ,Yokohama-shi,緑区,ミドリク,Midori-ku,1947-04-17,,
141143,神奈川県,カナガワケン,Kanagawa,,,,横浜市,ヨコハマシ,Yokohama-shi,瀬谷区,セヤク,Seya-ku,1947-04-17,,
141151,神奈川県,カナガワケン,Kanagawa,,,,横浜市,ヨコハマシ,Yokohama-shi,栄区,サカエク,Sakae-ku,1947-04-17,,
141160,神奈川県,カナガワケン,Kanagawa,,,,横浜市,ヨコハマシ,Yokohama-shi,泉区,イズミク,Izumi-ku,1947-04-17,,
141178,神奈川県,カナガワケン,Kanagawa,,,,横浜市,ヨコハマシ,Yokohama-shi,青葉区,アオバク,Aoba-ku,1947-04-17,,
141186,神奈川県,カナガワケン,Kanagawa,,,,横浜市,ヨコハマシ,Yokohama-shi,都筑区,ツヅキク,Tsuzuki-ku,1947-04-17,,
141305,神奈川県,カナガワケン,Kanagawa,,,,川崎市,カワサキシ,Kawasaki-shi,,,,1947-04-17,,
141313,神奈川県,カナガワケン,Kanagawa,,,,川崎市,カワサキシ,Kawasaki-shi,川崎区,カワサキク,Kawasaki-ku,1947-04-17,,
141321,神奈川県,カナガワケン,Kanagawa,,,,川崎市,カワサキシ,Kawasaki-shi,幸区,サイワイク,Saiwai-ku,1947-04-17,,
141330,神奈川県,カナガワケン,Kanagawa,,,,川崎市,カワサキシ,Kawasaki-shi,中原区,ナカハラク,Nakahara-ku,1947-04-17,,
141348,神奈川県,カナガワケン,Kanagawa,,,,川崎市,カワサキシ,Kawasaki-shi,高津区,タカツク,Takatsu-ku,1947-04-17,,
