全国地方公共団体コード,都道府県名,都道府県名_カナ,都道府県名_英字,郡名,郡名_カナ,郡名_英字,市区町村名,市区町村名_カナ,市区町村名_英字,政令市区名,政令市区名_カナ,政令市区名_英字,効力発生日,廃止日,備考
212016,岐阜県,ギフケン,Gifu,,,,岐阜市,ギフシ,Gifu-shi,,,,1947-04-17,,
212024,岐阜県,ギフケン,Gifu,,,,大垣市,オオガキシ,Ogaki-shi,,,,1947-04-17,,
212032,岐阜県,ギフケン,Gifu,,,,高山市,タカヤマシ,Takayama-shi,,,,1947-04-17,,
212041,岐阜県,ギフケン,Gifu,,,,多治見市,タジミシ,Tajimi-shi,,,,1947-04-17,,
212059,岐阜県,ギフケン,Gifu,,,,関市,セキシ,Seki-shi,,,,1947-04-17,,
212067,岐阜県,ギフケン,Gifu,,,,中津川市,ナカツガワシ,Nakatsugawa-shi,,,,1947-04-17,,
212075,岐阜県,ギフケン,Gifu,,,,美濃市,ミノシ,Mino-shi,,,,1947-04-17,,
212083,岐阜県,ギフケン,Gifu,,,,瑞浪市,ミズナミシ,Mizunami-shi,,,,1947-04-17,,
212091,岐阜県,ギフケン,Gifu,,,,羽島市,ハシマシ,Hashima-shi,,,,1947-04-17,,
212105,岐阜県,ギフケン,Gifu,,,,恵那市,エナシ,Ena-shi,,,,1947-04-17,,
212113,岐阜県,ギフケン,Gifu,,,,美濃加茂市,ミノカモシ,Minokamo-shi,,,,1947-04-17,,
212121,岐阜県,ギフケン,Gifu,,,,土岐市,トキシ,Toki-shi,,,,1947-04-17,,
212130,岐阜県,ギフケン,Gifu,,,,各務原市,カカミガハラシ,Kakamigahara-shi,,,,1947-04-17,,
212148,岐阜県,ギフケン,Gifu,,,,可児市,カニシ,Kani-shi,,,,1947-04-17,,
212156,岐阜県,ギフケン,Gifu,,,,山県市,ヤマガタシ,Yamagata-shi,,,,1947-04-17,,
212164,岐阜県,ギフケン,Gifu,,,,瑞穂市,ミズホシ,Mizuho-shi,,,,1947-04-17,,
212172,岐阜県,ギフケン,Gifu,,,,飛騨市,ヒダシ,Hida-shi,,,,1947-04-17,,
212181,岐阜県,ギフケン,Gifu,,,,本巣市,モトスシ,Motosu-shi,,,,1947-04-17,,
212199,岐阜県,ギフケン,Gifu,,,,郡上市,グジョウシ,Gujo-shi,,,,1947-04-17,,
212202,岐阜県,ギフケン,Gifu,,,,下呂市,ゲロシ,Gero-shi,,,,1947-04-17,,
212211,岐阜県,ギフケン,Gifu,,,,海津市,カイヅシ,Kaizu-shi,,,,1947-04-17,,
213021,岐阜県,ギフケン,Gifu,羽島郡,ハシマグン,Hashima-gun,岐南町,ギナンチョウ,Ginan-cho,,,,1947-04-17,,
