全国地方公共団体コード,都道府県名,都道府県名_カナ,都道府県名_英字,郡名,郡名_カナ,郡名_英字,市区町村名,市区町村名_カナ,市区町村名_英字,政令市区名,政令市区名_カナ,政令市区名_英字,効力発生日,廃止日,備考
213039,岐阜県,ギフケン,Gifu,羽島郡,ハシマグン,Hashima-gun,笠松町,カサマツチョウ,Kasamatsu-cho,,,,1947-04-17,,
213411,岐阜県,ギフケン,Gifu,養老郡,ヨウロウグン,Yoro-gun,養老町,ヨウロウチョウ,Yoro-cho,,,,1947-04-17,,
213616,岐阜県,ギフケン,Gifu,不破郡,フワグン,Fuwa-gun,垂井町,タルイチョウ,Tarui-cho,,,,1947-04-17,,
213624,岐阜県,ギフケン,Gifu,不破郡,フワグン,Fuwa-gun,関ケ原町,セキガハラチョウ,Sekigahara-cho,,,,1947-04-17,,
213811,岐阜県,ギフケン,Gifu,安八郡,アンパチグン,Ampachi-gun,神戸町,ゴウドチョウ,Godo-cho,,,,1947-04-17,,
213829,岐阜県,ギフケン,Gifu,安八郡,アンパチグン,Ampachi-gun,輪之内町,ワノウチチョウ,Wanochi-cho,,,,1947-04-17,,
213837,岐阜県,ギフケン,Gifu,安八郡,アンパチグン,Ampachi-gun,安八町,アンパチチョウ,Ampachi-cho,,,,1947-04-17,,
214019,岐阜県,ギフケン,Gifu,揖斐郡,イビグン,Ibi-gun,揖斐川町,イビガワチョウ,Ibigawa-cho,,,,1947-04-17,,
214035,岐阜県,ギフケン,Gifu,揖斐郡,イビグン,Ibi-gun,大野町,オオノチョウ,Ono-cho,,,,1947-04-17,,
214043,岐阜県,ギフケン,Gifu,揖斐郡,イビグン,Ibi-gun,池田町,イケダチョウ,Ikeda-cho,,,,1947-04-17,,
214213,岐阜県,ギフケン,Gifu,本巣郡,モトスグン,Motosu-gun,北方町,キタガタチョウ,Kitagata-cho,,,,1947-04-17,,
215015,岐阜県,ギフケン,Gifu,加茂郡,カモグン,Kamo-gun,坂祝町,サカホギチョウ,Sakahogi-cho,,,,1947-04-17,,
215023,岐阜県,ギフケン,Gifu,加茂郡,カモグン,Kamo-gun,富加町,トミカチョウ,Tomika-cho,,,,1947-04-17,,
215031,岐阜県,ギフケン,Gifu,加茂郡,カモグン,Kamo-gun,川辺町,カワベチョウ,Kawabe-cho,,,,1947-04-17,,
215040,岐阜県,ギフケン,Gifu,加茂郡,カモグン,Kamo-gun,七宗町,ヒチソウチョウ,Hichiso-cho,,,,1947-04-17,,
215058,岐阜県,ギフケン,Gifu,加茂郡,カモグン,Kamo-gun,八百津町,ヤオツチョウ,Yaotsu-cho,,,,1947-04-17,,
215066,岐阜県,ギフケン,Gifu,加茂郡,カモグン,Kamo-gun,白川町,シラカワチョウ,Shirakawa-cho,,,,1947-04-17,,
215074,岐阜県,ギフケン,Gifu,加茂郡,カモグン,Kamo-gun,東白川村,ヒガシシラカワムラ,Higashishirakawa-mura,,,,1947-04-17,,
215210,岐阜県,ギフケン,Gifu,可児郡,カニグン,Kani-gun,御嵩町,ミタケチョウ,Mitake-cho,,,,1947-04-17,,
216046,岐阜県,ギフケン,Gifu,大野郡,オオノグン,Ono-gun,白川村,シラカワムラ,Shirakawa-mura,,,,1947-04-17,,
